id,ids,name,syn
ICD10:G72.9,"[""""""ICD10:G72.9""""""]","Myopathy, unspecified","['''Myopathy, unspecified''']"
ICD10:G73,"[""""""ICD10:G73""""""]",Disorders of myoneural junction and muscle in diseases classified elsewhere,['''Disorders of myoneural junction and muscle in diseases classified elsewhere''']
ICD10:G73.0,"[""""""ICD10:G73.0""""""]",Myasthenic syndromes in endocrine diseases,"['''Myasthenic syndromes in: diabetic amyotrophyE10-E14 with common fourth character .4''','''Myasthenic syndromes in: thyrotoxicosis [hyperthyroidism]E05.-''','''Myasthenic syndromes in endocrine diseases''']"
ICD10:G73.1,"[""""""ICD10:G73.1""""""]",Lambert-Eaton syndromeC00-D48,['''Lambert-Eaton syndromeC00-D48''']
ICD10:G73.2,"[""""""ICD10:G73.2""""""]",Other myasthenic syndromes in neoplastic diseaseC00-D48,['''Other myasthenic syndromes in neoplastic diseaseC00-D48''']
ICD10:G73.3,"[""""""ICD10:G73.3""""""]",Myasthenic syndromes in other diseases classified elsewhere,['''Myasthenic syndromes in other diseases classified elsewhere''']
ICD10:G73.4,"[""""""ICD10:G73.4""""""]",Myopathy in infectious and parasitic diseases classified elsewhere,['''Myopathy in infectious and parasitic diseases classified elsewhere''']
ICD10:G73.5,"[""""""ICD10:G73.5""""""]",Myopathy in endocrine diseases,"['''Thyrotoxic myopathyE05.-''','''Myopathy in: hypoparathyroidismE20.-''','''Myopathy in: hyperparathyroidismE21.0-E21.3''','''Myopathy in endocrine diseases''']"
ICD10:G73.6,"[""""""ICD10:G73.6""""""]",Myopathy in metabolic diseases,"['''Myopathy in: glycogen storage diseaseE74.0''','''Myopathy in metabolic diseases''','''Myopathy in: lipid storage disordersE75.-''']"
ICD10:G73.7,"[""""""ICD10:G73.7""""""]",Myopathy in other diseases classified elsewhere,"['''Myopathy in other diseases classified elsewhere''','''Myopathy in: sclerodermaM34.8''','''Myopathy in: systemic lupus erythematosusM32.1''','''Myopathy in: sicca syndrome [Sjögren]M35.0''','''Myopathy in: rheumatoid arthritisM05-M06''']"
ICD10:G80,"[""""""ICD10:G80""""""]",Cerebral palsy,"['''hereditary spastic paraplegiaG11.4''','''Cerebral palsy''']"
ICD10:G80.0,"[""""""ICD10:G80.0""""""]",Spastic quadriplegic cerebral palsy,"['''Spastic quadriplegic cerebral palsy''','''Spastic tetraplegic cerebral palsy''']"
ICD10:G80.1,"[""""""ICD10:G80.1""""""]",Spastic diplegic cerebral palsy,"['''Congenital spastic paralysis (cerebral)''','''Spastic diplegic cerebral palsy''','''Spastic cerebral palsy NOS''']"
ICD10:G80.2,"[""""""ICD10:G80.2""""""]",Spastic hemiplegic cerebral palsy,['''Spastic hemiplegic cerebral palsy''']
ICD10:G80.3,"[""""""ICD10:G80.3""""""]",Dyskinetic cerebral palsy,"['''Dystonic cerebral palsy''','''Athetoid cerebral palsy''','''Dyskinetic cerebral palsy''']"
ICD10:G80.4,"[""""""ICD10:G80.4""""""]",Ataxic cerebral palsy,['''Ataxic cerebral palsy''']
ICD10:G80.8,"[""""""ICD10:G80.8""""""]",Other cerebral palsy,"['''Other cerebral palsy''','''Mixed cerebral palsy syndromes''']"
ICD10:G80.9,"[""""""ICD10:G80.9""""""]","Cerebral palsy, unspecified","['''Cerebral palsy NOS''','''Cerebral palsy, unspecified''']"
ICD10:G81,"[""""""ICD10:G81""""""]",Hemiplegia,"['''congenital cerebral palsyG80.-''','''Hemiplegia''']"
ICD10:G81.0,"[""""""ICD10:G81.0""""""]",Flaccid hemiplegia,['''Flaccid hemiplegia''']
ICD10:G81.1,"[""""""ICD10:G81.1""""""]",Spastic hemiplegia,['''Spastic hemiplegia''']
ICD10:G81.9,"[""""""ICD10:G81.9""""""]","Hemiplegia, unspecified","['''Hemiplegia, unspecified''']"
ICD10:G82,"[""""""ICD10:G82""""""]",Paraplegia and tetraplegia,"['''Paraplegia and tetraplegia''','''congenital cerebral palsyG80.-''']"
ICD10:G82.0,"[""""""ICD10:G82.0""""""]",Flaccid paraplegia,['''Flaccid paraplegia''']
ICD10:G82.1,"[""""""ICD10:G82.1""""""]",Spastic paraplegia,['''Spastic paraplegia''']
ICD10:G82.2,"[""""""ICD10:G82.2""""""]","Paraplegia, unspecified","['''Paraplegia, unspecified''','''Paraplegia (lower) NOS''','''Paralysis of both lower limbs NOS''']"
ICD10:G82.3,"[""""""ICD10:G82.3""""""]",Flaccid tetraplegia,['''Flaccid tetraplegia''']
ICD10:G82.4,"[""""""ICD10:G82.4""""""]",Spastic tetraplegia,['''Spastic tetraplegia''']
ICD10:G82.5,"[""""""ICD10:G82.5""""""]","Tetraplegia, unspecified","['''Quadriplegia NOS''','''Tetraplegia, unspecified''']"
ICD10:G83,"[""""""ICD10:G83""""""]",Other paralytic syndromes,"['''Other paralytic syndromes''','''paralysis (complete)(incomplete), except as in G80-G82''']"
ICD10:G83.0,"[""""""ICD10:G83.0""""""]",Diplegia of upper limbs,"['''Paralysis of both upper limbs''','''Diplegia (upper)''','''Diplegia of upper limbs''']"
ICD10:G83.1,"[""""""ICD10:G83.1""""""]",Monoplegia of lower limb,"['''Monoplegia of lower limb''','''Paralysis of lower limb''']"
ICD10:G83.2,"[""""""ICD10:G83.2""""""]",Monoplegia of upper limb,"['''Paralysis of upper limb''','''Monoplegia of upper limb''']"
ICD10:G83.3,"[""""""ICD10:G83.3""""""]","Monoplegia, unspecified","['''Monoplegia, unspecified''']"
ICD10:G83.4,"[""""""ICD10:G83.4""""""]",Cauda equina syndrome,"['''Neurogenic bladder due to cauda equina syndrome''','''Cauda equina syndrome''','''cord bladder NOSG95.8''']"
ICD10:G83.5,"[""""""ICD10:G83.5""""""]",Locked-in syndrome,['''Locked-in syndrome''']
ICD10:G83.8,"[""""""ICD10:G83.8""""""]",Other specified paralytic syndromes,"['''Todd paralysis (postepileptic)''','''Other specified paralytic syndromes''']"
ICD10:G83.9,"[""""""ICD10:G83.9""""""]","Paralytic syndrome, unspecified","['''Paralytic syndrome, unspecified''']"
ICD10:G90,"[""""""ICD10:G90""""""]",Disorders of autonomic nervous system,"['''Disorders of autonomic nervous system''','''dysfunction of autonomic nervous system due to alcoholG31.2''']"
ICD10:G90.0,"[""""""ICD10:G90.0""""""]",Idiopathic peripheral autonomic neuropathy,"['''Carotid sinus syncope''','''Idiopathic peripheral autonomic neuropathy''']"
ICD10:G90.1,"[""""""ICD10:G90.1""""""]",Familial dysautonomia [Riley-Day],['''Familial dysautonomia [Riley-Day]''']
ICD10:G90.2,"[""""""ICD10:G90.2""""""]",Horner syndrome,"['''Horner syndrome''','''Bernard(-Horner) syndrome''']"
ICD10:G90.4,"[""""""ICD10:G90.4""""""]",Autonomic dysreflexia,['''Autonomic dysreflexia''']
ICD10:G90.8,"[""""""ICD10:G90.8""""""]",Other disorders of autonomic nervous system,['''Other disorders of autonomic nervous system''']
ICD10:G90.9,"[""""""ICD10:G90.9""""""]","Disorder of autonomic nervous system, unspecified","['''Disorder of autonomic nervous system, unspecified''']"
ICD10:G91,"[""""""ICD10:G91""""""]",Hydrocephalus,"['''Hydrocephalus''','''acquired hydrocephalus''','''hydrocephalus: congenitalQ03.-''','''hydrocephalus: due to congenital toxoplasmosisP37.1''','''hydrocephalus: acquired, of newbornP91.7''']"
ICD10:G91.0,"[""""""ICD10:G91.0""""""]",Communicating hydrocephalus,['''Communicating hydrocephalus''']
ICD10:G91.1,"[""""""ICD10:G91.1""""""]",Obstructive hydrocephalus,['''Obstructive hydrocephalus''']
ICD10:G91.2,"[""""""ICD10:G91.2""""""]",Normal-pressure hydrocephalus,['''Normal-pressure hydrocephalus''']
ICD10:G91.3,"[""""""ICD10:G91.3""""""]","Post-traumatic hydrocephalus, unspecified","['''Post-traumatic hydrocephalus, unspecified''']"
ICD10:G91.8,"[""""""ICD10:G91.8""""""]",Other hydrocephalus,['''Other hydrocephalus''']
ICD10:G91.9,"[""""""ICD10:G91.9""""""]","Hydrocephalus, unspecified","['''Hydrocephalus, unspecified''']"
ICD10:G92,"[""""""ICD10:G92""""""]",Toxic encephalopathy,['''Toxic encephalopathy''']
ICD10:G93,"[""""""ICD10:G93""""""]",Other disorders of brain,['''Other disorders of brain''']
ICD10:G93.0,"[""""""ICD10:G93.0""""""]",Cerebral cysts,"['''congenital cerebral cystsQ04.6''','''Arachnoid cyst''','''Cerebral cysts''','''acquired periventricular cysts of newbornP91.1''','''Porencephalic cyst, acquired''']"
ICD10:G93.1,"[""""""ICD10:G93.1""""""]","Anoxic brain damage, not elsewhere classified","['''complicating: pregnancy, labour or deliveryO29.2O74.3O89.2''','''Anoxic brain damage, not elsewhere classified''','''complicating: surgical and medical careT80-T88''','''neonatal anoxiaP21.9''','''complicating: abortion or ectopic or molar pregnancyO00-O07O08.8''']"
ICD10:G93.2,"[""""""ICD10:G93.2""""""]",Benign intracranial hypertension,"['''hypertensive encephalopathyI67.4''','''Benign intracranial hypertension''']"
ICD10:G93.3,"[""""""ICD10:G93.3""""""]",Postviral fatigue syndrome,"['''Benign myalgic encephalomyelitis''','''Postviral fatigue syndrome''']"
ICD10:G93.4,"[""""""ICD10:G93.4""""""]","Encephalopathy, unspecified","['''encephalopathy: alcoholicG31.2''','''encephalopathy: toxicG92''','''Encephalopathy, unspecified''']"
ICD10:G93.5,"[""""""ICD10:G93.5""""""]",Compression of brain,"['''Herniation of brain (stem)''','''traumatic compression of brain (diffuse) focalS06.3''','''Compression of brain''','''traumatic compression of brain (diffuse)S06.2''','''Compression of brain (stem)''']"
ICD10:G93.6,"[""""""ICD10:G93.6""""""]",Cerebral oedema,"['''Cerebral oedema''','''cerebral oedema: due to birth injuryP11.0''','''cerebral oedema: traumaticS06.1''']"
ICD10:G93.7,"[""""""ICD10:G93.7""""""]",Reye syndrome,['''Reye syndrome''']
ICD10:G93.8,"[""""""ICD10:G93.8""""""]",Other specified disorders of brain,"['''Postradiation encephalopathy''','''Other specified disorders of brain''']"
ICD10:G93.9,"[""""""ICD10:G93.9""""""]","Disorder of brain, unspecified","['''Disorder of brain, unspecified''']"
ICD10:G94,"[""""""ICD10:G94""""""]",Other disorders of brain in diseases classified elsewhere,['''Other disorders of brain in diseases classified elsewhere''']
ICD10:G94.0,"[""""""ICD10:G94.0""""""]",Hydrocephalus in infectious and parasitic diseases classified elsewhereA00-B99,['''Hydrocephalus in infectious and parasitic diseases classified elsewhereA00-B99''']
ICD10:G94.1,"[""""""ICD10:G94.1""""""]",Hydrocephalus in neoplastic diseaseC00-D48,['''Hydrocephalus in neoplastic diseaseC00-D48''']
ICD10:G94.2,"[""""""ICD10:G94.2""""""]",Hydrocephalus in other diseases classified elsewhere,['''Hydrocephalus in other diseases classified elsewhere''']
ICD10:G94.8,"[""""""ICD10:G94.8""""""]",Other specified disorders of brain in diseases classified elsewhere,['''Other specified disorders of brain in diseases classified elsewhere''']
ICD10:G95,"[""""""ICD10:G95""""""]",Other diseases of spinal cord,"['''myelitisG04.-''','''Other diseases of spinal cord''']"
ICD10:G95.0,"[""""""ICD10:G95.0""""""]",Syringomyelia and syringobulbia,['''Syringomyelia and syringobulbia''']
ICD10:G95.1,"[""""""ICD10:G95.1""""""]",Vascular myelopathies,"['''Vascular myelopathies''','''Oedema of spinal cord''','''Nonpyogenic intraspinal phlebitis and thrombophlebitis''','''Haematomyelia''','''Acute infarction of spinal cord (embolic)(nonembolic)''','''Arterial thrombosis of spinal cord''']"
ICD10:G95.2,"[""""""ICD10:G95.2""""""]","Cord compression, unspecified","['''Cord compression, unspecified''']"
ICD10:G95.8,"[""""""ICD10:G95.8""""""]",Other specified diseases of spinal cord,"['''Myelopathy: drug-induced''','''neurogenic bladder: due to cauda equina syndromeG83.4''','''Cord bladder NOS''','''neuromuscular dysfunction of bladder without mention of spinal cord lesionN31.-''','''Other specified diseases of spinal cord''','''Myelopathy: radiation-induced''','''neurogenic bladder: NOSN31.9''']"
ICD10:G95.9,"[""""""ICD10:G95.9""""""]","Disease of spinal cord, unspecified","['''Disease of spinal cord, unspecified''','''Myelopathy NOS''']"
ICD10:G96,"[""""""ICD10:G96""""""]",Other disorders of central nervous system,['''Other disorders of central nervous system''']
ICD10:G96.0,"[""""""ICD10:G96.0""""""]",Cerebrospinal fluid leak,"['''from spinal punctureG97.0''','''Cerebrospinal fluid leak''']"
ICD10:G96.1,"[""""""ICD10:G96.1""""""]","Disorders of meninges, not elsewhere classified","['''Disorders of meninges, not elsewhere classified''','''Meningeal adhesions (cerebral)(spinal)''']"
ICD10:G96.8,"[""""""ICD10:G96.8""""""]",Other specified disorders of central nervous system,['''Other specified disorders of central nervous system''']
ICD10:G96.9,"[""""""ICD10:G96.9""""""]","Disorder of central nervous system, unspecified","['''Disorder of central nervous system, unspecified''']"
ICD10:G97,"[""""""ICD10:G97""""""]","Postprocedural disorders of nervous system, not elsewhere classified","['''Postprocedural disorders of nervous system, not elsewhere classified''']"
ICD10:G97.0,"[""""""ICD10:G97.0""""""]",Cerebrospinal fluid leak from spinal puncture,['''Cerebrospinal fluid leak from spinal puncture''']
ICD10:G97.1,"[""""""ICD10:G97.1""""""]",Other reaction to spinal and lumbar puncture,['''Other reaction to spinal and lumbar puncture''']
ICD10:G97.2,"[""""""ICD10:G97.2""""""]",Intracranial hypotension following ventricular shunting,['''Intracranial hypotension following ventricular shunting''']
ICD10:G97.8,"[""""""ICD10:G97.8""""""]",Other postprocedural disorders of nervous system,['''Other postprocedural disorders of nervous system''']
ICD10:G97.9,"[""""""ICD10:G97.9""""""]","Postprocedural disorder of nervous system, unspecified","['''Postprocedural disorder of nervous system, unspecified''']"
ICD10:G98,"[""""""ICD10:G98""""""]","Other disorders of nervous system, not elsewhere classified","['''Nervous system disorder NOS''','''Other disorders of nervous system, not elsewhere classified''']"
ICD10:G99,"[""""""ICD10:G99""""""]",Other disorders of nervous system in diseases classified elsewhere,['''Other disorders of nervous system in diseases classified elsewhere''']
ICD10:G99.0,"[""""""ICD10:G99.0""""""]",Autonomic neuropathy in endocrine and metabolic diseases,"['''Autonomic neuropathy in endocrine and metabolic diseases''','''Amyloid autonomic neuropathyE85.-''','''Diabetic autonomic neuropathyE10-E14 with common fourth character .4''']"
ICD10:G99.1,"[""""""ICD10:G99.1""""""]",Other disorders of autonomic nervous system in other diseases classified elsewhere,['''Other disorders of autonomic nervous system in other diseases classified elsewhere''']
ICD10:G99.2,"[""""""ICD10:G99.2""""""]",Myelopathy in diseases classified elsewhere,"['''Anterior spinal and vertebral artery compression syndromesM47.0''','''Myelopathy in: spondylosisM47.-''','''Myelopathy in: intervertebral disc disordersM50.0M51.0''','''Myelopathy in diseases classified elsewhere''','''Myelopathy in: neoplastic diseaseC00-D48''']"
ICD10:G99.8,"[""""""ICD10:G99.8""""""]",Other specified disorders of nervous system in diseases classified elsewhere,"['''Uraemic paralysisN18.5''','''Other specified disorders of nervous system in diseases classified elsewhere''']"
ICD10:H00,"[""""""ICD10:H00""""""]",Hordeolum and chalazion,['''Hordeolum and chalazion''']
ICD10:H00.0,"[""""""ICD10:H00.0""""""]",Hordeolum and other deep inflammation of eyelid,"['''Stye of eyelid''','''Abscess of eyelid''','''Furuncle of eyelid''','''Hordeolum and other deep inflammation of eyelid''']"
ICD10:H00.1,"[""""""ICD10:H00.1""""""]",Chalazion,['''Chalazion''']
ICD10:H01,"[""""""ICD10:H01""""""]",Other inflammation of eyelid,['''Other inflammation of eyelid''']
ICD10:H01.0,"[""""""ICD10:H01.0""""""]",Blepharitis,"['''blepharoconjunctivitisH10.5''','''Blepharitis''']"
ICD10:H01.1,"[""""""ICD10:H01.1""""""]",Noninfectious dermatoses of eyelid,"['''Dermatitis: allergic of eyelid''','''Dermatitis: contact of eyelid''','''Xeroderma of eyelid''','''Noninfectious dermatoses of eyelid''','''Discoid lupus erythematosus of eyelid''','''Dermatitis: eczematous of eyelid''']"
ICD10:H01.8,"[""""""ICD10:H01.8""""""]",Other specified inflammation of eyelid,['''Other specified inflammation of eyelid''']
ICD10:H01.9,"[""""""ICD10:H01.9""""""]","Inflammation of eyelid, unspecified","['''Inflammation of eyelid, unspecified''']"
ICD10:H02,"[""""""ICD10:H02""""""]",Other disorders of eyelid,"['''congenital malformations of eyelidQ10.0-Q10.3''','''Other disorders of eyelid''']"
ICD10:H02.0,"[""""""ICD10:H02.0""""""]",Entropion and trichiasis of eyelid,['''Entropion and trichiasis of eyelid''']
ICD10:H02.1,"[""""""ICD10:H02.1""""""]",Ectropion of eyelid,['''Ectropion of eyelid''']
ICD10:H02.2,"[""""""ICD10:H02.2""""""]",Lagophthalmos,['''Lagophthalmos''']
ICD10:H02.3,"[""""""ICD10:H02.3""""""]",Blepharochalasis,['''Blepharochalasis''']
ICD10:H02.4,"[""""""ICD10:H02.4""""""]",Ptosis of eyelid,['''Ptosis of eyelid''']
ICD10:H02.5,"[""""""ICD10:H02.5""""""]",Other disorders affecting eyelid function,"['''blepharospasmG24.5''','''tic (psychogenic)F95.-''','''Blepharophimosis''','''tic (psychogenic) organicG25.6''','''Ankyloblepharon''','''Other disorders affecting eyelid function''','''Lid retraction''']"
ICD10:H02.6,"[""""""ICD10:H02.6""""""]",Xanthelasma of eyelid,['''Xanthelasma of eyelid''']
ICD10:H02.7,"[""""""ICD10:H02.7""""""]",Other degenerative disorders of eyelid and periocular area,"['''Other degenerative disorders of eyelid and periocular area''','''Chloasma of eyelid''','''Vitiligo of eyelid''','''Madarosis of eyelid''']"
ICD10:H02.8,"[""""""ICD10:H02.8""""""]",Other specified disorders of eyelid,"['''Other specified disorders of eyelid''','''Hypertrichosis of eyelid''','''Retained foreign body in eyelid''']"
ICD10:H02.9,"[""""""ICD10:H02.9""""""]","Disorder of eyelid, unspecified","['''Disorder of eyelid, unspecified''']"
ICD10:H03,"[""""""ICD10:H03""""""]",Disorders of eyelid in diseases classified elsewhere,['''Disorders of eyelid in diseases classified elsewhere''']
ICD10:H03.0,"[""""""ICD10:H03.0""""""]",Parasitic infestation of eyelid in diseases classified elsewhere,"['''Parasitic infestation of eyelid in: phthiriasisB85.3''','''Parasitic infestation of eyelid in: loiasisB74.3''','''Dermatitis of eyelid due to Demodex speciesB88.0''','''Parasitic infestation of eyelid in: onchocerciasisB73''','''Parasitic infestation of eyelid in: leishmaniasisB55.-''','''Parasitic infestation of eyelid in diseases classified elsewhere''']"
ICD10:H03.1,"[""""""ICD10:H03.1""""""]",Involvement of eyelid in other infectious diseases classified elsewhere,"['''Involvement of eyelid in: zosterB02.3''','''Involvement of eyelid in: leprosyA30.-''','''Involvement of eyelid in: molluscum contagiosumB08.1''','''Involvement of eyelid in other infectious diseases classified elsewhere''','''Involvement of eyelid in: yawsA66.-''','''Involvement of eyelid in: herpesviral [herpes simplex] infectionB00.5''']"
ICD10:H03.8,"[""""""ICD10:H03.8""""""]",Involvement of eyelid in other diseases classified elsewhere,"['''Involvement of eyelid in impetigoL01.0''','''Involvement of eyelid in other diseases classified elsewhere''']"
ICD10:H04,"[""""""ICD10:H04""""""]",Disorders of lacrimal system,"['''congenital malformations of lacrimal systemQ10.4-Q10.6''','''Disorders of lacrimal system''']"
ICD10:H04.0,"[""""""ICD10:H04.0""""""]",Dacryoadenitis,"['''Dacryoadenitis''','''Chronic enlargement of lacrimal gland''']"
ICD10:H04.1,"[""""""ICD10:H04.1""""""]",Other disorders of lacrimal gland,"['''Other disorders of lacrimal gland''','''Lacrimal: gland atrophy''','''Dacryops''','''Lacrimal: cyst''','''Dry eye syndrome''']"
ICD10:H04.2,"[""""""ICD10:H04.2""""""]",Epiphora,['''Epiphora''']
ICD10:H04.3,"[""""""ICD10:H04.3""""""]",Acute and unspecified inflammation of lacrimal passages,"['''Lacrimal canaliculitis acute, subacute or unspecified''','''Dacryopericystitis acute, subacute or unspecified''','''Dacryocystitis (phlegmonous) acute, subacute or unspecified''','''neonatal dacryocystitisP39.1''','''Acute and unspecified inflammation of lacrimal passages''']"
ICD10:H04.4,"[""""""ICD10:H04.4""""""]",Chronic inflammation of lacrimal passages,"['''Dacryocystitis chronic''','''Lacrimal: mucocele chronic''','''Lacrimal: canaliculitis chronic''','''Chronic inflammation of lacrimal passages''']"
ICD10:H04.5,"[""""""ICD10:H04.5""""""]",Stenosis and insufficiency of lacrimal passages,"['''Eversion of lacrimal punctum''','''Stenosis of lacrimal: canaliculi''','''Stenosis of lacrimal: duct''','''Stenosis and insufficiency of lacrimal passages''','''Dacryolith''','''Stenosis of lacrimal: sac''']"
ICD10:H04.6,"[""""""ICD10:H04.6""""""]",Other changes in lacrimal passages,"['''Lacrimal fistula''','''Other changes in lacrimal passages''']"
ICD10:H04.8,"[""""""ICD10:H04.8""""""]",Other disorders of lacrimal system,['''Other disorders of lacrimal system''']
ICD10:H04.9,"[""""""ICD10:H04.9""""""]","Disorder of lacrimal system, unspecified","['''Disorder of lacrimal system, unspecified''']"
ICD10:H05,"[""""""ICD10:H05""""""]",Disorders of orbit,"['''congenital malformation of orbitQ10.7''','''Disorders of orbit''']"
ICD10:H05.0,"[""""""ICD10:H05.0""""""]",Acute inflammation of orbit,"['''Tenonitis''','''Osteomyelitis of orbit''','''Acute inflammation of orbit''','''Cellulitis of orbit''','''Abscess of orbit''','''Periostitis of orbit''']"
ICD10:H05.1,"[""""""ICD10:H05.1""""""]",Chronic inflammatory disorders of orbit,"['''Chronic inflammatory disorders of orbit''','''Granuloma of orbit''']"
ICD10:H05.2,"[""""""ICD10:H05.2""""""]",Exophthalmic conditions,"['''Exophthalmic conditions''','''Haemorrhage of orbit''','''Displacement of globe (lateral) NOS''','''Oedema of orbit''']"
ICD10:H05.3,"[""""""ICD10:H05.3""""""]",Deformity of orbit,"['''Exostosis of orbit''','''Deformity of orbit''','''Atrophy of orbit''']"
ICD10:H05.4,"[""""""ICD10:H05.4""""""]",Enophthalmos,['''Enophthalmos''']
ICD10:H05.5,"[""""""ICD10:H05.5""""""]",Retained (old) foreign body following penetrating wound of orbit,"['''Retained (old) foreign body following penetrating wound of orbit''','''Retrobulbar foreign body''']"
ICD10:H05.8,"[""""""ICD10:H05.8""""""]",Other disorders of orbit,"['''Cyst of orbit''','''Other disorders of orbit''']"
ICD10:H05.9,"[""""""ICD10:H05.9""""""]","Disorder of orbit, unspecified","['''Disorder of orbit, unspecified''']"
ICD10:H06,"[""""""ICD10:H06""""""]",Disorders of lacrimal system and orbit in diseases classified elsewhere,['''Disorders of lacrimal system and orbit in diseases classified elsewhere''']
ICD10:H06.0,"[""""""ICD10:H06.0""""""]",Disorders of lacrimal system in diseases classified elsewhere,['''Disorders of lacrimal system in diseases classified elsewhere''']
ICD10:H06.1,"[""""""ICD10:H06.1""""""]",Parasitic infestation of orbit in diseases classified elsewhere,"['''Echinococcus infection of orbitB67.-''','''Parasitic infestation of orbit in diseases classified elsewhere''','''Myiasis of orbitB87.2''']"
ICD10:H06.2,"[""""""ICD10:H06.2""""""]",Dysthyroid exophthalmosE05.-,['''Dysthyroid exophthalmosE05.-''']
ICD10:H06.3,"[""""""ICD10:H06.3""""""]",Other disorders of orbit in diseases classified elsewhere,['''Other disorders of orbit in diseases classified elsewhere''']
ICD10:H10,"[""""""ICD10:H10""""""]",Conjunctivitis,"['''keratoconjunctivitisH16.2''','''Conjunctivitis''']"
ICD10:H10.0,"[""""""ICD10:H10.0""""""]",Mucopurulent conjunctivitis,['''Mucopurulent conjunctivitis''']
ICD10:H10.1,"[""""""ICD10:H10.1""""""]",Acute atopic conjunctivitis,['''Acute atopic conjunctivitis''']
ICD10:H10.2,"[""""""ICD10:H10.2""""""]",Other acute conjunctivitis,['''Other acute conjunctivitis''']
ICD10:H10.3,"[""""""ICD10:H10.3""""""]","Acute conjunctivitis, unspecified","['''Acute conjunctivitis, unspecified''','''ophthalmia neonatorum NOSP39.1''']"
ICD10:H10.4,"[""""""ICD10:H10.4""""""]",Chronic conjunctivitis,['''Chronic conjunctivitis''']
ICD10:H10.5,"[""""""ICD10:H10.5""""""]",Blepharoconjunctivitis,['''Blepharoconjunctivitis''']
ICD10:H10.8,"[""""""ICD10:H10.8""""""]",Other conjunctivitis,['''Other conjunctivitis''']
ICD10:H10.9,"[""""""ICD10:H10.9""""""]","Conjunctivitis, unspecified","['''Conjunctivitis, unspecified''']"
ICD10:H11,"[""""""ICD10:H11""""""]",Other disorders of conjunctiva,"['''Other disorders of conjunctiva''','''keratoconjunctivitisH16.2''']"
ICD10:H11.0,"[""""""ICD10:H11.0""""""]",Pterygium,"['''Pterygium''','''pseudopterygiumH11.8''']"
ICD10:H11.1,"[""""""ICD10:H11.1""""""]",Conjunctival degenerations and deposits,"['''Conjunctival: pigmentation''','''Conjunctival: argyrosis [argyria]''','''Conjunctival: xerosis NOS''','''Conjunctival degenerations and deposits''','''Conjunctival: concretions''']"
ICD10:H11.2,"[""""""ICD10:H11.2""""""]",Conjunctival scars,"['''Conjunctival scars''','''Symblepharon''']"
ICD10:H11.3,"[""""""ICD10:H11.3""""""]",Conjunctival haemorrhage,"['''Conjunctival haemorrhage''','''Subconjunctival haemorrhage''']"
ICD10:H11.4,"[""""""ICD10:H11.4""""""]",Other conjunctival vascular disorders and cysts,"['''Conjunctival: oedema''','''Conjunctival: hyperaemia''','''Conjunctival: aneurysm''','''Other conjunctival vascular disorders and cysts''']"
ICD10:H11.8,"[""""""ICD10:H11.8""""""]",Other specified disorders of conjunctiva,"['''Pseudopterygium''','''Other specified disorders of conjunctiva''']"
ICD10:H11.9,"[""""""ICD10:H11.9""""""]","Disorder of conjunctiva, unspecified","['''Disorder of conjunctiva, unspecified''']"
ICD10:H13,"[""""""ICD10:H13""""""]",Disorders of conjunctiva in diseases classified elsewhere,['''Disorders of conjunctiva in diseases classified elsewhere''']
ICD10:H13.0,"[""""""ICD10:H13.0""""""]",Filarial infection of conjunctivaB74.-,['''Filarial infection of conjunctivaB74.-''']
ICD10:H13.1,"[""""""ICD10:H13.1""""""]",Conjunctivitis in infectious and parasitic diseases classified elsewhere,"['''Conjunctivitis (due to): AcanthamoebaB60.1''','''Conjunctivitis (due to): diphtheriticA36.8''','''Conjunctivitis (due to): haemorrhagic (acute)(epidemic)B30.3''','''Conjunctivitis (due to): NewcastleB30.8''','''Conjunctivitis (due to): chlamydialA74.0''','''Conjunctivitis (due to): zosterB02.3''']"
ICD10:H13.2,"[""""""ICD10:H13.2""""""]",Conjunctivitis in other diseases classified elsewhere,['''Conjunctivitis in other diseases classified elsewhere''']
ICD10:H13.3,"[""""""ICD10:H13.3""""""]",Ocular pemphigoidL12.-,['''Ocular pemphigoidL12.-''']
ICD10:H13.8,"[""""""ICD10:H13.8""""""]",Other disorders of conjunctiva in diseases classified elsewhere,['''Other disorders of conjunctiva in diseases classified elsewhere''']
ICD10:H15,"[""""""ICD10:H15""""""]",Disorders of sclera,['''Disorders of sclera''']
ICD10:H15.0,"[""""""ICD10:H15.0""""""]",Scleritis,['''Scleritis''']
ICD10:H15.1,"[""""""ICD10:H15.1""""""]",Episcleritis,['''Episcleritis''']
ICD10:H15.8,"[""""""ICD10:H15.8""""""]",Other disorders of sclera,"['''degenerative myopiaH44.2''','''Equatorial staphyloma''','''Other disorders of sclera''','''Scleral ectasia''']"
ICD10:H15.9,"[""""""ICD10:H15.9""""""]","Disorder of sclera, unspecified","['''Disorder of sclera, unspecified''']"
ICD10:H16,"[""""""ICD10:H16""""""]",Keratitis,['''Keratitis''']
ICD10:H16.0,"[""""""ICD10:H16.0""""""]",Corneal ulcer,"['''Ulcer: Mooren''','''Ulcer: corneal: perforated''','''Ulcer: corneal: NOS''','''Corneal ulcer''','''Ulcer: corneal: marginal''','''Ulcer: corneal: central''']"
