List,Syns
"[1, 0]","[['omega-Conotoxins', 'omega-Conotoxin'], ['Other paralytic strabismus']]"
"[6, 3, 1, 0]","[['Liver, unspecified'], ['Polyphenols', 'Provinols'], ['Injury of liver'], ['Liver Regeneration'], ['Other injury of liver'], ['liver fibroma', 'Fibroma of the Liver'], ['Cranial Irradiation']]"
[2],"[['Capillary Resistance'], ['Kanamycin Resistance'], ['Licensures, Nursing', 'Nursing Licensures', 'Licensure, Nursing', 'Nursing Licensure']]"
[8],"[['corneal disease'], ['Obstructive hydrocephalus'], ['Obstructive hydrocephalus'], [""Mooren's corneal ulcer""], ['corneal ulcer'], ['Corneal Diseases'], ['Corneal ulcer'], ['obstructive hydrocephalus'], ['thioether product']]"
[1],"[['Other pulmonary aspergillosis'], ['Streptococcus bovis'], ['Valves, Pulmonary', 'Pulmonary Valves', 'Pulmonary Valve', 'Valve, Pulmonary'], ['Other pulmonary aspergillosis'], ['Pulmonary valve disorders in diseases classified elsewhere'], ['pulmonary valve disease', 'pulmonary valve disorder']]"
[5],"[['Diseases of capillaries'], ['Other diseases of capillaries'], ['Crop, Avian'], ['Carbuncle of neck'], ['Diseases of capillaries'], ['Crop Protection'], ['Other diseases of capillaries'], ['capillary disease', 'disease of capillaries'], ['Anaemia of prematurity'], ['Crops, Agricultural', 'Agricultural Crops']]"
[1],"[['Prostaglandin analogues'], ['Endodontic underfill'], ['Prostaglandin analogues']]"
"[3, 0]","[['Sialoadenitis NOS'], ['Costochondritis NOS'], ['Echinococcus NOS'], ['Neurofibromas', 'Neurofibroma, NOS', 'Neurofibroma']]"
[2],"[['Experimental Psychology', 'Psychology, Experimental'], ['Existential Psychology', 'Existentialism', 'Psychology, Existential'], ['Psychologic vaginismus'], ['Psychology, Applied', 'Applied Psychology']]"
[2],"[['Antibiotics and corticosteroids'], ['Antibiotics and corticosteroids'], ['Chloroplast Genome', 'Genome, Chloroplast']]"
[1],"[['Estrogen excess'], ['Predatory Behavior'], ['Estrogen excess'], ['Convergence excess']]"
"[1, 0]","[['Hypobaropathy NOS'], ['Volvulus NOS']]"
"[1, 0]","[['Cholera', 'Cholera NOS', 'Choleras'], ['Pneumoconiosis NOS']]"
"[1, 0]","[['Process, Nursing', 'Nursing Process'], ['Nursing, Holistic', 'Holistic Nursing']]"
[3],"[['Scleral ectasia, left eye'], ['Scleral ectasia, right eye'], ['Paresis of accommodation, right eye'], ['Eye Manifestations']]"
"[1, 0]","[['micropapillomatosis labialis'], ['Fatigue, Mental', 'Mental Fatigue']]"
"[1, 0]","[['Initiator Caspases', 'Caspases, Initiator'], ['Underdosing of opium']]"
"[1, 0]","[['Enterovirus Infections', 'Infections, Enterovirus'], ['Other spirochetal infections']]"
[1],"[['Obstetrical tetanus'], ['platelet reactivity'], ['Obstetrical tetanus']]"
"[1, 0]","[['Health Behavior'], ['Isotype Switching', 'Immunoglobulin Class Switching', 'Class Switching']]"
"[1, 0]","[['Infections, Rhabdoviridae', 'Rhabdoviridae Infections'], ['Enterobacteriaceae Infections']]"
"[1, 0]","[['Epididymitis NOS'], ['Sialolithiasis NOS']]"
[1],"[['Other specified hyperalimentation'], ['obsolete metastatic endometrioid carcinoma'], ['Other specified hyperalimentation']]"
"[1, 0]","[[""Reiter's disease, shoulder""], ['anthrax disease']]"
[4],"[['Orbital Diseases'], ['Resistance, Disease', 'Disease Resistance'], ['thalamic disease'], ['Monkey Diseases'], ['Lassa virus'], ['orbital disease']]"
[2],"[['Atresia of bile ducts'], ['Atresia of bile ducts'], ['Bile Duct Diseases']]"
"[1, 0]","[['Cutis Marmorata', 'obsolete cutis marmorata', 'Cutis marmorata (disorder)'], ['Obsessive-compulsive behavior', 'obsessive-compulsive disorder']]"
[3],"[['Lactose intolerance'], ['Lactose intolerance'], ['Other lactose intolerance'], ['Paranoid Behavior'], ['Other lactose intolerance']]"
[0],"[['Idiopathic gout, right wrist'], ['Typhoid vaccines'], ['Typhoid vaccines']]"
"[1, 0]","[['Trachomas', 'Trachoma', 'Trachoma, NOS'], ['Injury of abdominal aorta', 'injury of aorta NOS']]"
[1],"[['Skin and Connective Tissue Diseases'], ['obsolete hemopoetic tissue disease'], ['Skin and Connective Tissue Diseases']]"
[0],"[['Calcium Ionophores'], ['Anxiety disorder', 'Anxiety Disorders'], ['Other anxiety disorders']]"
[1],"[['barium sulfate'], ['Secondary dysmenorrhoea'], ['penbutolol', 'Penbutolol sulfate'], ['barium sulfate'], ['acetaminophen sulfate'], ['penbutolol', 'Penbutolol sulfate']]"
[1],"[['liver extract'], ['Microsomes, Liver', 'Liver Microsomes'], ['liver extract']]"
[2],"[['Liver therapy'], ['Liver therapy'], ['Cirrhosis', 'liver cirrhosis', 'cirrhosis of liver']]"
[2],"[['NS-398'], ['NS-398'], ['Superficial frostbite']]"
"[1, 0]","[['obsolete childhood liver neoplasm'], ['Occult carcinoma of the lung', 'obsolete lung occult carcinoma', 'occult carcinoma of lung']]"
