id,ids,name,syn
DOID:110199,"[""""""DOID:110199"""""",""""""ICD10CM:G60.0"""""",""""""OMIM:608323"""""",""""""ORDO:100045""""""]",Charcot-Marie-Tooth disease dominant intermediate C,"[""""""Charcot-Marie-Tooth disease dominant intermediate C"""""",""""""Charcot-Marie-Tooth neuropathy dominant intermediate C"""""",""""""autosomal dominant intermediate Charcot-Marie-Tooth disease type C"""""",""""""DI-CMTC"""""",""""""CMTDIC""""""]"
DOID:110200,"[""""""ORDO:100046"""""",""""""ICD10CM:G60.0"""""",""""""OMIM:607791"""""",""""""DOID:110200""""""]",Charcot-Marie-Tooth disease dominant intermediate D,"[""""""DI-CMTD"""""",""""""CMTDID"""""",""""""Charcot-Marie-Tooth disease dominant intermediate D"""""",""""""Charcot-Marie-Tooth neuropathy dominant intermediate D"""""",""""""autosomal dominant intermediate Charcot-Marie-Tooth disease type D""""""]"
DOID:110201,"[""""""DOID:110201"""""",""""""ORDO:217055"""""",""""""OMIM:608340""""""]",Charcot-Marie-Tooth disease recessive intermediate A,"[""""""RI-CMTA"""""",""""""autosomal recessive intermediate Charcot-Marie-Tooth disease type A"""""",""""""CMTRIA"""""",""""""Charcot-Marie-Tooth disease recessive intermediate A"""""",""""""Charcot-Marie-Tooth neuropathy recessive intermediate A""""""]"
DOID:110202,"[""""""DOID:110202"""""",""""""ICD10CM:G60.0"""""",""""""ORDO:100043"""""",""""""OMIM:606483""""""]",Charcot-Marie-Tooth disease dominant intermediate A,"[""""""autosomal dominant intermediate Charcot-Marie-Tooth disease type A"""""",""""""CMTDIA"""""",""""""DI-CMTA"""""",""""""Charcot-Marie-Tooth disease dominant intermediate A"""""",""""""Charcot-Marie-Tooth neuropathy dominant intermediate A""""""]"
DOID:110203,"[""""""ICD10CM:G60.0"""""",""""""OMIM:616039"""""",""""""ORDO:435998"""""",""""""DOID:110203""""""]",Charcot-Marie-Tooth disease recessive intermediate D,"[""""""RI-CMT type D"""""",""""""Charcot-Marie-Tooth disease recessive intermediate D"""""",""""""autosomal recessive intermediate Charcot-Marie-Tooth disease type D"""""",""""""CMTRID""""""]"
DOID:110204,"[""""""ICD10CM:G60.0"""""",""""""ORDO:254334"""""",""""""DOID:110204"""""",""""""OMIM:613641""""""]",Charcot-Marie-Tooth disease recessive intermediate B,"[""""""Charcot-Marie-Tooth neuropathy recessive intermediate B"""""",""""""autosomal recessive intermediate Charcot-Marie-Tooth disease type B"""""",""""""RI-CMTB"""""",""""""Charcot-Marie-Tooth disease recessive intermediate B"""""",""""""CMTRIB""""""]"
DOID:110205,"[""""""ICD10CM:G60.0"""""",""""""OMIM:614455"""""",""""""ORDO:93114"""""",""""""DOID:110205""""""]",Charcot-Marie-Tooth disease dominant intermediate E,"[""""""Charcot-Marie-Tooth disease dominant intermediate E"""""",""""""Charcot-Marie-Tooth disease-nephropathy syndrome"""""",""""""Charcot-Marie-Tooth neuropathy with focal segmental glomerulonephritis"""""",""""""autosomal dominant intermediate Charcot-Marie-Tooth disease type E"""""",""""""CMTDIE""""""]"
DOID:110206,"[""""""ICD10CM:G60.0"""""",""""""ORDO:352670"""""",""""""OMIM:615185"""""",""""""DOID:110206""""""]",Charcot-Marie-Tooth disease dominant intermediate F,"[""""""CMTDIF"""""",""""""Charcot-Marie-Tooth disease dominant intermediate F"""""",""""""autosomal dominant intermediate Charcot-Marie-Tooth disease type F""""""]"
DOID:110207,"[""""""ICD10CM:G60.0"""""",""""""ORDO:352675"""""",""""""OMIM:300905"""""",""""""DOID:110207""""""]",Charcot-Marie-Tooth disease X-linked dominant 6,"[""""""X-linked Charcot-Marie-Tooth disease type 6"""""",""""""CMTX6"""""",""""""Charcot-Marie-Tooth disease X-linked dominant 6"""""",""""""CMT6X"""""",""""""Charcot-Marie-Tooth neuropathy X-linked dominant 6""""""]"
DOID:110208,"[""""""ICD10CM:G60.0"""""",""""""OMIM:302801"""""",""""""DOID:110208"""""",""""""ORDO:101076""""""]",Charcot-Marie-Tooth disease X-linked recessive 2,"[""""""CMTX2"""""",""""""X-linked Charcot-Marie-Tooth disease type 2"""""",""""""Charcot-Marie-Tooth neuropathy X-linked recessive 2"""""",""""""Charcot-Marie-Tooth disease X-linked recessive 2""""""]"
DOID:110209,"[""""""ICD10CM:G60.0"""""",""""""DOID:110209"""""",""""""OMIM:302800"""""",""""""ORDO:101075""""""]",Charcot-Marie-Tooth disease X-linked dominant 1,"[""""""CMTX1"""""",""""""Charcot-Marie-Tooth neuropathy X-linked dominant 1"""""",""""""CMT1X"""""",""""""X-linked Charcot-Marie-Tooth disease type 1"""""",""""""Charcot-Marie-Tooth disease X-linked dominant 1""""""]"
DOID:110210,"[""""""ICD10CM:G60.0"""""",""""""ORDO:99014"""""",""""""DOID:110210"""""",""""""OMIM:311070""""""]",Charcot-Marie-Tooth disease X-linked recessive 5,"[""""""CMT5X"""""",""""""Charcot-Marie-Tooth disease X-linked recessive 5"""""",""""""Rosenberg-Chutorian syndrome"""""",""""""Charcot-Marie-Tooth neuropathy X-linked recessive 5"""""",""""""CMTX5""""""]"
DOID:110211,"[""""""ICD10CM:G60.0"""""",""""""DOID:110211"""""",""""""OMIM:302802"""""",""""""ORDO:101077""""""]",Charcot-Marie-Tooth disease X-linked recessive 3,"[""""""Charcot-Marie-Tooth disease X-linked recessive 3"""""",""""""CMT3X"""""",""""""X-linked Charcot-Marie-Tooth disease type 3"""""",""""""Charcot-Marie-Tooth neuropathy X-linked recessive 3"""""",""""""CMTX3""""""]"
DOID:110212,"[""""""ORDO:101078"""""",""""""ICD10CM:G60.0"""""",""""""OMIM:310490"""""",""""""DOID:110212""""""]",Charcot-Marie-Tooth disease X-linked recessive 4,"[""""""Charcot-Marie-Tooth disease with deafness and mental retardation"""""",""""""Charcot-Marie-Tooth disease X-linked recessive 4"""""",""""""CMT4X"""""",""""""Cowchock syndrome"""""",""""""CMTX4""""""]"
DOID:110213,"[""""""ORDO:2014"""""",""""""ICD10CM:Q35.7"""""",""""""DOID:110213"""""",""""""ICD10CM:Q35.9"""""",""""""ICD10CM:Q35.1"""""",""""""OMIM:119540"""""",""""""ICD10CM:Q35.3"""""",""""""ICD10CM:Q35.5""""""]",isolated cleft palate,"[""""""isolated cleft palate""""""]"
DOID:110214,"[""""""DOID:110214"""""",""""""OMIM:119570"""""",""""""ICD10CM:Q35.3"""""",""""""ORDO:99772""""""]",cleft soft palate,"[""""""soft cleft palate"""""",""""""cleft velum palatinum"""""",""""""cleft velum"""""",""""""cleft soft palate""""""]"
DOID:110215,"[""""""OMIM:604537"""""",""""""DOID:110215"""""",""""""ICD10CM:H35.5""""""]",Leber congenital amaurosis 5,"[""""""Leber congenital amaurosis 5"""""",""""""LCA5""""""]"
DOID:110216,"[""""""DOID:110216"""""",""""""OMIM:613837"""""",""""""ICD10CM:H35.5""""""]",Leber congenital amaurosis 11,"[""""""LCA11"""""",""""""Leber congenital amaurosis 11""""""]"
DOID:110217,"[""""""OMIM:615360"""""",""""""DOID:110217"""""",""""""ICD10CM:H35.5""""""]",Leber congenital amaurosis 17,"[""""""LCA17"""""",""""""Leber congenital amaurosis 17""""""]"
DOID:110218,"[""""""DOID:110218"""""",""""""ICD10CM:I49.8"""""",""""""OMIM:601144""""""]",Brugada syndrome 1,"[""""""BRGDA1"""""",""""""Brugada syndrome 1""""""]"
DOID:110219,"[""""""DOID:110219"""""",""""""ICD10CM:I49.8"""""",""""""OMIM:611777""""""]",Brugada syndrome 2,"[""""""BRGDA2"""""",""""""Brugada syndrome 2""""""]"
DOID:110220,"[""""""GARD:10361"""""",""""""ICD10CM:I49.8"""""",""""""OMIM:611875"""""",""""""DOID:110220""""""]",Brugada syndrome 3,"[""""""Brugada syndrome 3"""""",""""""BRGDA3""""""]"
DOID:110221,"[""""""DOID:110221"""""",""""""ICD10CM:I49.8"""""",""""""OMIM:611876"""""",""""""GARD:10362""""""]",Brugada syndrome 4,"[""""""BRGDA4"""""",""""""Brugada syndrome 4""""""]"
DOID:110222,"[""""""OMIM:612838"""""",""""""DOID:110222"""""",""""""ICD10CM:I49.8""""""]",Brugada syndrome 5,"[""""""Brugada syndrome 5"""""",""""""BRGDA5""""""]"
DOID:110223,"[""""""DOID:110223"""""",""""""ICD10CM:I49.8"""""",""""""OMIM:613119""""""]",Brugada syndrome 6,"[""""""Brugada syndrome 6"""""",""""""BRGDA6""""""]"
DOID:110224,"[""""""DOID:110224"""""",""""""ICD10CM:I49.8"""""",""""""OMIM:613120""""""]",Brugada syndrome 7,"[""""""BRGDA7"""""",""""""Brugada syndrome 7""""""]"
DOID:110225,"[""""""DOID:110225"""""",""""""ICD10CM:I49.8"""""",""""""OMIM:613123""""""]",Brugada syndrome 8,"[""""""Brugada syndrome 8"""""",""""""BRGDA8""""""]"
DOID:110226,"[""""""DOID:110226"""""",""""""ICD10CM:I49.8"""""",""""""OMIM:616399""""""]",Brugada syndrome 9,"[""""""Brugada syndrome 9"""""",""""""BRGDA9""""""]"
DOID:110227,"[""""""ICD10CM:Q12.0"""""",""""""OMIM:115650"""""",""""""DOID:110227""""""]",cataract 32 multiple types,"[""""""cataract 32 multiple types"""""",""""""CTAA1"""""",""""""anterior polar cataract 1"""""",""""""CTPP5"""""",""""""CTRCT32""""""]"
DOID:110228,"[""""""ICD10CM:Q12.0"""""",""""""OMIM:115665"""""",""""""DOID:110228""""""]",cataract 8 multiple types,"[""""""cataract 8 multiple types"""""",""""""CCV"""""",""""""cataract, congenital, Volkmann type"""""",""""""CTRCT8""""""]"
DOID:110229,"[""""""ICD10CM:Q12.0"""""",""""""DOID:110229"""""",""""""OMIM:116600""""""]",cataract 6 multiple types,"[""""""age related cortical cataract 2"""""",""""""CTRCT6"""""",""""""CTPP1"""""",""""""ARCC2"""""",""""""cataract 6 multiple types""""""]"
DOID:110230,"[""""""ICD10CM:Q12.0"""""",""""""DOID:110230"""""",""""""OMIM:612968""""""]",cataract 34 multiple types,"[""""""cataract 34 multiple types with or without microcornea"""""",""""""cataract 34 multiple types"""""",""""""autosomal recessive congenital cataract 3"""""",""""""CATC3"""""",""""""CTRCT34""""""]"
DOID:110231,"[""""""ICD10CM:Q12.0"""""",""""""OMIM:116200"""""",""""""DOID:110231""""""]",cataract 1 multiple types,"[""""""Duffy linked cataract"""""",""""""CAE1"""""",""""""CTRCT1"""""",""""""cataract 1 multiple types"""""",""""""CZP1""""""]"
DOID:110232,"[""""""DOID:110232"""""",""""""ICD10CM:Q12.0"""""",""""""OMIM:115800"""""",""""""ORDO:98990""""""]",cataract 29,"[""""""cataract 29"""""",""""""cataract 29 coralliform""""""]"
DOID:110233,"[""""""ICD10CM:Q12.0"""""",""""""DOID:110233"""""",""""""OMIM:607304""""""]",cataract 27,"[""""""CTRCT27"""""",""""""cataract 27"""""",""""""cataract 27 nuclear progressive""""""]"
DOID:110234,"[""""""ICD10CM:Q12.0"""""",""""""OMIM:115700"""""",""""""DOID:110234""""""]",cataract 4 multiple types,"[""""""CCA3"""""",""""""CTRCT4"""""",""""""cataract 4 multiple types"""""",""""""cataract 4 multiple types with or without microcornea"""""",""""""congenital cataract cerulean type 3""""""]"
DOID:110235,"[""""""ICD10CM:Q12.0"""""",""""""OMIM:604307"""""",""""""DOID:110235""""""]",cataract 2 multiple types,"[""""""cataract 2 multiple types"""""",""""""cataract 2 multiple types with or without microcornea"""""",""""""CTRCT2""""""]"
DOID:110236,"[""""""ICD10CM:Q12.0"""""",""""""OMIM:615188"""""",""""""DOID:110236""""""]",cataract 39 multiple types,"[""""""cataract 39 multiple types"""""",""""""CTRCT39"""""",""""""autosomal dominant cataract 39 multiple types""""""]"
DOID:110237,"[""""""ICD10CM:Q12.0"""""",""""""OMIM:115900"""""",""""""DOID:110237""""""]",cataract 42,"[""""""CTRCT42"""""",""""""cataract 42"""""",""""""A cataract that has_material_basis_in heterozygous mutation in the CRYBA2 gene on chromosome 2q35.""""""]"
DOID:110238,"[""""""ICD10CM:Q12.0"""""",""""""DOID:110238"""""",""""""OMIM:610019""""""]",cataract 18,"[""""""CTRCT18"""""",""""""cataract 18"""""",""""""cataract 18 autosomal recessive"""""",""""""autosomal recessive congenital cataract 2"""""",""""""CATC2""""""]"
DOID:110239,"[""""""ICD10CM:Q12.0"""""",""""""OMIM:611597"""""",""""""DOID:110239""""""]",cataract 12 multiple types,"[""""""cataract 12 multiple types"""""",""""""CTRCT12""""""]"
DOID:110240,"[""""""ICD10CM:Q12.0"""""",""""""DOID:110240"""""",""""""OMIM:116100""""""]",cataract 20 multiple types,"[""""""cataract 20 multiple types"""""",""""""CTRCT20""""""]"
DOID:110241,"[""""""ICD10CM:Q12.0"""""",""""""OMIM:116400"""""",""""""DOID:110241""""""]",cataract 41,"[""""""CTRCT41"""""",""""""congenital nuclear type cataract 41"""""",""""""cataract 41""""""]"
DOID:110242,"[""""""ICD10CM:Q12.0"""""",""""""DOID:110242"""""",""""""OMIM:116700""""""]",cataract 13 with adult i phenotype,"[""""""cataract 13 with adult i phenotype"""""",""""""CTRCT13""""""]"
DOID:110243,"[""""""ICD10CM:Q12.0"""""",""""""OMIM:212500"""""",""""""DOID:110243""""""]",cataract 46 juvenile-onset,"[""""""cataract 46 juvenile-onset"""""",""""""juvenilae cataract Hutterite type"""""",""""""CTRCT46""""""]"
DOID:110244,"[""""""OMIM:609026"""""",""""""DOID:110244""""""]",cataract 28,"[""""""CTRCT28"""""",""""""ARCC1"""""",""""""cataract 28"""""",""""""age-related cortical cataract 1""""""]"
DOID:110245,"[""""""DOID:110245"""""",""""""OMIM:614691"""""",""""""ICD10CM:Q12.0""""""]",cataract 38,"[""""""CTRCT38"""""",""""""cataract 38"""""",""""""CATC5"""""",""""""autosomal recessive congenital cataract 5""""""]"
DOID:110246,"[""""""ICD10CM:Q12.0"""""",""""""OMIM:605749"""""",""""""DOID:110246""""""]",cataract 26 multiple types,"[""""""cataract 26 multiple types"""""",""""""CTRCT26""""""]"
DOID:110247,"[""""""DOID:110247"""""",""""""OMIM:613887""""""]",cataract 36,"[""""""autosomal recessive congenital cataract 4"""""",""""""CTRCT36"""""",""""""cataract 36"""""",""""""CATC4""""""]"
DOID:110248,"[""""""OMIM:116300"""""",""""""DOID:110248"""""",""""""ORDO:98984"""""",""""""ICD10CM:Q12.0""""""]",cataract 30,"[""""""CTRCT30"""""",""""""Dusty cataract"""""",""""""cataract 30"""""",""""""cataract Coppock-like"""""",""""""cataract 30 pulverulent""""""]"
DOID:110249,"[""""""ICD10CM:Q12.0"""""",""""""OMIM:610623"""""",""""""DOID:110249""""""]",cataract 11 multiple types,"[""""""CTRCT11"""""",""""""CTPP4"""""",""""""CPP4"""""",""""""posterior polar cataract 4"""""",""""""cataract 11 multiple types""""""]"
DOID:110250,"[""""""ICD10CM:Q12.0"""""",""""""DOID:110250"""""",""""""OMIM:613763""""""]",cataract 16 multiple types,"[""""""CTPP2"""""",""""""posterior polar cataract 2"""""",""""""CTRCT16"""""",""""""cataract 16 multiple types""""""]"
DOID:110251,"[""""""DOID:110251"""""",""""""OMIM:615274"""""",""""""ICD10CM:Q12.0""""""]",cataract 15 multiple types,"[""""""cataract 15 multiple types"""""",""""""CTRCT15""""""]"
DOID:110252,"[""""""ICD10CM:Q12.0"""""",""""""OMIM:614422"""""",""""""DOID:110252""""""]",cataract 37,"[""""""congenital cataract cerulean type 5"""""",""""""CCA5"""""",""""""cataract 37"""""",""""""CTRCT37""""""]"
DOID:110253,"[""""""ICD10CM:Q12.0"""""",""""""OMIM:601885"""""",""""""DOID:110253""""""]",cataract 14 multiple types,"[""""""CTRCT14"""""",""""""zonular pulverulent cataract 3"""""",""""""CAE3"""""",""""""cataract 14 multiple types"""""",""""""CZP3""""""]"
DOID:110254,"[""""""DOID:110254"""""",""""""ORDO:98985"""""",""""""OMIM:605728"""""",""""""ICD10CM:Q12.0""""""]",cataract 25,"[""""""cataract 25"""""",""""""CTRCT25"""""",""""""central saccular cataract with sutural opacities"""""",""""""CCSSO"""""",""""""central pouch-like cataract with sutural opacities""""""]"
DOID:110255,"[""""""ICD10CM:Q12.0"""""",""""""DOID:110255"""""",""""""OMIM:116800""""""]",cataract 5 multiple types,"[""""""cataract 5 multiple types"""""",""""""CTRCT5""""""]"
DOID:110256,"[""""""ICD10CM:Q12.0"""""",""""""DOID:110256"""""",""""""OMIM:610202""""""]",cataract 21 multiple types,"[""""""CCA4"""""",""""""congenital cataract Cerulean type 4"""""",""""""CTRCT21"""""",""""""cataract 21 multiple types"""""",""""""cataract 21 multiple types with or without microcornea""""""]"
DOID:110257,"[""""""DOID:110257"""""",""""""OMIM:601202"""""",""""""ICD10CM:Q12.0""""""]",cataract 24,"[""""""CTRCT24"""""",""""""anterior polar cataract 24"""""",""""""CTAA2"""""",""""""anterior polar cataract 2"""""",""""""cataract 24""""""]"
DOID:110258,"[""""""ICD10CM:Q12.0"""""",""""""DOID:110258"""""",""""""OMIM:600881""""""]",cataract 10 multiple types,"[""""""CTRCT10"""""",""""""congenital zonular cataract with sutural opacities"""""",""""""cataract 10 multiple types"""""",""""""CCZS""""""]"
DOID:110259,"[""""""ICD10CM:Q12.0"""""",""""""OMIM:616279"""""",""""""DOID:110259""""""]",cataract 43,"[""""""cataract 43"""""",""""""CTRCT43""""""]"
DOID:110260,"[""""""ICD10CM:Q12.0"""""",""""""OMIM:115660"""""",""""""DOID:110260""""""]",cataract 7,"[""""""CCA1"""""",""""""CTRCT7"""""",""""""cataract 7"""""",""""""congenital Cerulean type cataract 1"""""",""""""Cerulean type cataract 7""""""]"
DOID:110261,"[""""""ICD10CM:Q12.0"""""",""""""DOID:110261"""""",""""""OMIM:609376""""""]",cataract 35,"[""""""autosomal recessive congenital nuclear cataract 1"""""",""""""cataract 35"""""",""""""cataract 35, congenital nuclear"""""",""""""CATCN1"""""",""""""CTRCT35""""""]"
DOID:110262,"[""""""ICD10CM:Q12.0"""""",""""""DOID:110262"""""",""""""OMIM:616851""""""]",cataract 45,"[""""""cataract 45"""""",""""""CTRCT45""""""]"
DOID:110263,"[""""""ICD10CM:Q12.0"""""",""""""OMIM:615277"""""",""""""DOID:110263""""""]",cataract 19 multiple types,"[""""""CTRCT19"""""",""""""cataract 19 multiple types""""""]"
DOID:110264,"[""""""ICD10CM:Q12.0"""""",""""""OMIM:611391"""""",""""""DOID:110264""""""]",cataract 33,"[""""""cataract 33"""""",""""""cortical cataract 33"""""",""""""CTRCT33""""""]"
DOID:110265,"[""""""ICD10CM:Q12.0"""""",""""""DOID:110265"""""",""""""OMIM:605387""""""]",cataract 31 multiple types,"[""""""CPP3"""""",""""""CTPP3"""""",""""""posterior polar cataract 3"""""",""""""cataract 31 multiple types"""""",""""""CTRCT31""""""]"
DOID:110266,"[""""""ICD10CM:Q12.0"""""",""""""OMIM:604219"""""",""""""DOID:110266""""""]",cataract 9 multiple types,"[""""""autosomal recessive congenital cataract 1"""""",""""""CATC1"""""",""""""CTRCT9"""""",""""""cataract 9 multiple types"""""",""""""cataract 9 multiple types with or without microcornea""""""]"
DOID:110267,"[""""""DOID:110267"""""",""""""OMIM:616509"""""",""""""ORDO:98994"""""",""""""ICD10CM:Q12.0""""""]",cataract 44,"[""""""cataract 44"""""",""""""total early-onset cataract"""""",""""""CTRCT44""""""]"
DOID:110268,"[""""""ICD10CM:Q12.0"""""",""""""DOID:110268"""""",""""""OMIM:609741""""""]",cataract 22 multiple types,"[""""""CTRCT22"""""",""""""cataract 22 multiple types"""""",""""""CATCN2"""""",""""""autosomal recessive congenital nuclear cataract 2""""""]"
DOID:110269,"[""""""DOID:110269"""""",""""""OMIM:601547"""""",""""""ICD10CM:Q12.0""""""]",cataract 3 multiple types,"[""""""cataract 3 multiple types"""""",""""""CCA2"""""",""""""congenital Cerulean type cataract 2"""""",""""""cataract 3 multiple types with or without microcornea"""""",""""""CTRCT3""""""]"
DOID:110270,"[""""""ICD10CM:Q12.0"""""",""""""OMIM:611544"""""",""""""DOID:110270""""""]",cataract 17 multiple types,"[""""""cataract 17 multiple types"""""",""""""CTRCT17"""""",""""""autosomal recessive congenital nuclear cataract 3"""""",""""""CATCN3""""""]"
DOID:110271,"[""""""ICD10CM:Q12.0"""""",""""""DOID:110271"""""",""""""OMIM:610425""""""]",cataract 23,"[""""""cataract 23"""""",""""""CTRCT23"""""",""""""lamellar cataract 23""""""]"
DOID:110272,"[""""""ICD10CM:Q12.0"""""",""""""OMIM:302200"""""",""""""DOID:110272""""""]",cataract 40,"[""""""cataract 40 with or without microcornea"""""",""""""cataract 40 X-linked"""""",""""""CTRCT40"""""",""""""cataract 40""""""]"
DOID:110273,"[""""""ICD10CM:G71.0"""""",""""""OMIM:PS603511"""""",""""""ORDO:102014"""""",""""""DOID:110273""""""]",autosomal dominant limb-girdle muscular dystrophy,"[""""""autosomal dominant limb-girdle muscular dystrophy""""""]"
DOID:110274,"[""""""ICD10CM:G71.0"""""",""""""OMIM:PS253600"""""",""""""ORDO:102015"""""",""""""DOID:110274""""""]",autosomal recessive limb-girdle muscular dystrophy,"[""""""autosomal recessive limb-girdle muscular dystrophy""""""]"
DOID:110275,"[""""""ORDO:267"""""",""""""OMIM:253600"""""",""""""ICD10CM:G71.0"""""",""""""GARD:3845"""""",""""""DOID:110275""""""]",autosomal recessive limb-girdle muscular dystrophy type 2A,"[""""""LGMD2A"""""",""""""muscular dystrophy, limb-girdle, type 2A"""""",""""""autosomal recessive limb-girdle muscular dystrophy type 2A"""""",""""""Leyden-Moebius muscular dystrophy"""""",""""""limb-girdle muscular dystrophy due to calpain deficiency""""""]"
DOID:110276,"[""""""ORDO:268"""""",""""""ICD10CM:G71.0"""""",""""""OMIM:253601"""""",""""""DOID:110276""""""]",autosomal recessive limb-girdle muscular dystrophy type 2B,"[""""""LGMD2B"""""",""""""LGMD3"""""",""""""autosomal recessive limb-girdle muscular dystrophy type 2B"""""",""""""limb-girdle muscular dystrophy type 3"""""",""""""limb-girdle muscular dystrophy due to dysferlin deficiency""""""]"
DOID:110277,"[""""""ICD10CM:G71.0"""""",""""""OMIM:253700"""""",""""""ORDO:353"""""",""""""DOID:110277""""""]",autosomal recessive limb-girdle muscular dystrophy type 2C,"[""""""SCARMD"""""",""""""LGMD2C"""""",""""""Maghrebian myopathy"""""",""""""DMDA1"""""",""""""autosomal recessive Duchenne-like muscular dystrophy type 1""""""]"
DOID:110278,"[""""""ICD10CM:G71.0"""""",""""""OMIM:608099"""""",""""""DOID:110278"""""",""""""ORDO:62""""""]",autosomal recessive limb-girdle muscular dystrophy type 2D,"[""""""LGMD2D"""""",""""""DMDA2"""""",""""""autosomal recessive limb-girdle muscular dystrophy type 2D"""""",""""""Alpha-sarcoglycanopathy"""""",""""""Duchenne-like autosomal recessive muscular dystrophy type 2""""""]"
DOID:110279,"[""""""ORDO:119"""""",""""""ICD10CM:G71.0"""""",""""""OMIM:604286"""""",""""""DOID:110279""""""]",autosomal recessive limb-girdle muscular dystrophy type 2E,"[""""""autosomal recessive limb-girdle muscular dystrophy type 2E"""""",""""""Beta-sarcoglycanopathy"""""",""""""Limb-girdle muscular dystrophy due to beta-sarcoglycan deficiency"""""",""""""LGMD2E"""""",""""""muscular dystrophy, limb-girdle, type 2E""""""]"
DOID:110280,"[""""""ORDO:219"""""",""""""ICD10CM:G71.0"""""",""""""OMIM:601287"""""",""""""DOID:110280""""""]",autosomal recessive limb-girdle muscular dystrophy type 2F,"[""""""autosomal recessive limb-girdle muscular dystrophy type 2F"""""",""""""delta-sarcoglycanopathy"""""",""""""LGMD2F"""""",""""""limb-girdle muscular dystrophy due to delta-sarcoglycan deficiency""""""]"
DOID:110281,"[""""""ICD10CM:G71.0"""""",""""""DOID:110281"""""",""""""OMIM:601954"""""",""""""ORDO:34514""""""]",autosomal recessive limb-girdle muscular dystrophy type 2G,"[""""""LGMD2G"""""",""""""autosomal recessive limb-girdle muscular dystrophy type 2G"""""",""""""muscular dystrophy, limb-girdle, type 2G"""""",""""""limb-girdle muscular dystrophy due to telethonin deficiency""""""]"
DOID:110282,"[""""""OMIM:254110"""""",""""""ORDO:1878"""""",""""""ICD10CM:G71.0"""""",""""""DOID:110282""""""]",autosomal recessive limb-girdle muscular dystrophy type 2H,"[""""""limb-girdle muscular dystrophy due to TRIM32 deficiency"""""",""""""LGMD2H"""""",""""""muscular dystrophy Hutterite type"""""",""""""autosomal recessive limb-girdle muscular dystrophy type 2H"""""",""""""sarcotubular myopathy""""""]"
DOID:110283,"[""""""ICD10CM:G71.0"""""",""""""DOID:110283"""""",""""""ORDO:140922"""""",""""""OMIM:608807""""""]",autosomal recessive limb-girdle muscular dystrophy type 2J,"[""""""LGMD2J"""""",""""""muscular dystrophy, limb-girdle, type 2J"""""",""""""autosomal recessive limb-girdle muscular dystrophy type 2J""""""]"
DOID:110284,"[""""""ICD10CM:G71.0"""""",""""""DOID:110284"""""",""""""OMIM:611307"""""",""""""ORDO:206549""""""]",autosomal recessive limb-girdle muscular dystrophy type 2L,"[""""""autosomal recessive limb-girdle muscular dystrophy type 2L"""""",""""""muscular dystrophy, limb-girdle, type 2L"""""",""""""LGMD2L""""""]"
DOID:110285,"[""""""ORDO:254361"""""",""""""ICD10CM:G71.0"""""",""""""OMIM:613723"""""",""""""DOID:110285""""""]",autosomal recessive limb-girdle muscular dystrophy type 2Q,"[""""""muscular dystrophy, limb-girdle, type 2Q"""""",""""""LGMD2Q"""""",""""""autosomal recessive limb-girdle muscular dystrophy due to plectin deficiency"""""",""""""autosomal recessive limb-girdle muscular dystrophy type 2Q""""""]"
DOID:110286,"[""""""DOID:110286""""""]",obsolete autosomal recessive limb-girdle muscular dystrophy type 2R,"[""""""obsolete autosomal recessive limb-girdle muscular dystrophy type 2R""""""]"
DOID:110287,"[""""""DOID:110287"""""",""""""OMIM:615356"""""",""""""ICD10CM:G71.0"""""",""""""ORDO:369840""""""]",autosomal recessive limb-girdle muscular dystrophy type 2S,"[""""""autosomal recessive limb-girdle muscular dystrophy type 2S"""""",""""""muscular dystrophy, limb-girdle, type 2S"""""",""""""LGMD2S""""""]"
DOID:110288,"[""""""OMIM:616827"""""",""""""DOID:110288"""""",""""""ORDO:466801""""""]",autosomal recessive limb-girdle muscular dystrophy type 2W,"[""""""autosomal recessive limb-girdle muscular dystrophy type 2W"""""",""""""muscular dystrophy, limb-girdle, type 2W"""""",""""""LGMD2W""""""]"
DOID:110289,"[""""""ICD10CM:G71.0"""""",""""""ORDO:424261"""""",""""""DOID:110289"""""",""""""OMIM:617072""""""]",autosomal recessive limb-girdle muscular dystrophy type 2Y,"[""""""muscular dystrophy with progressive weakness, distal contractures and rigid spine"""""",""""""LGMD2Y"""""",""""""autosomal recessive muscular dystrophy due to LAP1B deficiency"""""",""""""autosomal recessive muscular dystrophy due to Torsin-1A-interacting protein 1 deficiency"""""",""""""autosomal recessive limb-girdle muscular dystrophy type 2Y""""""]"
DOID:110290,"[""""""OMIM:616812"""""",""""""DOID:110290"""""",""""""ORDO:476084""""""]",autosomal recessive limb-girdle muscular dystrophy type 2X,"[""""""LGMD2X"""""",""""""autosomal recessive limb-girdle muscular dystrophy type 2X"""""",""""""muscular dystrophy, limb-girdle, type 2X""""""]"
DOID:110291,"[""""""OMIM:611755"""""",""""""DOID:110291"""""",""""""ICD10CM:H35.5""""""]",Leber congenital amaurosis 10,"[""""""Leber congenital amaurosis 10"""""",""""""LCA10""""""]"
