List,Syns
"[1, 0]","[['Insect Control'], ['Insect Vectors']]"
[3],"[['inulin'], ['Inulin'], ['phenolsulfonphthalein'], ['Tests for renal function']]"
"[1, 0]","[['Epiphora', 'Lacrimal Apparatus Diseases'], ['Lacrimal system disorder NOS']]"
"[1, 0]","[['3-hydroxylidocaine'], ['Lighting', 'Illumination']]"
[0],"[['Marine Toxins'], ['Cystic Kidney Diseases', 'Kidney, Cystic', 'Kidney Diseases, Cystic', 'Cystic Renal Diseases'], ['Kidney, Cystic', 'Cystic Kidneys', 'Cystic disease of kidney', 'Kidney Diseases, Cystic', 'Cystic Kidney', 'Kidneys, Cystic']]"
"[1, 0]","[['Medical Tourism'], ['Medical Indigency', 'Indigency, Medical']]"
"[1, 0]","[['Medicine in Literature'], ['Medicine, Reproductive', 'Reproductive Medicine']]"
"[1, 0]","[['Galanga', 'Alpinia', 'Alpinia galanga'], ['Mothers', ""Mothers' Clubs""]]"
"[1, 0]","[['Nerve Endings'], ['Spinal Nerves']]"
"[1, 0]","[['Starfish', 'Starfishes', 'Seastar', 'Sea Star'], ['North Sea']]"
"[1, 0]","[['Photorefractive Keratectomy'], ['Oedipus Complex']]"
"[1, 0]","[['Pentanoates', 'Valerates'], ['Ovum Transport']]"
[1],"[['Pancreatic Function Tests'], ['pancreozymin (cholecystokinin)'], ['Tests for pancreatic function']]"
[0],"[['RNA, Chloroplast', 'Chloroplast RNA'], ['Phosphoramide Mustards'], ['phosphoramide mustard']]"
"[1, 0]","[['Phthalic Anhydrides'], ['Trichodermin', 'Trichodermol']]"
[1],"[['Abdominal Pregnancy', 'Pregnancy, Abdominal'], ['Pregnancy, Quintuplet'], ['Pregnancy, Abdominal']]"
"[1, 0]","[['Ribosomal Proteins', 'Ribosomal Protein', 'Proteins, Ribosomal'], ['Protein Binding', 'Plasma Protein Binding Capacity']]"
[1],"[['Protein-Calorie Malnutrition', 'Marasmus', 'Protein-Energy Malnutrition'], ['Protein deficiency disease'], ['Dystrophy due to malnutrition'], ['Protein-calorie malnutrition NOS']]"
[1],"[['Solutions'], ['sodium citrate'], ['Salt solutions'], ['Solutions, Pharmaceutical', 'Pharmaceutical Solutions', 'Pharmaceutic Solutions']]"
"[1, 0]","[['Spherocytosis, Hereditary'], ['Triphyophyllum', 'Habropetalum', 'Dioncophyllum', 'Dioncophyllaceae']]"
[2],"[['Deficiencies, Thiamine', 'Thiamine Deficiencies', 'Thiamine Deficiency', 'Thiamine deficiency', 'Thiamin deficiency', 'Vitamin B1 deficiency', 'Deficiency, Thiamine', 'Aneurin deficiency'], ['Thiamine Deficiency', 'Deficiency, Thiamine'], ['Angelica archangelica']]"
[1],"[['norfluoxetine glucuronide'], ['Needle Thoracostomy', 'Thoracostomy'], ['hydroxydoxepin glucuronide']]"
"[1, 0]","[['Overgrowth of filiform papillae'], ['Tongue, Hairy']]"
"[1, 0]","[['Adenophorea', 'Aphasmidia'], ['Palatine Tonsil', 'Tonsil', 'Tonsil, Palatine']]"
"[1, 0]","[['Developmental Biology', 'Biology, Developmental'], ['Toxins, Biological']]"
"[1, 0]","[['Statistical Distributions'], ['Turpentine, Oil', 'Turpentine']]"
"[1, 0]","[['Woman, Working', 'Women, Working', 'Working Women'], ['Pregnant Women', 'Pregnant Woman', 'Women, Pregnant']]"
"[1, 0]","[['Ectodysplasin', 'Ectodysplasins', 'Ectodysplasin A1', 'Ectodysplasin A, Isoform 2', 'Ectodysplasin-A', 'Ectodysplasin A2', 'Ectodysplasin A, Isoform 1'], ['2-Aminopurine']]"
"[1, 0]","[['Donors, Living', 'Living Donors'], ['Southern Blot', 'Southern Blotting', 'Blotting, Southern', 'Blot, Southern']]"
"[1, 0]","[['Ventricular Function'], ['apple juice']]"
[2],"[['Publication Formats'], ['Duplicate Publication'], ['Unilateral Macrocephaly', 'Unilateral Megalencephaly', 'Hemimegalencephaly']]"
[0],"[['DNA Footprinting', 'Footprints, DNA'], ['Algal DNA', 'DNA, Algal'], ['DNA Breaks', 'DNA Break']]"
"[1, 0]","[['RX-781094', 'Idazoxan Hydrochloride', 'Idazoxan'], ['Vapor Pressure']]"
"[1, 0]","[['Lupoid rosacea'], ['Dermatitis, Periocular', 'Dermatitis, Perioral', 'Perioral Dermatitis', 'Periocular Dermatitis']]"
"[1, 0]","[['5-Hydroxyesomeprazole', ""5'-O-desmethylomeprazole""], ['Ludwigia', 'Onagraceae']]"
"[1, 0]","[['Tympanosclerosis', 'Myringosclerosis'], ['Yohimbe', 'Pausinystalia', 'Corynanthe johimbe', 'Pausinystalia johimbe', 'Pausinystalia yohimbe']]"
"[1, 0]","[['Upper limb anomaly, unspecified'], ['Upper Extremity Deformities, Congenital', 'Upper Limb Deformities, Congenital']]"
[1],"[['Thromboembolism, Venous', 'Venous Thromboembolism'], ['Twinning, Monozygotic'], ['venous thromboembolism']]"
"[1, 0]","[['Vibrio vulnificus'], ['Vibrio alginolyticus']]"
"[1, 0]","[['Antenna Complexes, Light-Harvesting', 'Light-Harvesting Chlorophyll Protein Complexes', 'Light-Harvesting Protein Complexes', 'Light-Harvesting Antenna Complexes', 'Light-Harvesting Chlorophyll Protein'], ['Subretinal Fluid']]"
"[1, 0]","[['HIV Serosorting'], ['Body Size']]"
"[1, 0]","[['White Heifer Disease'], ['Segmental uterine aplasia']]"
"[1, 0]","[['2-hydroxyiminostilbene'], ['Caveolin-2', 'Caveolin 2']]"
"[1, 0]","[['Bariatric Medicine'], ['Transfusion Medicine']]"
"[1, 0]","[['penicillin g'], ['Cyclin G']]"
"[1, 0]","[['Antithrombin Proteins'], ['Ventral Striatum']]"
"[1, 0]","[['butylated hydroxytoluene'], ['N-Terminal Acetyltransferase Type B', 'NatB N-Terminal Acetyltransferase', 'N-Terminal Acetyltransferase B']]"
"[1, 0]","[['testosterone propionate'], ['3-oxoandrosten (4) derivatives']]"
"[1, 0]","[['proflavine'], ['Acridine derivatives']]"
"[1, 0]","[['Aminoalkyl ethers'], ['Diphenhydramine Theoclate', 'dimenhydrinate', 'Diphenhydrinate']]"
"[1, 0]","[['Antiandrogens, plain'], ['cyproterone', 'Cyproterone acetate']]"
[2],"[['Antiarrhythmics, class III'], ['antiarrhythmics, class i and iii'], ['Bretylum', 'Bretylium p-toluenesulfonate', 'Bretylate', 'Bretylium tosylate', 'Bretylium tolsylate', 'bretylium']]"
[2],"[['Antihypertensives'], ['Other antihypertensives', 'Other Antihypertensives'], ['ambrisentan']]"
"[1, 0]","[['hydrogen peroxide'], ['Antiinfectives and antiseptics for local oral treatment']]"
"[1, 0]","[['thioacetazone and isoniazid'], ['Combinations of drugs for treatment of tuberculosis']]"
[1],"[['sodium phosphate'], ['sodium succinate'], ['bromfenac', 'Bromfenac sodium'], ['sodium selenite'], ['selenium'], ['Enemas']]"
"[1, 0]","[['Interleukin inhibitors'], ['tocilizumab']]"
"[1, 0]","[['Local hemostatics'], ['thrombin']]"
"[1, 0]","[['Other antiemetics'], ['fosaprepitant']]"
[1],"[['Other surgical aids'], ['chymotrypsin'], ['Surgical Aids']]"
"[1, 0]","[['eltrombopag', 'Eltrombopag olamine'], ['Other systemic hemostatics']]"
"[1, 0]","[['gadopentetate dimeglumine'], ['Paramagnetic contrast media']]"
"[1, 0]","[['Phosphodiesterase inhibitors'], ['sildenafil', 'Sildenafil Citrate']]"
[0],"[['oxatomide'], ['Piperazine derivatives'], ['Piperazine and derivatives']]"
"[1, 0]","[['Preparations inhibiting uric acid production'], ['febuxostat']]"
"[1, 0]","[['trypsin'], ['Proteolytic enzymes']]"
"[1, 0]","[['Renin-inhibitors'], ['Rasilez', 'SPP 100', 'aliskiren']]"
"[1, 0]","[['dipivefrin'], ['Sympathomimetics in glaucoma therapy']]"
[0],"[['hexocyclium'], ['Synthetic anticholinergics, quaternary ammonium compounds'], ['diphemanil methylsulfate']]"
"[1, 0]","[['Tests for diabetes'], ['glucose']]"
[1],"[['(+/-)-Lorazepam', 'O-Chloroxazepam', 'O-Chlorooxazepam', 'lorazepam', 'L-Lorazepam Acetate'], ['ondansetron'], ['fosaprepitant', 'MK-0517', 'MK-869', 'aprepitant']]"
"[1, 0]","[['benazepril'], ['Diphenylhydantoin', 'Dihydantoin', 'Phenytoine', 'DPH', 'Difenilhidantoina [Spanish]', 'Diphenylhydantoine [French]', 'Diphenylhydatanoin', '5,5-Dwufenylohydantoina', 'Fenitoina [INN-Spanish]', 'Phenytoin Sodium', 'Phenytoinum [INN-Latin]', 'phenytoin', '5,5-diphenylhydantoin', 'Phenytoine [INN-French]', 'Diphenylan Sodium']]"
[2],"[['olanzapine 10-n-glucuronide'], ['olanzapine 4-n-glucuronide'], [""n,n'-diacetylhydrazine"", 'diacetylhydrazine']]"
"[1, 0]","[['didesmethyl clomipramine'], ['Pain, Intractable']]"
[1],"[['tropisetron n-oxide'], ['tamoxifen-n-oxide'], ['nilotinib n-oxide']]"
[1],"[[""Maltworker's lung"", 'Alveolitis due to Aspergillus clavatus'], ['Anesthesia, Intravenous'], ['Alveolitis due to Aspergillus clavatus', 'Maltworker lung']]"
[1],"[['Migraine NOS'], ['Prophylactic Surgical Procedures', 'Surgical Procedures, Preventive', 'Surgical Procedures, Prophylactic', 'Preventive Surgical Procedures'], ['Labyrinthitis NOS']]"
"[1, 0]","[['Sheltered Workshops'], ['Depressive-manic psych.', 'Manic bipolar I disorder', 'bipolar depression', 'bipolar disorder', 'Manic Bipolar Affective disorder', 'Manic Depressive disorder']]"
[0],"[['Opportunistic mycoses'], ['Dysautonomia', 'Primary Dysautonomias'], ['Primary amenorrhoea'], ['Secondary pigmentary degeneration, bilateral'], ['Secondary amenorrhoea']]"
"[1, 0]","[['obsolete Histoplasma capsulatum gastritis'], ['obsolete adnexal mucinous adenocarcinoma']]"
"[2, 1, 0]","[['Tetrahymena thermophila'], ['visual epilepsy', 'epilepsy, visual'], ['Thiazolidinediones', 'Glitazones']]"
"[1, 0]","[['Other osteonecrosis, left hand'], ['Contracture, left hand']]"
"[1, 0]","[['db-289'], ['Thromboxane B2']]"
[1],"[['Puckering of macula, right eye'], ['Mandibular Prosthesis'], ['Puckering of macula']]"
"[5, 1, 0]","[['Nipah Virus'], ['Aspergillus flavus'], ['Clostridium histolyticum'], ['Clostridium cellulovorans'], ['Clostridium difficile'], ['Toilet Training']]"
[5],"[['Wandering Behavior'], ['Behavioral Research'], ['Paternal Behavior'], ['Consummatory Behavior'], ['Nesting Behavior'], ['conduct disorders', 'Antisocial behavior'], ['Stereotyped Behavior']]"
[0],"[['Pharmaceutic Aids', 'Pharmaceutical Aids', 'Aids, Pharmaceutical', 'Aids, Pharmaceutic'], ['L Forms'], ['Serine', 'L-Serine'], ['Delayed recovery from anaesthesia', 'Delayed recovery from anesthesia']]"
[3],"[['Struck by other fish'], ['Spectroscopy', 'Spectrum Analysis', 'Analysis, Spectrum', 'Spectrometry'], ['Fish Flour'], ['fish allergy'], ['Other fish poisoning'], ['Fishes, Poisonous'], ['Scombroid fish poisoning, undetermined']]"
"[1, 0]","[['Biological Evolution'], ['Planetary Evolution', 'Evolution, Planetary']]"
[2],"[['Inhibition (Psychology)', 'Inhibition'], ['Contact Inhibition', 'Inhibition, Contact'], ['Scoparia', 'Scoparia dulcis'], ['Psychology, Military', 'Military Psychology']]"
"[3, 1]","[['Denture stomatitis'], ['Multiple Abnormalities', 'Abnormalities, Multiple'], ['Stomatitis, Denture'], ['dehydration polycythemia']]"
[3],"[['Flexion deformity, left wrist'], ['Flexion deformity, left elbow'], ['Flexion deformity'], ['Other specified arthritis, left knee'], ['Flexion deformity'], ['Flexion deformity, right wrist'], ['Flexion deformity, left knee'], ['Acquired deformity of pinna, bilateral']]"
"[1, 0]","[['Uronic Acids'], ['Selenomonas', 'Selenomonas ruminantium']]"
"[1, 0]","[['Pingueculitis, left eye'], ['Corrosion of third degree of left axilla']]"
"[1, 0]","[['Bronchial Neoplasms', 'Neoplasms, Bronchial'], ['Thoracic Neoplasms']]"
[4],"[['myoepithelial carcinoma'], ['cholangiolocellular carcinoma'], ['Carcinoma, Verrucous'], ['Carcinoma, Mucoepidermoid'], ['Terahertz Imaging']]"
[2],"[['Atresia of bile ducts'], ['Atresia of bile ducts'], ['Bile Duct Diseases']]"
"[1, 0]","[['Corrosion of oesophagus'], ['Mandibular hyperplasia']]"
[0],"[['Boutonnière deformity of right finger(s)'], ['Other osteonecrosis, right finger(s)'], ['Other secondary osteonecrosis, right finger(s)'], ['Superficial frostbite of right finger(s)']]"
"[1, 0]","[['Crossmatching, Blood', 'Blood Grouping', 'Blood Typing', 'Blood Grouping and Crossmatching'], ['Reinforcement Schedule']]"
"[1, 0]","[['Hemorrhoids NOS'], ['Trichomonas NOS']]"
"[1, 0]","[['Models, Cardiovascular'], ['Trichinella', 'Trichina']]"
[2],"[['lactic acidosis'], ['Lactic Acidosis', 'Acidosis, Lactic'], ['Oxepin', 'Oxepenes', 'Oxepene', 'Oxepins'], ['Lactic Acidosis', 'Acidosis, Lactic']]"
[2],"[['Pulpitis NOS'], ['Polyuria NOS', 'Other polyuria'], ['Coccidioidomycosis NOS']]"
"[1, 0]","[['Prevotella ruminicola'], ['Displacement', 'Displacement (Psychology)']]"
[3],"[['Boutonnière deformity'], ['Hand Deformities'], ['Deformities, Hand', 'Deformity, Hand', 'Hand Deformities', 'Hand Deformity', 'Deformity of hand'], ['hepatic cytolysis']]"
"[1, 0]","[['Tensile Strength'], ['Rhabdomyosarcoma of testis', 'testis rhabdomyosarcoma']]"
"[1, 0]","[['Amacrine Cells'], ['Scala Vestibuli']]"
"[1, 0]","[['Avulavirus Infections'], ['Ureaplasma Infections', 'Infections, Ureaplasma']]"
"[6, 5, 3]","[['Chronic pericementitis'], ['chronic adenoiditis', 'adenoiditis'], ['Serine Endopeptidases'], ['Spastic tetraplegia'], ['Chronic adenoiditis'], ['spastic ectropion'], ['Textbooks as Topic']]"
"[1, 0]","[['lepromatous leprosy', 'Lepromatous leprosy', 'type L leprosy'], ['l-methylfolate']]"
[0],"[['Retrolental fibroplasia, left eye'], ['Contact blepharoconjunctivitis, left eye'], ['Angular blepharoconjunctivitis, left eye']]"
"[3, 2]","[['Carbon Monoxide'], ['Struck by volleyball'], ['Confusional arousals'], ['Interrenal Gland'], ['lanthanum carbonate'], ['Struck by turtle']]"
[0],"[['s-norfluoxetine'], ['Polyphagia', 'Excessive eatingPolyphagia', 'Hyperalimentation NOS', 'Excessive eating'], ['Polyphagia', 'Hyperalimentation NOS', 'Excessive eating']]"
[5],"[['Nursing, Pediatric', 'Pediatric Nursing'], [""Nurses' Instruction""], ['Nurse Anesthetists'], ['Nurses, Pediatric'], ['Office Nursing', 'Nursing, Office'], ['Cardiovascular System'], ['Nurses, Neonatal']]"
[2],"[['Maxillary Osteotomy'], ['Acute antritis', 'Acute maxillary sinusitis'], ['Tracheal Neoplasms'], ['Acute antritis', 'Acute maxillary sinusitis'], ['Maxillary Neoplasms'], ['acute maxillary sinusitis', 'acute antritis']]"
"[1, 0]","[['Serratia liquefaciens'], ['Generalized oedema']]"
"[1, 0]","[['methacycline', 'Metacycline', 'Methacyclin'], ['brain compression']]"
"[1, 0]","[['Columbine', 'Aquilegia'], ['Cystadenocarcinoma', 'Cystadenocarcinomas', 'Cystadenocarcinoma, NOS']]"
"[1, 0]","[['angiokeratoma circumscriptum', 'Angiokeratoma circumscriptum'], ['Oculoglandular listeriosis']]"
"[1, 0]","[['Type I Interferons', 'Interferons Type I', 'Interferon Type I', 'Type I Interferon'], ['Molecular Typing']]"
[1],"[['Labor, Obstetric', 'Obstetric Labor'], ['beta-Cyclodextrins'], ['Preterm Labor', 'Labor, Premature', 'Obstetric Labor, Premature', 'Premature Labor', 'Premature Obstetric Labor'], ['Other obstetric trauma'], ['Carbon Footprint']]"
"[1, 0]","[['Encephalitis vaccines'], ['garlic oil']]"
"[1, 0]","[['Caroli disease'], ['Plesiomonas shigelloides', 'Plesiomonas']]"
"[1, 0]","[['4-hydroxyvoriconazole'], ['4-ketoifosfamide']]"
[1],"[['Corneal staphyloma, left eye'], ['Regular astigmatism, left eye'], ['Staphyloma posticum, left eye']]"
"[2, 1, 0]","[['Forssman Antigen'], ['Abnormal echoencephalogram'], ['velaglucerase alfa']]"
[3],"[['psoriasis 2'], ['Flexural psoriasis', 'Other psoriasis'], ['Flexural psoriasis', 'Other psoriasis'], ['2-oxazolidone']]"
"[1, 0]","[['Multitasking Behavior', 'Multi-Tasking Behavior'], ['Ehrlichia chaffeensis']]"
[1],"[['Resistance to vancomycin'], ['Methicillin Resistance', 'Methicillin-Resistant'], ['Resistance to vancomycin'], ['Vancomycin Resistance']]"
"[2, 1, 0]","[['basal ganglia cerebrovascular disease'], ['Anesthesia, Spinal'], ['Glycoprotein', 'Neoglycoproteins', 'Glycoproteins']]"
[0],"[['Carbuncle NOS'], ['Frontal Bone'], ['fibrosarcoma of bone', 'Fibrosarcoma of the bone'], ['Bone Screws']]"
"[1, 0]","[['Impulsivity', 'Impulsive Behavior'], ['Behavior, Adolescent', 'Adolescent Behavior']]"
[1],"[['Chronic Bronchitis', 'Bronchitis, Chronic'], ['Paralysis, Obstetric', 'Paralysis, Obstetrical'], ['Chronic Bronchitis', 'Bronchitis, Chronic']]"
"[1, 0]","[['Mumps polyneuropathy'], ['Rubulavirus infectious disease', 'obsolete Mumps virus infectious disease']]"
"[1, 0]","[['Insulin, Ultralente', 'Ultralente Insulin'], ['Insulin Antagonists']]"
"[1, 0]","[['losartan M2'], ['Cystovirus', 'Cystoviridae']]"
"[1, 0]","[['Serous cystadenocarcinoma, NOS', 'Serous Cystadenocarcinoma', 'Cystadenocarcinoma, Serous', 'Serous Cystadenocarcinomas', 'Serous cystadenocarcinoma', 'Serous adenocarcinoma, NOS', 'Cystadenocarcinomas, Serous'], ['Leptospirosis NOS']]"
[0],"[['4-carboxynevirapine'], ['4-methylumbelliferone'], ['4-methylthioamphetamine']]"
"[3, 2]","[['Ventral hernia'], ['Hernia, Ventral', 'Ventral Hernia'], ['Time-to-Pregnancy'], ['Air Microbiology', 'Microbiology, Air'], ['Ventral hernia']]"
"[2, 1, 0]","[['History of Nursing', 'Nursing, History'], ['Emotional Adaptation', 'Emotional Adjustment', 'Psychological Adjustment'], ['Nursing, Rehabilitation', 'Rehabilitation Nursing']]"
"[1, 0]","[['Founder Effect'], ['barbiturates, plain']]"
"[1, 0]","[['Chronobiology Discipline'], ['Cytometry, Image', 'Image Cytometry']]"
"[1, 0]","[['Activity, pilates'], ['Hospitals, Rural', 'Rural Hospitals']]"
"[1, 0]","[['Negative Reinforcement', 'Reinforcement (Psychology)', 'Reinforcement', 'Positive Reinforcement'], ['Anus, Imperforate', 'Anal Atresia', 'Atresia, Anal']]"
"[1, 0]","[['Hysteria NOS'], ['Perinephritis', 'Perinephritis, NOS']]"
[3],"[['Webbed toes, unspecified foot'], ['Unspecified fracture of foot and toe'], ['Fused toes, unspecified foot'], ['Radioimmunosorbent Test']]"
"[1, 0]","[['Boric Acids'], ['HIV Seroprevalence']]"
"[1, 0]","[['Impacted cerumen, left ear'], ['Other specified disorders of left ear']]"
"[1, 0]","[['Astigmatism, NOS', 'Astigmatism NOS', 'Astigmatism'], ['Neonatal diarrhea NOS', 'Noninfective neonatal diarrhea']]"
"[1, 0]","[['intracranial vasospasm'], ['Patient Portal', 'Patient Portals', 'Patient Internet Portals', 'Patient Web Portal', 'Patient Web Portals']]"
"[1, 0]","[['Teaching Materials'], ['Other superficial injuries of upper arm']]"
"[1, 0]","[['Post-traumatic osteoarthritis, left hand'], ['Ganglion, left hand']]"
"[1, 0]","[['Salivary Glands'], ['Exocrine Glands']]"
"[1, 0]","[['L-Arabinose', 'Arabinose'], ['Cathepsin L']]"
"[1, 0]","[['Aminotoluene', 'Toluidines'], ['Papillary adenofibroma', 'papillary adenofibroma']]"
"[1, 0]","[['Cutis Marmorata', 'Cutis marmorata (disorder)', 'obsolete cutis marmorata'], ['obsessive-compulsive disorder', 'Obsessive-compulsive behavior']]"
"[1, 0]","[['obsolete childhood intracranial neoplasm'], ['obsolete mediastinum mature teratoma', 'Mature teratoma of mediastinum']]"
"[1, 0]","[['Amphipods', 'Amphipoda'], ['Tetrahymena pyriformis']]"
"[1, 0]","[['Postmeningococcal arthritis'], ['Psittacines', 'Psittaciformes']]"
[1],"[['acetaminophen glucuronide'], ['Oxytocin and analogues'], ['ibuprofen glucuronide']]"
"[1, 0]","[['Mitochondrial Genome', 'Genome, Mitochondrial'], ['Galanin Receptor', 'Galanin Receptors', 'Receptors, Galanin']]"
[1],"[['Cervical spina bifida with hydrocephalus'], ['Attention to tracheostomy'], ['Cervical spina bifida with hydrocephalus']]"
"[2, 1, 0]","[['Nurses, Male'], ['Travel Nursing'], ['Economics, Nursing', 'Nursing Economics']]"
"[1, 0]","[['Choroiditis NOS'], ['Transsexualism NOS']]"
"[1, 0]","[['4-ketocyclophosphamide'], ['Pleurisy', 'pleurisy with effusion']]"
"[1, 0]","[['Benign essential microscopic hematuria'], ['cellular leiomyoma']]"
[2],"[['Other myositis, other site'], ['Infective myositis, unspecified site'], ['granulomatous myositis'], ['Infective myositis, unspecified site']]"
[1],"[['Thrombotic microangiopathy', 'Thrombotic thrombocytopenic purpura'], ['Purpura Fulminans'], ['Thrombotic microangiopathy', 'Thrombotic thrombocytopenic purpura']]"
"[1, 0]","[['Initiator Caspases', 'Caspases, Initiator'], ['Underdosing of opium']]"
[0],"[['Eye Manifestations'], ['Scleral ectasia, left eye'], ['Paresis of accommodation, right eye'], ['Scleral ectasia, right eye']]"
"[1, 0]","[['Mental Fatigue', 'Fatigue, Mental'], ['micropapillomatosis labialis']]"
[1],"[['Mannoheptulose', 'Mannoketoheptose'], ['aflatoxin b1'], ['Local anaesthetics'], ['Hemangioblastoma, Multiple', 'Hemangioblastomas', 'Hemangioblastomas, Multiple', 'Multiple Hemangioblastoma', 'Multiple Hemangioblastomas', 'Hemangioblastoma'], ['Local anaesthetics'], ['Multiple Hemangioblastomas', 'Hemangioblastoma'], ['Other osteoporosis', 'Senile osteoporosis'], ['Idiopathic osteoporosis']]"
[6],"[[""Mooren's corneal ulcer""], ['Corneal ulcer'], ['Corneal Diseases'], ['corneal ulcer'], ['obstructive hydrocephalus'], ['corneal disease'], ['thioether product'], ['Obstructive hydrocephalus'], ['Obstructive hydrocephalus']]"
[1],"[['Kanamycin Resistance'], ['Licensure, Nursing', 'Licensures, Nursing', 'Nursing Licensure', 'Nursing Licensures'], ['Capillary Resistance']]"
[1],"[['Obstetrical tetanus'], ['platelet reactivity'], ['Obstetrical tetanus']]"
[2],"[['Ovarian Diseases'], ['ovarian disease'], ['Collagen Diseases']]"
[3],"[['Meningococcal infection'], ['Meningococcal infection'], ['Other meningococcal infections'], ['Euglenozoa Infections']]"
[0],"[['isothipendylum', 'isothipendyl'], ['Behavior, Compulsive', 'Compulsive Behavior'], ['Imitative Behavior']]"
[0],"[['Streptococcus bovis'], ['pulmonary valve disorder', 'pulmonary valve disease'], ['Other pulmonary aspergillosis'], ['Pulmonary valve disorders in diseases classified elsewhere'], ['Pulmonary Valve', 'Valves, Pulmonary', 'Pulmonary Valves', 'Valve, Pulmonary'], ['Other pulmonary aspergillosis']]"
[8],"[['disease of capillaries', 'capillary disease'], ['Agricultural Crops', 'Crops, Agricultural'], ['Carbuncle of neck'], ['Anaemia of prematurity'], ['Diseases of capillaries'], ['Other diseases of capillaries'], ['Diseases of capillaries'], ['Crop, Avian'], ['Crop Protection'], ['Other diseases of capillaries']]"
"[1, 0]","[['Health Behavior'], ['Immunoglobulin Class Switching', 'Isotype Switching', 'Class Switching']]"
[2],"[['Xanthelasma of eyelid'], ['Tetany', 'Tetany, Neonatal', 'Spasmophilia', 'Tetanilla'], ['Neonatal Leukemia', 'neonatal leukemia'], ['Xanthelasma of eyelid']]"
"[1, 0]","[['Process, Nursing', 'Nursing Process'], ['Nursing, Holistic', 'Holistic Nursing']]"
"[1, 0]","[['Pneumoconiosis NOS'], ['Cholera NOS', 'Cholera', 'Choleras']]"
[2],"[['Estrogen excess'], ['Convergence excess'], ['Predatory Behavior'], ['Estrogen excess']]"
[1],"[['obsolete syphilitic pericarditis', 'Syphilitic pericarditis (disorder)'], ['congenital abnormality', 'obsolete congenital disorder'], ['Syphilitic alopecia (disorder)', 'obsolete syphilitic alopecia']]"
"[5, 4, 2, 1]","[['Other injury of liver'], ['Liver, unspecified'], ['Liver Regeneration'], ['Injury of liver'], ['Provinols', 'Polyphenols'], ['Cranial Irradiation'], ['liver fibroma', 'Fibroma of the Liver']]"
"[1, 0]","[[""Reiter's disease, shoulder""], ['anthrax disease']]"
"[1, 0]","[['Infections, Rhabdoviridae', 'Rhabdoviridae Infections'], ['Enterobacteriaceae Infections']]"
"[1, 0]","[['omega-Conotoxins', 'omega-Conotoxin'], ['Other paralytic strabismus']]"
"[1, 0]","[['Endodontic underfill'], ['Prostaglandin analogues']]"
"[1, 0]","[['Volvulus NOS'], ['Hypobaropathy NOS']]"
"[1, 0]","[['Other spirochetal infections'], ['Infections, Enterovirus', 'Enterovirus Infections']]"
"[1, 0]","[['Thrombophlebitis NOS'], ['Glossitis NOS']]"
[2],"[['Other specified hyperalimentation'], ['Other specified hyperalimentation'], ['obsolete metastatic endometrioid carcinoma']]"
"[1, 0]","[['Astroviridae Infections', 'Infections, Astroviridae'], ['Morbillivirus Infections', 'Infections, Morbillivirus']]"
"[1, 0]","[['Chloroplast Genome', 'Genome, Chloroplast'], ['Antibiotics and corticosteroids']]"
[0],"[['Mycobacterium Infections', 'Infections, Mycobacterium'], ['Haemophilus Infections'], ['Hepadnaviridae Infections', 'Infections, Hepadnaviridae']]"
"[1, 0]","[['Sialolithiasis NOS'], ['Epididymitis NOS']]"
[0],"[['Circulation, Assisted', 'Assisted Circulation'], ['Guttate psoriasis'], ['Guttate psoriasis']]"
[2],"[['Y Chromosome'], ['Chromosome Structures'], ['Assault by shotgun']]"
[1],"[['Psychology, Applied', 'Applied Psychology'], ['Psychologic vaginismus'], ['Existential Psychology', 'Psychology, Existential', 'Existentialism'], ['Experimental Psychology', 'Psychology, Experimental']]"
"[3, 2]","[['Echinococcus NOS'], ['Costochondritis NOS'], ['Sialoadenitis NOS'], ['Neurofibroma, NOS', 'Neurofibroma', 'Neurofibromas']]"
"[1, 0]","[['Typhoid vaccines'], ['Idiopathic gout, right wrist']]"
[1],"[['Other lactose intolerance'], ['Paranoid Behavior'], ['Lactose intolerance'], ['Other lactose intolerance'], ['Lactose intolerance']]"
[5],"[['Orbital Diseases'], ['Resistance, Disease', 'Disease Resistance'], ['thalamic disease'], ['Monkey Diseases'], ['orbital disease'], ['Lassa virus']]"
[2],"[['Anxiety Disorders', 'Anxiety disorder'], ['Other anxiety disorders'], ['Calcium Ionophores']]"
[1],"[['Skin and Connective Tissue Diseases'], ['obsolete hemopoetic tissue disease'], ['Skin and Connective Tissue Diseases']]"
"[1, 0]","[['obsolete childhood liver neoplasm'], ['Occult carcinoma of the lung', 'occult carcinoma of lung', 'obsolete lung occult carcinoma']]"
[1],"[['barium sulfate'], ['Secondary dysmenorrhoea'], ['acetaminophen sulfate'], ['penbutolol', 'Penbutolol sulfate']]"
"[1, 0]","[['Superficial frostbite'], ['NS-398']]"
