head,tail,relation
PA164749052,URL:http://en.wikipedia.org/wiki/Cosyntropin,Cross_reference(Chemicals)
PA164749052,ATC:H01AA02,External_vocabulary(Chemicals)
PA164749052,UMLS:C0010192,External_vocabulary(Chemicals)
PA164749052,RxNorm:2890,External_vocabulary(Chemicals)
PA164749052,NDFRT:N0000146844,External_vocabulary(Chemicals)
cotinine,PA166114414,Name-PharmGKB_Id(Chemicals)
PA166114414,cotinine,PharmGKB_Id-Name(Chemicals)
PA166114414,PubChem Compound:854019,Cross_reference(Chemicals)
cotinine glucuronide,PA166131561,Name-PharmGKB_Id(Chemicals)
PA166131561,cotinine glucuronide,PharmGKB_Id-Name(Chemicals)
PA166131561,PubChem Compound:178540,Cross_reference(Chemicals)
cotinine n-oxide,PA166131378,Name-PharmGKB_Id(Chemicals)
PA166131378,cotinine n-oxide,PharmGKB_Id-Name(Chemicals)
PA166131378,PubChem Compound:9815514,Cross_reference(Chemicals)
coumarin,PA134521193,Name-PharmGKB_Id(Chemicals)
PA134521193,coumarin,PharmGKB_Id-Name(Chemicals)
PA134521193,UMLS:C0010206,External_vocabulary(Chemicals)
PA134521193,RxNorm:2898,External_vocabulary(Chemicals)
creatine,PA164778930,Name-PharmGKB_Id(Chemicals)
PA164778930,creatine,PharmGKB_Id-Name(Chemicals)
creatine,(alpha-Methylguanido)acetic acid,Synonym(Chemicals)
creatine,Creatine (8CI),Synonym(Chemicals)
creatine,"Creatine, hydrate",Synonym(Chemicals)
creatine,Methylguanidoacetic acid,Synonym(Chemicals)
creatine,N-Amidinosarcosine,Synonym(Chemicals)
creatine,N-Methyl-N-guanylglycine,Synonym(Chemicals)
PA164778930,ChEBI:CHEBI:16919,Cross_reference(Chemicals)
PA164778930,Chemical Abstracts Service:57-00-1,Cross_reference(Chemicals)
PA164778930,ChemSpider:566,Cross_reference(Chemicals)
PA164778930,DrugBank:DB00148,Cross_reference(Chemicals)
PA164778930,HET:CRN,Cross_reference(Chemicals)
PA164778930,KEGG Compound:C00300,Cross_reference(Chemicals)
PA164778930,PDB:CRN,Cross_reference(Chemicals)
PA164778930,PubChem Compound:586,Cross_reference(Chemicals)
PA164778930,PubChem Substance:148804,Cross_reference(Chemicals)
PA164778930,PubChem Substance:46504868,Cross_reference(Chemicals)
PA164778930,URL:http://en.wikipedia.org/wiki/Creatine,Cross_reference(Chemicals)
PA164778930,ATC:C01EB,External_vocabulary(Chemicals)
PA164778930,UMLS:C0010286,External_vocabulary(Chemicals)
PA164778930,RxNorm:2907,External_vocabulary(Chemicals)
PA164778930,NDFRT:N0000023110,External_vocabulary(Chemicals)
crizotinib,PA165946122,Name-PharmGKB_Id(Chemicals)
PA165946122,crizotinib,PharmGKB_Id-Name(Chemicals)
crizotinib,crizotinib,Synonym(Chemicals)
PA165946122,ClinicalTrials.gov:NCT00939770,Cross_reference(Chemicals)
PA165946122,ClinicalTrials.gov:NCT01606878,Cross_reference(Chemicals)
PA165946122,PubChem Compound:11626560,Cross_reference(Chemicals)
PA165946122,ATC:L01XE,External_vocabulary(Chemicals)
PA165946122,UMLS:C2974289,External_vocabulary(Chemicals)
PA165946122,RxNorm:1148495,External_vocabulary(Chemicals)
PA165946122,NDFRT:N0000183253,External_vocabulary(Chemicals)
crizotinib M10,PA166163406,Name-PharmGKB_Id(Chemicals)
PA166163406,crizotinib M10,PharmGKB_Id-Name(Chemicals)
crizotinib M10,crizotinib lactam,Synonym(Chemicals)
PA166163406,URL:http://www.accessdata.fda.gov/drugsatfda_docs/nda/2011/202570Orig1s000ClinPharmR.pdf,Cross_reference(Chemicals)
cromoglicate,PA449138,Name-PharmGKB_Id(Chemicals)
PA449138,cromoglicate,PharmGKB_Id-Name(Chemicals)
cromoglicate,Acide Cromoglicique [INN-French],Synonym(Chemicals)
cromoglicate,Acido Cromoglicico [INN-Spanish],Synonym(Chemicals)
cromoglicate,Acidum Cromoglicicum [INN-Latin],Synonym(Chemicals)
cromoglicate,Cromoglicic Acid,Synonym(Chemicals)
cromoglicate,Cromoglycate,Synonym(Chemicals)
cromoglicate,Cromoglycic Acid,Synonym(Chemicals)
cromoglicate,Cromolyn,Synonym(Chemicals)
cromoglicate,cromoglicate,Synonym(Chemicals)
PA449138,ChEBI:CHEBI:3922,Cross_reference(Chemicals)
PA449138,ChEBI:CHEBI:59773,Cross_reference(Chemicals)
PA449138,DrugBank:DB01003,Cross_reference(Chemicals)
PA449138,Drugs Product Database (DPD):02231671,Cross_reference(Chemicals)
PA449138,FDA Drug Label at DailyMed:a6db4e26-c124-4869-ad33-7082026ea774,Cross_reference(Chemicals)
PA449138,KEGG Compound:C06928,Cross_reference(Chemicals)
PA449138,KEGG Drug:D07753,Cross_reference(Chemicals)
PA449138,National Drug Code Directory:24208-300-10,Cross_reference(Chemicals)
PA449138,PubChem Compound:27686,Cross_reference(Chemicals)
PA449138,PubChem Substance:170250,Cross_reference(Chemicals)
PA449138,Therapeutic Targets Database:DAP000819,Cross_reference(Chemicals)
PA449138,URL:http://en.wikipedia.org/wiki/Cromoglicate,Cross_reference(Chemicals)
PA449138,ATC:A07EB01,External_vocabulary(Chemicals)
PA449138,ATC:D11AH03,External_vocabulary(Chemicals)
PA449138,ATC:R01AC01,External_vocabulary(Chemicals)
PA449138,ATC:R03BC01,External_vocabulary(Chemicals)
PA449138,ATC:S01GX01,External_vocabulary(Chemicals)
crotamiton,PA164745460,Name-PharmGKB_Id(Chemicals)
PA164745460,crotamiton,PharmGKB_Id-Name(Chemicals)
crotamiton,Crotaglin,Synonym(Chemicals)
crotamiton,Crotalgin,Synonym(Chemicals)
crotamiton,Crotamitone,Synonym(Chemicals)
PA164745460,Chemical Abstracts Service:483-63-6,Cross_reference(Chemicals)
PA164745460,ChemSpider:2780,Cross_reference(Chemicals)
PA164745460,DrugBank:DB00265,Cross_reference(Chemicals)
PA164745460,Drugs Product Database (DPD):00623377,Cross_reference(Chemicals)
PA164745460,FDA Drug Label at DailyMed:1f92ffec-e5d3-cc82-b8a8-fcc01be2aee9,Cross_reference(Chemicals)
PA164745460,KEGG Drug:D01381,Cross_reference(Chemicals)
PA164745460,National Drug Code Directory:0072-2103-60,Cross_reference(Chemicals)
PA164745460,PubChem Compound:688020,Cross_reference(Chemicals)
PA164745460,PubChem Substance:46508599,Cross_reference(Chemicals)
PA164745460,URL:http://en.wikipedia.org/wiki/Crotamiton,Cross_reference(Chemicals)
PA164745460,MeSH:C005553,External_vocabulary(Chemicals)
PA164745460,UMLS:C0056519,External_vocabulary(Chemicals)
PA164745460,RxNorm:21766,External_vocabulary(Chemicals)
PA164745460,NDFRT:N0000146972,External_vocabulary(Chemicals)
cryptenamine,PA164749510,Name-PharmGKB_Id(Chemicals)
PA164749510,cryptenamine,PharmGKB_Id-Name(Chemicals)
PA164749510,Chemical Abstracts Service:1356-18-9,Cross_reference(Chemicals)
PA164749510,DrugBank:DB00785,Cross_reference(Chemicals)
PA164749510,PubChem Substance:3728148,Cross_reference(Chemicals)
PA164749510,Therapeutic Targets Database:DAP000479,Cross_reference(Chemicals)
PA164749510,UMLS:C0086079,External_vocabulary(Chemicals)
PA164749510,RxNorm:42618,External_vocabulary(Chemicals)
PA164749510,NDFRT:N0000147789,External_vocabulary(Chemicals)
curcumin,PA151958596,Name-PharmGKB_Id(Chemicals)
PA151958596,curcumin,PharmGKB_Id-Name(Chemicals)
PA151958596,UMLS:C0010467,External_vocabulary(Chemicals)
PA151958596,RxNorm:2955,External_vocabulary(Chemicals)
PA151958596,NDFRT:N0000166597,External_vocabulary(Chemicals)
cyanocobalamin,PA451892,Name-PharmGKB_Id(Chemicals)
PA451892,cyanocobalamin,PharmGKB_Id-Name(Chemicals)
cyanocobalamin,Cyanocob(III)alamin,Synonym(Chemicals)
cyanocobalamin,Vitamin B12,Synonym(Chemicals)
cyanocobalamin,Vitamin B12 complex,Synonym(Chemicals)
cyanocobalamin,vitamine b12,Synonym(Chemicals)
PA451892,ChEBI:CHEBI:17439,Cross_reference(Chemicals)
PA451892,Chemical Abstracts Service:68-19-9,Cross_reference(Chemicals)
PA451892,ChemSpider:4575342,Cross_reference(Chemicals)
PA451892,DrugBank:DB00115,Cross_reference(Chemicals)
PA451892,Drugs Product Database (DPD):00274186,Cross_reference(Chemicals)
PA451892,FDA Drug Label at DailyMed:1925eb50-747f-46de-828d-49bdb038fe83,Cross_reference(Chemicals)
PA451892,HET:CNC,Cross_reference(Chemicals)
PA451892,KEGG Compound:C02823,Cross_reference(Chemicals)
PA451892,KEGG Drug:D00166,Cross_reference(Chemicals)
PA451892,National Drug Code Directory:0270-0519-16,Cross_reference(Chemicals)
PA451892,PDB:CNC,Cross_reference(Chemicals)
PA451892,PubChem Compound:44176380,Cross_reference(Chemicals)
PA451892,PubChem Substance:46509031,Cross_reference(Chemicals)
PA451892,URL:http://en.wikipedia.org/wiki/Cyanocobalamin,Cross_reference(Chemicals)
PA451892,ATC:B03BA01,External_vocabulary(Chemicals)
PA451892,UMLS:C0042845,External_vocabulary(Chemicals)
PA451892,RxNorm:11248,External_vocabulary(Chemicals)
PA451892,NDFRT:N0000145829,External_vocabulary(Chemicals)
cyclacillin,PA164743456,Name-PharmGKB_Id(Chemicals)
PA164743456,cyclacillin,PharmGKB_Id-Name(Chemicals)
cyclacillin,Aminocyclohexylpenicillin,Synonym(Chemicals)
cyclacillin,Ciclacilina [INN-Spanish],Synonym(Chemicals)
cyclacillin,Ciclacillin,Synonym(Chemicals)
cyclacillin,Ciclacilline [INN-French],Synonym(Chemicals)
cyclacillin,Ciclacillinum [INN-Latin],Synonym(Chemicals)
cyclacillin,Ciclacillum,Synonym(Chemicals)
PA164743456,ChEBI:CHEBI:31444,Cross_reference(Chemicals)
PA164743456,Chemical Abstracts Service:3485-14-1,Cross_reference(Chemicals)
PA164743456,ChemSpider:17941,Cross_reference(Chemicals)
PA164743456,DrugBank:DB01000,Cross_reference(Chemicals)
PA164743456,KEGG Compound:C12766,Cross_reference(Chemicals)
PA164743456,KEGG Drug:D01334,Cross_reference(Chemicals)
PA164743456,PubChem Compound:19003,Cross_reference(Chemicals)
PA164743456,PubChem Substance:46508073,Cross_reference(Chemicals)
PA164743456,PubChem Substance:583155,Cross_reference(Chemicals)
PA164743456,Therapeutic Targets Database:DAP001159,Cross_reference(Chemicals)
PA164743456,UMLS:C0010523,External_vocabulary(Chemicals)
PA164743456,RxNorm:2968,External_vocabulary(Chemicals)
PA164743456,NDFRT:N0000146395,External_vocabulary(Chemicals)
cyclandelate,PA164748026,Name-PharmGKB_Id(Chemicals)
PA164748026,cyclandelate,PharmGKB_Id-Name(Chemicals)
cyclandelate,"3,3,5-Trimethylcyclohexyl mandelate",Synonym(Chemicals)
cyclandelate,"3,5,5-Trimethylcyclohexyl amygdalate",Synonym(Chemicals)
cyclandelate,"3,5,5-Trimethylcyclohexyl mandelate",Synonym(Chemicals)
cyclandelate,Ciclandelato [inn-spanish],Synonym(Chemicals)
cyclandelate,Cyclandelatum [inn-latin],Synonym(Chemicals)
cyclandelate,Cyclandelic acid,Synonym(Chemicals)
PA164748026,ChEBI:CHEBI:3988,Cross_reference(Chemicals)
PA164748026,Chemical Abstracts Service:456-59-7,Cross_reference(Chemicals)
PA164748026,ChemSpider:2790,Cross_reference(Chemicals)
PA164748026,DrugBank:DB04838,Cross_reference(Chemicals)
PA164748026,PubChem Compound:2893,Cross_reference(Chemicals)
PA164748026,PubChem Substance:10386674,Cross_reference(Chemicals)
PA164748026,PubChem Substance:46505740,Cross_reference(Chemicals)
PA164748026,ATC:C04AX01,External_vocabulary(Chemicals)
PA164748026,UMLS:C0010525,External_vocabulary(Chemicals)
PA164748026,RxNorm:2970,External_vocabulary(Chemicals)
PA164748026,NDFRT:N0000146399,External_vocabulary(Chemicals)
cyclic adenosine monophosphate,PA166178640,Name-PharmGKB_Id(Chemicals)
PA166178640,cyclic adenosine monophosphate,PharmGKB_Id-Name(Chemicals)
cyclic adenosine monophosphate,cAMP,Synonym(Chemicals)
cyclic adenosine monophosphate,cyclic AMP,Synonym(Chemicals)
PA166178640,HMDB:HMDB00058,Cross_reference(Chemicals)
PA166178640,PubChem Compound:6076,Cross_reference(Chemicals)
cyclizine,PA164742937,Name-PharmGKB_Id(Chemicals)
PA164742937,cyclizine,PharmGKB_Id-Name(Chemicals)
cyclizine,Ciclizina [INN-Spanish],Synonym(Chemicals)
cyclizine,Cyclizine Chloride,Synonym(Chemicals)
cyclizine,Cyclizine Hydrochloride,Synonym(Chemicals)
cyclizine,Cyclizinum [INN-Latin],Synonym(Chemicals)
PA164742937,ChEBI:CHEBI:3994,Cross_reference(Chemicals)
PA164742937,ChemSpider:6470,Cross_reference(Chemicals)
PA164742937,DrugBank:DB01176,Cross_reference(Chemicals)
PA164742937,Drugs Product Database (DPD):00004448,Cross_reference(Chemicals)
PA164742937,KEGG Compound:C06930,Cross_reference(Chemicals)
PA164742937,KEGG Drug:D03621,Cross_reference(Chemicals)
PA164742937,PubChem Compound:6726,Cross_reference(Chemicals)
PA164742937,PubChem Substance:46506232,Cross_reference(Chemicals)
PA164742937,PubChem Substance:9147,Cross_reference(Chemicals)
PA164742937,Therapeutic Targets Database:DAP000337,Cross_reference(Chemicals)
PA164742937,URL:http://en.wikipedia.org/wiki/Cyclizine,Cross_reference(Chemicals)
PA164742937,ATC:R06AE03,External_vocabulary(Chemicals)
PA164742937,UMLS:C0010547,External_vocabulary(Chemicals)
PA164742937,RxNorm:2977,External_vocabulary(Chemicals)
PA164742937,NDFRT:N0000147790,External_vocabulary(Chemicals)
cyclobenzaprine,PA449160,Name-PharmGKB_Id(Chemicals)
PA449160,cyclobenzaprine,PharmGKB_Id-Name(Chemicals)
cyclobenzaprine,Cyclobenzaprine HCL,Synonym(Chemicals)
PA449160,ChEBI:CHEBI:3996,Cross_reference(Chemicals)
PA449160,Chemical Abstracts Service:6202-23-9,Cross_reference(Chemicals)
PA449160,ChemSpider:2792,Cross_reference(Chemicals)
PA449160,DrugBank:DB00924,Cross_reference(Chemicals)
PA449160,Drugs Product Database (DPD):02249359,Cross_reference(Chemicals)
PA449160,FDA Drug Label at DailyMed:c21a7f59-09c3-485a-b6d9-3b784b7e9042,Cross_reference(Chemicals)
PA449160,KEGG Compound:C06931,Cross_reference(Chemicals)
PA449160,National Drug Code Directory:0179-0057-30,Cross_reference(Chemicals)
PA449160,PubChem Compound:2895,Cross_reference(Chemicals)
PA449160,PubChem Substance:46508313,Cross_reference(Chemicals)
PA449160,PubChem Substance:9148,Cross_reference(Chemicals)
PA449160,Therapeutic Targets Database:DAP000891,Cross_reference(Chemicals)
PA449160,URL:http://en.wikipedia.org/wiki/Cyclobenzaprine,Cross_reference(Chemicals)
PA449160,MeSH:C004704,External_vocabulary(Chemicals)
PA449160,ATC:M03BX08,External_vocabulary(Chemicals)
PA449160,UMLS:C0056732,External_vocabulary(Chemicals)
PA449160,RxNorm:21949,External_vocabulary(Chemicals)
PA449160,NDFRT:N0000147791,External_vocabulary(Chemicals)
cyclopentolate,PA164743019,Name-PharmGKB_Id(Chemicals)
PA164743019,cyclopentolate,PharmGKB_Id-Name(Chemicals)
cyclopentolate,Ciclopentolato [INN-Spanish],Synonym(Chemicals)
cyclopentolate,Cyclopentoiate,Synonym(Chemicals)
cyclopentolate,Cyclopentolate HCL,Synonym(Chemicals)
cyclopentolate,Cyclopentolatum [INN-Latin],Synonym(Chemicals)
cyclopentolate,Cyclopentylate,Synonym(Chemicals)
cyclopentolate,Diopentolate,Synonym(Chemicals)
PA164743019,ChEBI:CHEBI:4024,Cross_reference(Chemicals)
PA164743019,ChemSpider:2802,Cross_reference(Chemicals)
PA164743019,DrugBank:DB00979,Cross_reference(Chemicals)
PA164743019,Drugs Product Database (DPD):02148382,Cross_reference(Chemicals)
PA164743019,FDA Drug Label at DailyMed:1d008c76-7210-4ace-90fa-7cd22762e12e,Cross_reference(Chemicals)
PA164743019,KEGG Compound:C06932,Cross_reference(Chemicals)
PA164743019,National Drug Code Directory:0065-0395-15,Cross_reference(Chemicals)
PA164743019,PubChem Compound:2905,Cross_reference(Chemicals)
PA164743019,PubChem Substance:46504517,Cross_reference(Chemicals)
PA164743019,PubChem Substance:9149,Cross_reference(Chemicals)
PA164743019,Therapeutic Targets Database:DAP001111,Cross_reference(Chemicals)
PA164743019,URL:http://en.wikipedia.org/wiki/Cyclopentolate,Cross_reference(Chemicals)
PA164743019,ATC:S01FA04,External_vocabulary(Chemicals)
PA164743019,UMLS:C0010582,External_vocabulary(Chemicals)
PA164743019,RxNorm:3001,External_vocabulary(Chemicals)
PA164743019,NDFRT:N0000147792,External_vocabulary(Chemicals)
cyclophosphamide,PA449165,Name-PharmGKB_Id(Chemicals)
PA449165,cyclophosphamide,PharmGKB_Id-Name(Chemicals)
cyclophosphamide,cyclophosphamide,Synonym(Chemicals)
PA449165,ChEBI:CHEBI:4027,Cross_reference(Chemicals)
PA449165,Chemical Abstracts Service:50-18-0,Cross_reference(Chemicals)
PA449165,ChemSpider:2804,Cross_reference(Chemicals)
PA449165,ClinicalTrials.gov:NCT00131963,Cross_reference(Chemicals)
PA449165,ClinicalTrials.gov:NCT00235235,Cross_reference(Chemicals)
PA449165,ClinicalTrials.gov:NCT00352872,Cross_reference(Chemicals)
PA449165,ClinicalTrials.gov:NCT00445744,Cross_reference(Chemicals)
PA449165,ClinicalTrials.gov:NCT00549848,Cross_reference(Chemicals)
PA449165,ClinicalTrials.gov:NCT00589901,Cross_reference(Chemicals)
PA449165,ClinicalTrials.gov:NCT00611351,Cross_reference(Chemicals)
PA449165,ClinicalTrials.gov:NCT00897871,Cross_reference(Chemicals)
PA449165,ClinicalTrials.gov:NCT00994968,Cross_reference(Chemicals)
PA449165,ClinicalTrials.gov:NCT01176799,Cross_reference(Chemicals)
PA449165,ClinicalTrials.gov:NCT01462253,Cross_reference(Chemicals)
PA449165,ClinicalTrials.gov:NCT01540110,Cross_reference(Chemicals)
PA449165,ClinicalTrials.gov:NCT01554371,Cross_reference(Chemicals)
PA449165,ClinicalTrials.gov:NCT01606878,Cross_reference(Chemicals)
PA449165,ClinicalTrials.gov:NCT01690702,Cross_reference(Chemicals)
PA449165,ClinicalTrials.gov:NCT01959490,Cross_reference(Chemicals)
PA449165,DrugBank:DB00531,Cross_reference(Chemicals)
PA449165,Drugs Product Database (DPD):02241797,Cross_reference(Chemicals)
PA449165,FDA Drug Label at DailyMed:1bd19d11-477e-4b4d-8d1d-4b376a403140,Cross_reference(Chemicals)
PA449165,FDA Drug Label at DailyMed:367b47d7-c4de-4b39-bd3a-69c29d80396f,Cross_reference(Chemicals)
PA449165,KEGG Drug:D00287,Cross_reference(Chemicals)
PA449165,National Drug Code Directory:0054-4129-25,Cross_reference(Chemicals)
PA449165,PubChem Compound:2907,Cross_reference(Chemicals)
PA449165,PubChem Substance:148529,Cross_reference(Chemicals)
PA449165,PubChem Substance:46505441,Cross_reference(Chemicals)
PA449165,Therapeutic Targets Database:DAP000532,Cross_reference(Chemicals)
PA449165,URL:http://en.wikipedia.org/wiki/Cyclophosphamide,Cross_reference(Chemicals)
PA449165,ATC:L01AA01,External_vocabulary(Chemicals)
PA449165,UMLS:C0010583,External_vocabulary(Chemicals)
PA449165,RxNorm:3002,External_vocabulary(Chemicals)
PA449165,NDFRT:N0000146452,External_vocabulary(Chemicals)
cycloserine,PA164764600,Name-PharmGKB_Id(Chemicals)
PA164764600,cycloserine,PharmGKB_Id-Name(Chemicals)
cycloserine,Cicloserina,Synonym(Chemicals)
cycloserine,D-CS,Synonym(Chemicals)
cycloserine,D-Cycloserine,Synonym(Chemicals)
cycloserine,D-Cycloserine synth. BP 88,Synonym(Chemicals)
cycloserine,"D-Cycloserine, synthetic",Synonym(Chemicals)
cycloserine,D-Oxamicina,Synonym(Chemicals)
cycloserine,D-Oxamycin,Synonym(Chemicals)
cycloserine,DL-Cycloserine,Synonym(Chemicals)
cycloserine,L-Cycloserine,Synonym(Chemicals)
cycloserine,alpha-Cycloserine,Synonym(Chemicals)
PA164764600,BindingDB:50016698,Cross_reference(Chemicals)
PA164764600,ChEBI:CHEBI:40009,Cross_reference(Chemicals)
PA164764600,Chemical Abstracts Service:68-41-7,Cross_reference(Chemicals)
PA164764600,DrugBank:DB00260,Cross_reference(Chemicals)
PA164764600,Drugs Product Database (DPD):02032414,Cross_reference(Chemicals)
PA164764600,FDA Drug Label at DailyMed:13cd5f93-33f2-4ff7-bf96-e8357256041b,Cross_reference(Chemicals)
PA164764600,KEGG Compound:C06682,Cross_reference(Chemicals)
PA164764600,National Drug Code Directory:0002-0604-40,Cross_reference(Chemicals)
PA164764600,PubChem Compound:401,Cross_reference(Chemicals)
PA164764600,PubChem Substance:8907,Cross_reference(Chemicals)
PA164764600,Therapeutic Targets Database:DAP001468,Cross_reference(Chemicals)
PA164764600,URL:http://en.wikipedia.org/wiki/Cycloserine,Cross_reference(Chemicals)
PA164764600,ATC:J04AB01,External_vocabulary(Chemicals)
PA164764600,UMLS:C0010590,External_vocabulary(Chemicals)
PA164764600,RxNorm:3007,External_vocabulary(Chemicals)
PA164764600,NDFRT:N0000147483,External_vocabulary(Chemicals)
cyclosporine,PA449167,Name-PharmGKB_Id(Chemicals)
PA449167,cyclosporine,PharmGKB_Id-Name(Chemicals)
cyclosporine,Ciclosporin,Synonym(Chemicals)
cyclosporine,Cyclosporin,Synonym(Chemicals)
cyclosporine,Cyclosporin A,Synonym(Chemicals)
cyclosporine,cyclosporine,Synonym(Chemicals)
PA449167,ChEBI:CHEBI:4031,Cross_reference(Chemicals)
PA449167,Chemical Abstracts Service:59865-13-3,Cross_reference(Chemicals)
PA449167,ClinicalTrials.gov:NCT00337493,Cross_reference(Chemicals)
PA449167,ClinicalTrials.gov:NCT01760356,Cross_reference(Chemicals)
PA449167,DrugBank:DB00091,Cross_reference(Chemicals)
PA449167,Drugs Product Database (DPD):00593257,Cross_reference(Chemicals)
PA449167,FDA Drug Label at DailyMed:5e5926a7-1de0-4b54-a5c0-286b6200ff82,Cross_reference(Chemicals)
PA449167,KEGG Compound:C05086,Cross_reference(Chemicals)
PA449167,KEGG Drug:D00184,Cross_reference(Chemicals)
PA449167,National Drug Code Directory:0078-0240-15,Cross_reference(Chemicals)
PA449167,PubChem Compound:6435893,Cross_reference(Chemicals)
PA449167,PubChem Substance:199551,Cross_reference(Chemicals)
PA449167,Therapeutic Targets Database:DNC001177,Cross_reference(Chemicals)
PA449167,URL:http://en.wikipedia.org/wiki/Cyclosporine,Cross_reference(Chemicals)
PA449167,ATC:L04AD01,External_vocabulary(Chemicals)
PA449167,ATC:S01XA18,External_vocabulary(Chemicals)
PA449167,UMLS:C0010592,External_vocabulary(Chemicals)
PA449167,RxNorm:3008,External_vocabulary(Chemicals)
PA449167,NDFRT:N0000147064,External_vocabulary(Chemicals)
cyclosporine am1,PA166131534,Name-PharmGKB_Id(Chemicals)
PA166131534,cyclosporine am1,PharmGKB_Id-Name(Chemicals)
PA166131534,PubChem Compound:10653928,Cross_reference(Chemicals)
cyclosporine am4n,PA166131535,Name-PharmGKB_Id(Chemicals)
PA166131535,cyclosporine am4n,PharmGKB_Id-Name(Chemicals)
PA166131535,PubChem Compound:11115853,Cross_reference(Chemicals)
cyclosporine am9,PA166131536,Name-PharmGKB_Id(Chemicals)
PA166131536,cyclosporine am9,PharmGKB_Id-Name(Chemicals)
PA166131536,PubChem Compound:10260788,Cross_reference(Chemicals)
cyclothiazide,PA449168,Name-PharmGKB_Id(Chemicals)
PA449168,cyclothiazide,PharmGKB_Id-Name(Chemicals)
cyclothiazide,Ciclotiazida [INN-Spanish],Synonym(Chemicals)
cyclothiazide,Ciclotiazide [DCIT],Synonym(Chemicals)
cyclothiazide,Cyclothiazidum [INN-Latin],Synonym(Chemicals)
PA449168,BindingDB:50192229,Cross_reference(Chemicals)
PA449168,ChEBI:CHEBI:31448,Cross_reference(Chemicals)
PA449168,Chemical Abstracts Service:2259-96-3,Cross_reference(Chemicals)
PA449168,ChemSpider:2807,Cross_reference(Chemicals)
PA449168,DrugBank:DB00606,Cross_reference(Chemicals)
PA449168,HET:CYZ,Cross_reference(Chemicals)
PA449168,KEGG Compound:C12685,Cross_reference(Chemicals)
PA449168,KEGG Drug:D01256,Cross_reference(Chemicals)
PA449168,PDB:CYZ,Cross_reference(Chemicals)
PA449168,PubChem Compound:2910,Cross_reference(Chemicals)
PA449168,PubChem Substance:46508269,Cross_reference(Chemicals)
PA449168,PubChem Substance:583075,Cross_reference(Chemicals)
PA449168,Therapeutic Targets Database:DAP000604,Cross_reference(Chemicals)
PA449168,MeSH:C004639,External_vocabulary(Chemicals)
PA449168,ATC:C03AA09,External_vocabulary(Chemicals)
PA449168,UMLS:C0056831,External_vocabulary(Chemicals)
PA449168,RxNorm:22033,External_vocabulary(Chemicals)
PA449168,NDFRT:N0000145889,External_vocabulary(Chemicals)
cycrimine,PA164749387,Name-PharmGKB_Id(Chemicals)
PA164749387,cycrimine,PharmGKB_Id-Name(Chemicals)
cycrimine,Cycrimine hydrochloride,Synonym(Chemicals)
PA164749387,ChEBI:CHEBI:59692,Cross_reference(Chemicals)
PA164749387,ChemSpider:2808,Cross_reference(Chemicals)
PA164749387,DrugBank:DB00942,Cross_reference(Chemicals)
PA164749387,PubChem Compound:2911,Cross_reference(Chemicals)
PA164749387,PubChem Substance:10535560,Cross_reference(Chemicals)
PA164749387,PubChem Substance:46506736,Cross_reference(Chemicals)
PA164749387,Therapeutic Targets Database:DAP001120,Cross_reference(Chemicals)
PA164749387,MeSH:C012262,External_vocabulary(Chemicals)
PA164749387,UMLS:C0056835,External_vocabulary(Chemicals)
PA164749387,RxNorm:22037,External_vocabulary(Chemicals)
cyproheptadine,PA164749366,Name-PharmGKB_Id(Chemicals)
PA164749366,cyproheptadine,PharmGKB_Id-Name(Chemicals)
PA164749366,BindingDB:50017721,Cross_reference(Chemicals)
PA164749366,ChEBI:CHEBI:4046,Cross_reference(Chemicals)
PA164749366,ChemSpider:2810,Cross_reference(Chemicals)
PA164749366,DrugBank:DB00434,Cross_reference(Chemicals)
PA164749366,Drugs Product Database (DPD):02245668,Cross_reference(Chemicals)
PA164749366,FDA Drug Label at DailyMed:963ded24-0367-44ca-a68d-66c385e76e69,Cross_reference(Chemicals)
PA164749366,IUPHAR Ligand:277,Cross_reference(Chemicals)
PA164749366,National Drug Code Directory:49884-043-01,Cross_reference(Chemicals)
PA164749366,PubChem Compound:2913,Cross_reference(Chemicals)
PA164749366,PubChem Substance:46508613,Cross_reference(Chemicals)
PA164749366,PubChem Substance:597387,Cross_reference(Chemicals)
PA164749366,Therapeutic Targets Database:DAP000103,Cross_reference(Chemicals)
PA164749366,URL:http://en.wikipedia.org/wiki/Cyproheptadine,Cross_reference(Chemicals)
PA164749366,ATC:R06AX02,External_vocabulary(Chemicals)
PA164749366,UMLS:C0010620,External_vocabulary(Chemicals)
PA164749366,RxNorm:3013,External_vocabulary(Chemicals)
PA164749366,NDFRT:N0000147793,External_vocabulary(Chemicals)
cyproterone,PA10049,Name-PharmGKB_Id(Chemicals)
PA10049,cyproterone,PharmGKB_Id-Name(Chemicals)
cyproterone,Cyproterone acetate,Synonym(Chemicals)
PA10049,ChEBI:CHEBI:50742,Cross_reference(Chemicals)
PA10049,Chemical Abstracts Service:427-51-0,Cross_reference(Chemicals)
PA10049,ChemSpider:4447594,Cross_reference(Chemicals)
PA10049,DrugBank:DB04839,Cross_reference(Chemicals)
PA10049,Drugs Product Database (DPD):00704423,Cross_reference(Chemicals)
PA10049,PubChem Compound:5284537,Cross_reference(Chemicals)
PA10049,PubChem Substance:11039334,Cross_reference(Chemicals)
PA10049,PubChem Substance:46506931,Cross_reference(Chemicals)
