head,tail,relation
Fetal Growth Retardation,"Growth Retardation, Intrauterine",Synonym(Phenotypes)
Fetal Growth Retardation,IUGR,Synonym(Phenotypes)
Fetal Growth Retardation,Intrauterine Growth Retardation,Synonym(Phenotypes)
Fetal Growth Retardation,Intrauterine growth retardation,Synonym(Phenotypes)
Fetal Growth Retardation,Microsomia,Synonym(Phenotypes)
Fetal Growth Retardation,Microsomic baby,Synonym(Phenotypes)
Fetal Growth Retardation,Poor fetal growth,Synonym(Phenotypes)
Fetal Growth Retardation,Poor fetal growth state,Synonym(Phenotypes)
Fetal Growth Retardation,"Retardation, Fetal Growth",Synonym(Phenotypes)
Fetal Growth Retardation,"Retardation, Intrauterine Growth",Synonym(Phenotypes)
PA444172,MeSH:D005317,External_vocabulary(Phenotypes)
PA444172,SnoMedCT:22033007,External_vocabulary(Phenotypes)
PA444172,SnoMedCT:268815007,External_vocabulary(Phenotypes)
PA444172,UMLS:C0015934,External_vocabulary(Phenotypes)
PA444172,MedDRA:10054746,External_vocabulary(Phenotypes)
PA444172,NDFRT:N0000001235,External_vocabulary(Phenotypes)
Fetal-maternal hemorrhage NOS,PA165109126,Name-PharmGKB_Id(Phenotypes)
PA165109126,Fetal-maternal hemorrhage NOS,PharmGKB_Id-Name(Phenotypes)
PA165109126,MeSH:D005331,External_vocabulary(Phenotypes)
PA165109126,SnoMedCT:199579002,External_vocabulary(Phenotypes)
PA165109126,UMLS:C0015959,External_vocabulary(Phenotypes)
PA165109126,MedDRA:10054389,External_vocabulary(Phenotypes)
PA165109126,NDFRT:N0000001241,External_vocabulary(Phenotypes)
Fetal-maternal hemorrhage unspecified,PA165108354,Name-PharmGKB_Id(Phenotypes)
PA165108354,Fetal-maternal hemorrhage unspecified,PharmGKB_Id-Name(Phenotypes)
PA165108354,MeSH:D005331,External_vocabulary(Phenotypes)
PA165108354,SnoMedCT:199576009,External_vocabulary(Phenotypes)
PA165108354,UMLS:C0015959,External_vocabulary(Phenotypes)
PA165108354,MedDRA:10054389,External_vocabulary(Phenotypes)
PA165108354,NDFRT:N0000001241,External_vocabulary(Phenotypes)
Fever,PA444178,Name-PharmGKB_Id(Phenotypes)
PA444178,Fever,PharmGKB_Id-Name(Phenotypes)
Fever,Body temperature above normal,Synonym(Phenotypes)
Fever,Body temperature above reference range,Synonym(Phenotypes)
Fever,Febrile,Synonym(Phenotypes)
Fever,Fevers,Synonym(Phenotypes)
Fever,Has a temperature,Synonym(Phenotypes)
Fever,Hyperthermia,Synonym(Phenotypes)
Fever,Hyperthermias,Synonym(Phenotypes)
Fever,Increased body temperature,Synonym(Phenotypes)
Fever,Pyrexia,Synonym(Phenotypes)
Fever,Pyrexia [D],Synonym(Phenotypes)
Fever,Pyrexias,Synonym(Phenotypes)
Fever,Temperature elevated,Synonym(Phenotypes)
Fever,Temperature raised,Synonym(Phenotypes)
PA444178,MeSH:D005334,External_vocabulary(Phenotypes)
PA444178,SnoMedCT:274234009,External_vocabulary(Phenotypes)
PA444178,SnoMedCT:367493005,External_vocabulary(Phenotypes)
PA444178,SnoMedCT:386661006,External_vocabulary(Phenotypes)
PA444178,SnoMedCT:50177009,External_vocabulary(Phenotypes)
PA444178,UMLS:C0015967,External_vocabulary(Phenotypes)
PA444178,MedDRA:10005911,External_vocabulary(Phenotypes)
PA444178,NDFRT:N0000001242,External_vocabulary(Phenotypes)
Fibro-osteoma,PA165108194,Name-PharmGKB_Id(Phenotypes)
PA165108194,Fibro-osteoma,PharmGKB_Id-Name(Phenotypes)
Fibro-osteoma,Osteofibroma,Synonym(Phenotypes)
Fibro-osteoma,Osteofibroma - disorder,Synonym(Phenotypes)
PA165108194,MeSH:D018214,External_vocabulary(Phenotypes)
PA165108194,SnoMedCT:302862001,External_vocabulary(Phenotypes)
PA165108194,UMLS:C0206640,External_vocabulary(Phenotypes)
PA165108194,NDFRT:N0000003688,External_vocabulary(Phenotypes)
Fibroadenoma,PA446609,Name-PharmGKB_Id(Phenotypes)
PA446609,Fibroadenoma,PharmGKB_Id-Name(Phenotypes)
Fibroadenoma,"Fibroadenoma, no ICD-O subtype",Synonym(Phenotypes)
Fibroadenoma,Fibroadenomas,Synonym(Phenotypes)
PA446609,MeSH:D018226,External_vocabulary(Phenotypes)
PA446609,SnoMedCT:65877006,External_vocabulary(Phenotypes)
PA446609,UMLS:C0206650,External_vocabulary(Phenotypes)
PA446609,MedDRA:10063384,External_vocabulary(Phenotypes)
PA446609,NDFRT:N0000003700,External_vocabulary(Phenotypes)
Fibrocystic disease of breast,PA165108623,Name-PharmGKB_Id(Phenotypes)
PA165108623,Fibrocystic disease of breast,PharmGKB_Id-Name(Phenotypes)
Fibrocystic disease of breast,Chronic cystic mastitis,Synonym(Phenotypes)
Fibrocystic disease of breast,Schimmelbusch's disease,Synonym(Phenotypes)
PA165108623,MeSH:D005348,External_vocabulary(Phenotypes)
PA165108623,SnoMedCT:27431007,External_vocabulary(Phenotypes)
PA165108623,UMLS:C0016034,External_vocabulary(Phenotypes)
PA165108623,MedDRA:10006222,External_vocabulary(Phenotypes)
PA165108623,NDFRT:N0000001244,External_vocabulary(Phenotypes)
Fibroma,PA444181,Name-PharmGKB_Id(Phenotypes)
PA444181,Fibroma,PharmGKB_Id-Name(Phenotypes)
Fibroma,Fibroma durum,Synonym(Phenotypes)
Fibroma,"Fibroma, NOS",Synonym(Phenotypes)
Fibroma,"Fibroma, no ICD-O subtype",Synonym(Phenotypes)
Fibroma,Fibromas,Synonym(Phenotypes)
Fibroma,Fibromatoses,Synonym(Phenotypes)
Fibroma,Fibromatosis,Synonym(Phenotypes)
Fibroma,Fibromyxoma,Synonym(Phenotypes)
Fibroma,Fibromyxomas,Synonym(Phenotypes)
Fibroma,Myxofibroma,Synonym(Phenotypes)
Fibroma,Myxofibromas,Synonym(Phenotypes)
PA444181,MeSH:D005350,External_vocabulary(Phenotypes)
PA444181,SnoMedCT:112682009,External_vocabulary(Phenotypes)
PA444181,SnoMedCT:424568000,External_vocabulary(Phenotypes)
PA444181,UMLS:C0016045,External_vocabulary(Phenotypes)
PA444181,MedDRA:10016629,External_vocabulary(Phenotypes)
PA444181,NDFRT:N0000001245,External_vocabulary(Phenotypes)
"Fibromatosis, Aggressive",PA446605,Name-PharmGKB_Id(Phenotypes)
PA446605,"Fibromatosis, Aggressive",PharmGKB_Id-Name(Phenotypes)
"Fibromatosis, Aggressive",Aggressive Fibromatoses,Synonym(Phenotypes)
"Fibromatosis, Aggressive",Aggressive Fibromatosis,Synonym(Phenotypes)
"Fibromatosis, Aggressive",Aggressive fibromatosis,Synonym(Phenotypes)
"Fibromatosis, Aggressive",Deep fibromatosis,Synonym(Phenotypes)
"Fibromatosis, Aggressive",Desmoid,Synonym(Phenotypes)
"Fibromatosis, Aggressive",Desmoid fibromatosis,Synonym(Phenotypes)
"Fibromatosis, Aggressive","Desmoid, NOS",Synonym(Phenotypes)
"Fibromatosis, Aggressive",Desmoids,Synonym(Phenotypes)
"Fibromatosis, Aggressive","Fibromatoses, Aggressive",Synonym(Phenotypes)
"Fibromatosis, Aggressive",Invasive fibroma,Synonym(Phenotypes)
"Fibromatosis, Aggressive",Pseudosarcomatous fibromatosis,Synonym(Phenotypes)
PA446605,MeSH:D018222,External_vocabulary(Phenotypes)
PA446605,SnoMedCT:399994005,External_vocabulary(Phenotypes)
PA446605,SnoMedCT:400055004,External_vocabulary(Phenotypes)
PA446605,SnoMedCT:47284001,External_vocabulary(Phenotypes)
PA446605,UMLS:C0079218,External_vocabulary(Phenotypes)
PA446605,MedDRA:10059353,External_vocabulary(Phenotypes)
PA446605,NDFRT:N0000003696,External_vocabulary(Phenotypes)
Fibromuscular Dysplasia,PA444183,Name-PharmGKB_Id(Phenotypes)
PA444183,Fibromuscular Dysplasia,PharmGKB_Id-Name(Phenotypes)
Fibromuscular Dysplasia,Arterial fibromuscular dysplasia,Synonym(Phenotypes)
Fibromuscular Dysplasia,"Dysplasia, Fibromuscular",Synonym(Phenotypes)
Fibromuscular Dysplasia,"Dysplasias, Fibromuscular",Synonym(Phenotypes)
Fibromuscular Dysplasia,FMD - Fibromuscular dysplasia,Synonym(Phenotypes)
Fibromuscular Dysplasia,Fibromuscular Dysplasias,Synonym(Phenotypes)
Fibromuscular Dysplasia,Fibromuscular dysplasia,Synonym(Phenotypes)
PA444183,MeSH:D005352,External_vocabulary(Phenotypes)
PA444183,SnoMedCT:195370007,External_vocabulary(Phenotypes)
PA444183,SnoMedCT:31653004,External_vocabulary(Phenotypes)
PA444183,SnoMedCT:359553002,External_vocabulary(Phenotypes)
PA444183,UMLS:C0016052,External_vocabulary(Phenotypes)
PA444183,MedDRA:10054794,External_vocabulary(Phenotypes)
PA444183,NDFRT:N0000001247,External_vocabulary(Phenotypes)
Fibromyalgia,PA444186,Name-PharmGKB_Id(Phenotypes)
PA444186,Fibromyalgia,PharmGKB_Id-Name(Phenotypes)
Fibromyalgia,Diffuse Myofascial Pain Syndrome,Synonym(Phenotypes)
Fibromyalgia,Diffuse myofascial pain syndrome,Synonym(Phenotypes)
Fibromyalgia,Fibromyalgia Fibromyositis Syndrome,Synonym(Phenotypes)
Fibromyalgia,"Fibromyalgia, NOS",Synonym(Phenotypes)
Fibromyalgia,"Fibromyalgia, Primary",Synonym(Phenotypes)
Fibromyalgia,"Fibromyalgia, Secondary",Synonym(Phenotypes)
Fibromyalgia,Fibromyalgia-Fibromyositis Syndrome,Synonym(Phenotypes)
Fibromyalgia,Fibromyalgia-Fibromyositis Syndromes,Synonym(Phenotypes)
Fibromyalgia,Fibromyalgias,Synonym(Phenotypes)
Fibromyalgia,"Fibromyalgias, Primary",Synonym(Phenotypes)
Fibromyalgia,"Fibromyalgias, Secondary",Synonym(Phenotypes)
Fibromyalgia,Fibromyositis,Synonym(Phenotypes)
Fibromyalgia,Fibromyositis Fibromyalgia Syndrome,Synonym(Phenotypes)
Fibromyalgia,Fibromyositis NOS,Synonym(Phenotypes)
Fibromyalgia,"Fibromyositis, NOS",Synonym(Phenotypes)
Fibromyalgia,Fibromyositis-Fibromyalgia Syndrome,Synonym(Phenotypes)
Fibromyalgia,Fibromyositis-Fibromyalgia Syndromes,Synonym(Phenotypes)
Fibromyalgia,Fibrositides,Synonym(Phenotypes)
Fibromyalgia,Fibrositis,Synonym(Phenotypes)
Fibromyalgia,Fibrositis unspecified,Synonym(Phenotypes)
Fibromyalgia,"Fibrositis, NOS",Synonym(Phenotypes)
Fibromyalgia,MPDS - Myofacial pain dysfunction syndrome,Synonym(Phenotypes)
Fibromyalgia,Muscular Rheumatism,Synonym(Phenotypes)
Fibromyalgia,Muscular rheumatism,Synonym(Phenotypes)
Fibromyalgia,Myofacial pain dysfunction syndrome,Synonym(Phenotypes)
Fibromyalgia,"Myofascial Pain Syndrome, Diffuse",Synonym(Phenotypes)
Fibromyalgia,Myofascial pain syndrome,Synonym(Phenotypes)
Fibromyalgia,Primary Fibromyalgia,Synonym(Phenotypes)
Fibromyalgia,Primary Fibromyalgias,Synonym(Phenotypes)
Fibromyalgia,"Rheumatism, Muscular",Synonym(Phenotypes)
Fibromyalgia,Secondary Fibromyalgia,Synonym(Phenotypes)
Fibromyalgia,Secondary Fibromyalgias,Synonym(Phenotypes)
Fibromyalgia,"Syndrome, Fibromyalgia-Fibromyositis",Synonym(Phenotypes)
Fibromyalgia,"Syndrome, Fibromyositis-Fibromyalgia",Synonym(Phenotypes)
Fibromyalgia,"Syndromes, Fibromyalgia-Fibromyositis",Synonym(Phenotypes)
Fibromyalgia,"Syndromes, Fibromyositis-Fibromyalgia",Synonym(Phenotypes)
PA444186,MeSH:D005356,External_vocabulary(Phenotypes)
PA444186,SnoMedCT:203101004,External_vocabulary(Phenotypes)
PA444186,SnoMedCT:203102006,External_vocabulary(Phenotypes)
PA444186,SnoMedCT:203111006,External_vocabulary(Phenotypes)
PA444186,SnoMedCT:24693007,External_vocabulary(Phenotypes)
PA444186,SnoMedCT:56557000,External_vocabulary(Phenotypes)
PA444186,UMLS:C0016053,External_vocabulary(Phenotypes)
PA444186,MedDRA:10048439,External_vocabulary(Phenotypes)
PA444186,NDFRT:N0000001250,External_vocabulary(Phenotypes)
Fibrosarcoma,PA444184,Name-PharmGKB_Id(Phenotypes)
PA444184,Fibrosarcoma,PharmGKB_Id-Name(Phenotypes)
Fibrosarcoma,Fibrosarcomas,Synonym(Phenotypes)
PA444184,MeSH:D005354,External_vocabulary(Phenotypes)
PA444184,SnoMedCT:53654007,External_vocabulary(Phenotypes)
PA444184,UMLS:C0016057,External_vocabulary(Phenotypes)
PA444184,MedDRA:10016632,External_vocabulary(Phenotypes)
PA444184,NDFRT:N0000001248,External_vocabulary(Phenotypes)
Fibrosis,PA444185,Name-PharmGKB_Id(Phenotypes)
PA444185,Fibrosis,PharmGKB_Id-Name(Phenotypes)
Fibrosis,Cirrhosis,Synonym(Phenotypes)
Fibrosis,Desmoplasia,Synonym(Phenotypes)
Fibrosis,Fibroplasia,Synonym(Phenotypes)
Fibrosis,"Fibroplasia, NOS",Synonym(Phenotypes)
Fibrosis,Fibroses,Synonym(Phenotypes)
Fibrosis,"Fibrosis, NOS",Synonym(Phenotypes)
Fibrosis,Fibrous thickening,Synonym(Phenotypes)
PA444185,MeSH:D005355,External_vocabulary(Phenotypes)
PA444185,SnoMedCT:112674009,External_vocabulary(Phenotypes)
PA444185,SnoMedCT:263756000,External_vocabulary(Phenotypes)
PA444185,UMLS:C0016059,External_vocabulary(Phenotypes)
PA444185,MedDRA:10016642,External_vocabulary(Phenotypes)
PA444185,NDFRT:N0000001249,External_vocabulary(Phenotypes)
"Fibrous Dysplasia, Polyostotic",PA444189,Name-PharmGKB_Id(Phenotypes)
PA444189,"Fibrous Dysplasia, Polyostotic",PharmGKB_Id-Name(Phenotypes)
"Fibrous Dysplasia, Polyostotic",Albright Syndrome,Synonym(Phenotypes)
"Fibrous Dysplasia, Polyostotic",Albright's Syndrome,Synonym(Phenotypes)
"Fibrous Dysplasia, Polyostotic",Albrights Syndrome,Synonym(Phenotypes)
"Fibrous Dysplasia, Polyostotic","Dysplasia, Polyostotic Fibrous",Synonym(Phenotypes)
"Fibrous Dysplasia, Polyostotic","Dysplasias, Polyostotic Fibrous",Synonym(Phenotypes)
"Fibrous Dysplasia, Polyostotic","Fibrous Dysplasias, Polyostotic",Synonym(Phenotypes)
"Fibrous Dysplasia, Polyostotic",McCune Albright Syndrome,Synonym(Phenotypes)
"Fibrous Dysplasia, Polyostotic",McCune-Albright Syndrome,Synonym(Phenotypes)
"Fibrous Dysplasia, Polyostotic",Osteitis fibrosa disseminata,Synonym(Phenotypes)
"Fibrous Dysplasia, Polyostotic",Polyostotic Fibrous Dysplasia,Synonym(Phenotypes)
"Fibrous Dysplasia, Polyostotic",Polyostotic Fibrous Dysplasias,Synonym(Phenotypes)
"Fibrous Dysplasia, Polyostotic",Polyostotic fibrous dysplasia,Synonym(Phenotypes)
"Fibrous Dysplasia, Polyostotic","Polyostotic fibrous dysplasia of bone, NOS",Synonym(Phenotypes)
"Fibrous Dysplasia, Polyostotic","Syndrome, Albright's",Synonym(Phenotypes)
"Fibrous Dysplasia, Polyostotic","Syndrome, McCune-Albright",Synonym(Phenotypes)
PA444189,MeSH:D005359,External_vocabulary(Phenotypes)
PA444189,SnoMedCT:36517007,External_vocabulary(Phenotypes)
PA444189,UMLS:C0016065,External_vocabulary(Phenotypes)
PA444189,MedDRA:10036120,External_vocabulary(Phenotypes)
PA444189,NDFRT:N0000001253,External_vocabulary(Phenotypes)
Filariasis,PA444190,Name-PharmGKB_Id(Phenotypes)
PA444190,Filariasis,PharmGKB_Id-Name(Phenotypes)
Filariasis,Elaeophoriases,Synonym(Phenotypes)
Filariasis,Elaeophoriasis,Synonym(Phenotypes)
Filariasis,Filariases,Synonym(Phenotypes)
Filariasis,Filarioidea Infection,Synonym(Phenotypes)
Filariasis,Filarioidea Infections,Synonym(Phenotypes)
Filariasis,Filariosis,Synonym(Phenotypes)
Filariasis,"Infection, Filarioidea",Synonym(Phenotypes)
Filariasis,"Infections, Filarioidea",Synonym(Phenotypes)
PA444190,MeSH:D005368,External_vocabulary(Phenotypes)
PA444190,SnoMedCT:105706003,External_vocabulary(Phenotypes)
PA444190,SnoMedCT:187161002,External_vocabulary(Phenotypes)
PA444190,UMLS:C0016085,External_vocabulary(Phenotypes)
PA444190,MedDRA:10016674,External_vocabulary(Phenotypes)
PA444190,NDFRT:N0000001254,External_vocabulary(Phenotypes)
Fisher's syndrome,PA165109031,Name-PharmGKB_Id(Phenotypes)
PA165109031,Fisher's syndrome,PharmGKB_Id-Name(Phenotypes)
Fisher's syndrome,Miller-Fisher syndrome,Synonym(Phenotypes)
Fisher's syndrome,Miller-Fisher variant of Guillain-Barre syndrome,Synonym(Phenotypes)
Fisher's syndrome,"Ophthalmoplegia, ataxia, areflexia syndrome",Synonym(Phenotypes)
PA165109031,MeSH:D019846,External_vocabulary(Phenotypes)
PA165109031,SnoMedCT:1767005,External_vocabulary(Phenotypes)
PA165109031,UMLS:C0393799,External_vocabulary(Phenotypes)
PA165109031,MedDRA:10049567,External_vocabulary(Phenotypes)
PA165109031,NDFRT:N0000003960,External_vocabulary(Phenotypes)
Fistula,PA444194,Name-PharmGKB_Id(Phenotypes)
PA444194,Fistula,PharmGKB_Id-Name(Phenotypes)
Fistula,Abnormal sinus tract,Synonym(Phenotypes)
Fistula,Fistulas,Synonym(Phenotypes)
Fistula,Fistulous tract,Synonym(Phenotypes)
Fistula,Sinus,Synonym(Phenotypes)
PA444194,MeSH:D005402,External_vocabulary(Phenotypes)
PA444194,SnoMedCT:118622000,External_vocabulary(Phenotypes)
PA444194,SnoMedCT:419351001,External_vocabulary(Phenotypes)
PA444194,SnoMedCT:428794004,External_vocabulary(Phenotypes)
PA444194,UMLS:C0016169,External_vocabulary(Phenotypes)
PA444194,MedDRA:10016717,External_vocabulary(Phenotypes)
PA444194,NDFRT:N0000001258,External_vocabulary(Phenotypes)
Fistula of bile duct NOS,PA165108351,Name-PharmGKB_Id(Phenotypes)
PA165108351,Fistula of bile duct NOS,PharmGKB_Id-Name(Phenotypes)
PA165108351,MeSH:D001658,External_vocabulary(Phenotypes)
PA165108351,SnoMedCT:197448009,External_vocabulary(Phenotypes)
PA165108351,UMLS:C0005417,External_vocabulary(Phenotypes)
PA165108351,MedDRA:10004665,External_vocabulary(Phenotypes)
PA165108351,NDFRT:N0000000550,External_vocabulary(Phenotypes)
Fistula of intestine NOS,PA165108158,Name-PharmGKB_Id(Phenotypes)
PA165108158,Fistula of intestine NOS,PharmGKB_Id-Name(Phenotypes)
PA165108158,MeSH:D007412,External_vocabulary(Phenotypes)
PA165108158,SnoMedCT:235704003,External_vocabulary(Phenotypes)
PA165108158,UMLS:C0021833,External_vocabulary(Phenotypes)
PA165108158,MedDRA:10022647,External_vocabulary(Phenotypes)
PA165108158,NDFRT:N0000001700,External_vocabulary(Phenotypes)
Fistula of salivary gland NOS,PA165108827,Name-PharmGKB_Id(Phenotypes)
PA165108827,Fistula of salivary gland NOS,PharmGKB_Id-Name(Phenotypes)
PA165108827,MeSH:D012467,External_vocabulary(Phenotypes)
PA165108827,SnoMedCT:196498002,External_vocabulary(Phenotypes)
PA165108827,UMLS:C0036094,External_vocabulary(Phenotypes)
PA165108827,MedDRA:10016728,External_vocabulary(Phenotypes)
PA165108827,NDFRT:N0000002663,External_vocabulary(Phenotypes)
Fistulous opening in vagina,PA165108599,Name-PharmGKB_Id(Phenotypes)
PA165108599,Fistulous opening in vagina,PharmGKB_Id-Name(Phenotypes)
Fistulous opening in vagina,Fistula of vagina,Synonym(Phenotypes)
PA165108599,MeSH:D014624,External_vocabulary(Phenotypes)
PA165108599,SnoMedCT:45135002,External_vocabulary(Phenotypes)
PA165108599,UMLS:C0042253,External_vocabulary(Phenotypes)
PA165108599,MedDRA:10065813,External_vocabulary(Phenotypes)
PA165108599,NDFRT:N0000003105,External_vocabulary(Phenotypes)
Flail Chest,PA166048889,Name-PharmGKB_Id(Phenotypes)
PA166048889,Flail Chest,PharmGKB_Id-Name(Phenotypes)
PA166048889,NDFRT:N0000001259,External_vocabulary(Phenotypes)
Flatfoot,PA444196,Name-PharmGKB_Id(Phenotypes)
PA444196,Flatfoot,PharmGKB_Id-Name(Phenotypes)
Flatfoot,"Feet, Flat",Synonym(Phenotypes)
Flatfoot,Flat Feet,Synonym(Phenotypes)
Flatfoot,Flat Foot,Synonym(Phenotypes)
Flatfoot,Flatfeet,Synonym(Phenotypes)
Flatfoot,"Foot, Flat",Synonym(Phenotypes)
Flatfoot,Pes Planus,Synonym(Phenotypes)
PA444196,MeSH:D005413,External_vocabulary(Phenotypes)
PA444196,UMLS:C0016202,External_vocabulary(Phenotypes)
PA444196,NDFRT:N0000001260,External_vocabulary(Phenotypes)
Flatulence,PA444197,Name-PharmGKB_Id(Phenotypes)
PA444197,Flatulence,PharmGKB_Id-Name(Phenotypes)
Flatulence,Farting,Synonym(Phenotypes)
Flatulence,Flatus,Synonym(Phenotypes)
Flatulence,Passing flatus,Synonym(Phenotypes)
Flatulence,Wind - flatus,Synonym(Phenotypes)
Flatulence,[D]Flatulence,Synonym(Phenotypes)
PA444197,MeSH:D005414,External_vocabulary(Phenotypes)
PA444197,SnoMedCT:162079002,External_vocabulary(Phenotypes)
PA444197,SnoMedCT:207125008,External_vocabulary(Phenotypes)
PA444197,SnoMedCT:249504006,External_vocabulary(Phenotypes)
PA444197,SnoMedCT:267052005,External_vocabulary(Phenotypes)
PA444197,SnoMedCT:308698004,External_vocabulary(Phenotypes)
PA444197,SnoMedCT:40015002,External_vocabulary(Phenotypes)
PA444197,UMLS:C0016204,External_vocabulary(Phenotypes)
PA444197,MedDRA:10000107,External_vocabulary(Phenotypes)
PA444197,NDFRT:N0000001261,External_vocabulary(Phenotypes)
Fluorosis,PA165109053,Name-PharmGKB_Id(Phenotypes)
PA165109053,Fluorosis,PharmGKB_Id-Name(Phenotypes)
Fluorosis,Chronic fluoride poisoning,Synonym(Phenotypes)
PA165109053,MeSH:D005458,External_vocabulary(Phenotypes)
PA165109053,SnoMedCT:244183009,External_vocabulary(Phenotypes)
PA165109053,UMLS:C0016325,External_vocabulary(Phenotypes)
PA165109053,MedDRA:10016817,External_vocabulary(Phenotypes)
PA165109053,NDFRT:N0000001262,External_vocabulary(Phenotypes)
Flushing,PA444199,Name-PharmGKB_Id(Phenotypes)
PA444199,Flushing,PharmGKB_Id-Name(Phenotypes)
Flushing,Flushes,Synonym(Phenotypes)
Flushing,Flushings,Synonym(Phenotypes)
Flushing,[D]Flushing,Synonym(Phenotypes)
PA444199,MeSH:D005483,External_vocabulary(Phenotypes)
PA444199,SnoMedCT:206902002,External_vocabulary(Phenotypes)
PA444199,SnoMedCT:238810007,External_vocabulary(Phenotypes)
PA444199,SnoMedCT:271811009,External_vocabulary(Phenotypes)
PA444199,UMLS:C0016382,External_vocabulary(Phenotypes)
PA444199,MedDRA:10016046,External_vocabulary(Phenotypes)
PA444199,NDFRT:N0000001263,External_vocabulary(Phenotypes)
Focal Dermal Hypoplasia,PA444200,Name-PharmGKB_Id(Phenotypes)
PA444200,Focal Dermal Hypoplasia,PharmGKB_Id-Name(Phenotypes)
Focal Dermal Hypoplasia,"Dermal Hypoplasia, Focal",Synonym(Phenotypes)
Focal Dermal Hypoplasia,"Dermal Hypoplasias, Focal",Synonym(Phenotypes)
Focal Dermal Hypoplasia,FODH - Focal dermal hypoplasia,Synonym(Phenotypes)
Focal Dermal Hypoplasia,Focal Dermal Hypoplasias,Synonym(Phenotypes)
Focal Dermal Hypoplasia,Focal dermal hypoplasia syndrome,Synonym(Phenotypes)
Focal Dermal Hypoplasia,Focal facial dermal dysplasia,Synonym(Phenotypes)
Focal Dermal Hypoplasia,Goltz Syndrome,Synonym(Phenotypes)
Focal Dermal Hypoplasia,Goltz syndrome,Synonym(Phenotypes)
Focal Dermal Hypoplasia,Goltz's Syndrome,Synonym(Phenotypes)
Focal Dermal Hypoplasia,Goltz-Gorlin syndrome,Synonym(Phenotypes)
Focal Dermal Hypoplasia,Goltzs Syndrome,Synonym(Phenotypes)
Focal Dermal Hypoplasia,"Hypoplasia, Focal Dermal",Synonym(Phenotypes)
Focal Dermal Hypoplasia,"Hypoplasias, Focal Dermal",Synonym(Phenotypes)
Focal Dermal Hypoplasia,"Syndrome, Goltz",Synonym(Phenotypes)
Focal Dermal Hypoplasia,"Syndrome, Goltz's",Synonym(Phenotypes)
PA444200,MeSH:D005489,External_vocabulary(Phenotypes)
PA444200,SnoMedCT:205573006,External_vocabulary(Phenotypes)
PA444200,SnoMedCT:2298005,External_vocabulary(Phenotypes)
PA444200,UMLS:C0016395,External_vocabulary(Phenotypes)
PA444200,NDFRT:N0000001264,External_vocabulary(Phenotypes)
Focal Nodular Hyperplasia,PA447052,Name-PharmGKB_Id(Phenotypes)
PA447052,Focal Nodular Hyperplasia,PharmGKB_Id-Name(Phenotypes)
Focal Nodular Hyperplasia,Focal Nodular Hyperplasias,Synonym(Phenotypes)
Focal Nodular Hyperplasia,Focal nodular hyperplasia,Synonym(Phenotypes)
Focal Nodular Hyperplasia,"Hyperplasia, Focal Nodular",Synonym(Phenotypes)
Focal Nodular Hyperplasia,"Hyperplasias, Focal Nodular",Synonym(Phenotypes)
PA447052,MeSH:D020518,External_vocabulary(Phenotypes)
PA447052,SnoMedCT:22995004,External_vocabulary(Phenotypes)
PA447052,UMLS:C0333980,External_vocabulary(Phenotypes)
PA447052,MedDRA:10052285,External_vocabulary(Phenotypes)
PA447052,NDFRT:N0000004158,External_vocabulary(Phenotypes)
Foetal haemorrhage into co-twin,PA165109080,Name-PharmGKB_Id(Phenotypes)
PA165109080,Foetal haemorrhage into co-twin,PharmGKB_Id-Name(Phenotypes)
Foetal haemorrhage into co-twin,Fetal haemorrhage into co-twin,Synonym(Phenotypes)
PA165109080,MeSH:D005330,External_vocabulary(Phenotypes)
PA165109080,SnoMedCT:56268004,External_vocabulary(Phenotypes)
PA165109080,UMLS:C0015958,External_vocabulary(Phenotypes)
PA165109080,MedDRA:10058328,External_vocabulary(Phenotypes)
PA165109080,NDFRT:N0000001240,External_vocabulary(Phenotypes)
Folic Acid Deficiency,PA444203,Name-PharmGKB_Id(Phenotypes)
PA444203,Folic Acid Deficiency,PharmGKB_Id-Name(Phenotypes)
Folic Acid Deficiency,"Acid Deficiencies, Folic",Synonym(Phenotypes)
Folic Acid Deficiency,"Acid Deficiency, Folic",Synonym(Phenotypes)
Folic Acid Deficiency,"Deficiencies, Folic Acid",Synonym(Phenotypes)
Folic Acid Deficiency,Deficiency of folic acid,Synonym(Phenotypes)
Folic Acid Deficiency,"Deficiency, Folic Acid",Synonym(Phenotypes)
Folic Acid Deficiency,Folic Acid Deficiencies,Synonym(Phenotypes)
Folic Acid Deficiency,Folic acid deficiency,Synonym(Phenotypes)
PA444203,MeSH:D005494,External_vocabulary(Phenotypes)
PA444203,SnoMedCT:190633005,External_vocabulary(Phenotypes)
PA444203,UMLS:C0016412,External_vocabulary(Phenotypes)
PA444203,MedDRA:10016880,External_vocabulary(Phenotypes)
PA444203,NDFRT:N0000001267,External_vocabulary(Phenotypes)
Folliculitis,PA444205,Name-PharmGKB_Id(Phenotypes)
PA444205,Folliculitis,PharmGKB_Id-Name(Phenotypes)
Folliculitis,Folliculitides,Synonym(Phenotypes)
Folliculitis,Folliculitis NOS,Synonym(Phenotypes)
Folliculitis,Sycoses,Synonym(Phenotypes)
Folliculitis,Sycosis,Synonym(Phenotypes)
PA444205,MeSH:D005499,External_vocabulary(Phenotypes)
PA444205,SnoMedCT:13600006,External_vocabulary(Phenotypes)
PA444205,SnoMedCT:201183008,External_vocabulary(Phenotypes)
