PharmGKB_Id,Name,Alternate_names,Cross-reference,External_Vocabulary
PharmGKB:PA443751,Collagen Diseases,"[""""""Collagen Disease"""""",""""""Collagen disorder"""""",""""""Diffuse disease of connective tissue, NOS"""""",""""""Disease, Collagen"""""",""""""Diseases, Collagen""""""]","[""""""""""""]","[""""""MeSH:D003095"""""",""""""SnoMedCT:201454004"""""",""""""SnoMedCT:81573002"""""",""""""UMLS:C0009326"""""",""""""MedDRA:10009903"""""",""""""NDFRT:N0000000808""""""]"
PharmGKB:PA165109009,Collagenous colitis,"[""""""""""""]","[""""""""""""]","[""""""MeSH:D046729"""""",""""""SnoMedCT:19311003"""""",""""""UMLS:C0238067"""""",""""""MedDRA:10048928"""""",""""""NDFRT:N0000011111""""""]"
PharmGKB:PA443753,Coloboma,"[""""""COI - Coloboma of iris, choroid and retina"""""",""""""Coloboma of eye"""""",""""""Coloboma of eye, NOS"""""",""""""Colobomas"""""",""""""Ocular coloboma"""""",""""""Ocular coloboma, NOS""""""]","[""""""""""""]","[""""""MeSH:D003103"""""",""""""SnoMedCT:92828000"""""",""""""SnoMedCT:93390002"""""",""""""UMLS:C0009363"""""",""""""MedDRA:10009934"""""",""""""NDFRT:N0000000810""""""]"
PharmGKB:PA443754,Colonic Diseases,"[""""""Colonic Disease"""""",""""""Disease of colon"""""",""""""Disease, Colonic"""""",""""""Diseases, Colonic"""""",""""""Disorder of colon""""""]","[""""""""""""]","[""""""MeSH:D003108"""""",""""""SnoMedCT:128524007"""""",""""""UMLS:C0009373"""""",""""""NDFRT:N0000000811""""""]"
PharmGKB:PA443755,"Colonic Diseases, Functional","[""""""Colitides, Mucous"""""",""""""Colitis, Mucous"""""",""""""Colon, Irritable"""""",""""""Colonic Disease, Functional"""""",""""""Disease, Functional Colonic"""""",""""""Diseases, Functional Colonic"""""",""""""Functional Colonic Disease"""""",""""""Functional Colonic Diseases"""""",""""""Irritable Bowel Syndrome"""""",""""""Irritable Bowel Syndromes"""""",""""""Irritable Colon"""""",""""""Mucous Colitides"""""",""""""Mucous Colitis"""""",""""""Syndrome, Irritable Bowel"""""",""""""Syndromes, Irritable Bowel""""""]","[""""""""""""]","[""""""MeSH:D003109"""""",""""""UMLS:C0009374"""""",""""""NDFRT:N0000000812""""""]"
PharmGKB:PA443756,Colonic Neoplasms,"[""""""Cancer of Colon"""""",""""""Cancer of the Colon"""""",""""""Cancer, Colon"""""",""""""Cancer, Colonic"""""",""""""Cancers, Colon"""""",""""""Cancers, Colonic"""""",""""""Colon Cancer"""""",""""""Colon Cancers"""""",""""""Colon Neoplasm"""""",""""""Colon Neoplasms"""""",""""""Colonic Cancer"""""",""""""Colonic Cancers"""""",""""""Colonic Neoplasm"""""",""""""Neoplasm, Colon"""""",""""""Neoplasm, Colonic"""""",""""""Neoplasms, Colon"""""",""""""Neoplasms, Colonic"""""",""""""Tumour of colon""""""]","[""""""""""""]","[""""""MeSH:D003110"""""",""""""SnoMedCT:126838000"""""",""""""UMLS:C0009375"""""",""""""MedDRA:10009973"""""",""""""NDFRT:N0000000813""""""]"
PharmGKB:PA443757,Colonic Polyps,"[""""""Colonic Polyp"""""",""""""Colonic polyp, NOS"""""",""""""Polyp of colon"""""",""""""Polyp, Colonic"""""",""""""Polyps, Colonic""""""]","[""""""""""""]","[""""""MeSH:D003111"""""",""""""SnoMedCT:68496003"""""",""""""UMLS:C0009376"""""",""""""MedDRA:10010003"""""",""""""NDFRT:N0000000814""""""]"
PharmGKB:PA443759,Color Vision Defects,"[""""""Achromatopsia"""""",""""""Acquired Color Blindness"""""",""""""Blindness, Color"""""",""""""Blue Color Blindness"""""",""""""Color Blindness"""""",""""""Color Blindness, Acquired"""""",""""""Color Blindness, Blue"""""",""""""Color Blindness, Green"""""",""""""Color Blindness, Inherited"""""",""""""Color Blindness, Red"""""",""""""Color Blindness, Red Green"""""",""""""Color Blindness, Red-Green"""""",""""""Color Vision Defect"""""",""""""Defect, Color Vision"""""",""""""Defect, Deutan"""""",""""""Defects, Color Vision"""""",""""""Deutan Defect"""""",""""""Green Color Blindness"""""",""""""Inherited Color Blindness"""""",""""""Monochromatopsia"""""",""""""Protan Defect"""""",""""""Red Color Blindness"""""",""""""Red-Green Color Blindness"""""",""""""Tritan Defect"""""",""""""Vision Defect, Color"""""",""""""Vision Defects, Color""""""]","[""""""""""""]","[""""""MeSH:D003117"""""",""""""UMLS:C0009398"""""",""""""NDFRT:N0000000816""""""]"
PharmGKB:PA165108550,Colorado tick fever,"[""""""American mountain tick fever"""""",""""""CTF - Colorado tick fever""""""]","[""""""""""""]","[""""""MeSH:D003121"""""",""""""SnoMedCT:6452009"""""",""""""UMLS:C0009400"""""",""""""MedDRA:10010022"""""",""""""NDFRT:N0000000817""""""]"
PharmGKB:PA446108,Colorectal Neoplasms,"[""""""Cancer, Colorectal"""""",""""""Cancers, Colorectal"""""",""""""Carcinoma, Colorectal"""""",""""""Carcinomas, Colorectal"""""",""""""Colorectal Cancer"""""",""""""Colorectal Cancers"""""",""""""Colorectal Carcinoma"""""",""""""Colorectal Carcinomas"""""",""""""Colorectal Neoplasm"""""",""""""Colorectal Tumor"""""",""""""Colorectal Tumors"""""",""""""Neoplasm of large intestine"""""",""""""Neoplasm, Colorectal"""""",""""""Neoplasms, Colorectal"""""",""""""Tumor of large intestine"""""",""""""Tumor, Colorectal"""""",""""""Tumors, Colorectal"""""",""""""Tumour of large intestine""""""]","[""""""""""""]","[""""""MeSH:D015179"""""",""""""SnoMedCT:126837005"""""",""""""UMLS:C0009404"""""",""""""NDFRT:N0000003198""""""]"
PharmGKB:PA443761,"Colorectal Neoplasms, Hereditary Nonpolyposis","[""""""Hereditary Nonpolyposis Colorectal Cancer"""""",""""""Hereditary Nonpolyposis Colorectal Neoplasms"""""",""""""Lynch Syndrome"""""",""""""Lynch Syndrome I"""""",""""""Lynch Syndrome II"""""",""""""Syndrome, Lynch""""""]","[""""""""""""]","[""""""MeSH:D003123"""""",""""""SnoMedCT:315058005"""""",""""""UMLS:C0009405"""""",""""""NDFRT:N0000000818""""""]"
PharmGKB:PA443762,Coma,"[""""""Coma [D]"""""",""""""Comas"""""",""""""Comatose"""""",""""""Exanimation"""""",""""""Exanimations"""""",""""""Pseudocoma"""""",""""""Pseudocomas"""""",""""""Stupor"""""",""""""Stupors"""""",""""""[D]Coma""""""]","[""""""""""""]","[""""""MeSH:D003128"""""",""""""SnoMedCT:307760008"""""",""""""SnoMedCT:371632003"""""",""""""UMLS:C0009421"""""",""""""MedDRA:10010071"""""",""""""NDFRT:N0000000819""""""]"
PharmGKB:PA165109166,Combat fatigue,"[""""""""""""]","[""""""""""""]","[""""""MeSH:D013313"""""",""""""SnoMedCT:61157009"""""",""""""UMLS:C0038436"""""",""""""MedDRA:10004184"""""",""""""NDFRT:N0000002839""""""]"
PharmGKB:PA443766,Common Cold,"[""""""Acute Coryza"""""",""""""Acute coryza"""""",""""""Acute infective rhinitis"""""",""""""Acute nasopharyngitis, NOS"""""",""""""Cold, Common"""""",""""""Colds, Common"""""",""""""Common Colds"""""",""""""Coryza, Acute"""""",""""""Infective rhinitis""""""]","[""""""""""""]","[""""""MeSH:D003139"""""",""""""SnoMedCT:82272006"""""",""""""UMLS:C0009443"""""",""""""MedDRA:10000937"""""",""""""NDFRT:N0000000824""""""]"
PharmGKB:PA446430,Common Variable Immunodeficiency,"[""""""Acquired hypogammaglobulinaemia"""""",""""""Acquired hypogammaglobulinemia"""""",""""""CVAG"""""",""""""CVI - Common variable immunodeficiency"""""",""""""CVID - Common variable immunodeficiency"""""",""""""Common Variable Immunodeficiencies"""""",""""""Common variable agammaglobulinaemia"""""",""""""Common variable agammaglobulinemia"""""",""""""Common variable hypogammaglobulinaemia"""""",""""""Common variable hypogammaglobulinemia"""""",""""""Common variable immunodeficiency"""""",""""""Immunodeficiencies, Common Variable"""""",""""""Immunodeficiency, Common Variable"""""",""""""Late onset immunoglobulin deficiency""""""]","[""""""""""""]","[""""""MeSH:D017074"""""",""""""SnoMedCT:23238000"""""",""""""UMLS:C0009447"""""",""""""MedDRA:10000557"""""",""""""NDFRT:N0000003521""""""]"
PharmGKB:PA443767,Communicable Diseases,"[""""""Communicable Disease"""""",""""""Communicable disease"""""",""""""Contagious disease"""""",""""""Disease due to infection"""""",""""""Disease, Communicable"""""",""""""Disease, Infectious"""""",""""""Diseases, Communicable"""""",""""""Diseases, Infectious"""""",""""""Disorder due to infection"""""",""""""Infection"""""",""""""Infection, NOS"""""",""""""Infectious Disease"""""",""""""Infectious Diseases"""""",""""""Infectious disease"""""",""""""Infectious disease, NOS"""""",""""""Infective disorder"""""",""""""Transmissible disease""""""]","[""""""""""""]","[""""""MeSH:D003141"""""",""""""SnoMedCT:189822004"""""",""""""SnoMedCT:190563008"""""",""""""SnoMedCT:191415002"""""",""""""SnoMedCT:40733004"""""",""""""UMLS:C0009450"""""",""""""MedDRA:10021881"""""",""""""NDFRT:N0000000825""""""]"
PharmGKB:PA443768,Communication Disorders,"[""""""Acquired Communication Disorder"""""",""""""Acquired Communication Disorders"""""",""""""Childhood Communication Disorder"""""",""""""Childhood Communication Disorders"""""",""""""Communication Disabilities"""""",""""""Communication Disability"""""",""""""Communication Disorder"""""",""""""Communication Disorder, Acquired"""""",""""""Communication Disorder, Childhood"""""",""""""Communication Disorder, Developmental"""""",""""""Communication Disorder, Neurogenic"""""",""""""Communication Disorders, Acquired"""""",""""""Communication Disorders, Childhood"""""",""""""Communication Disorders, Developmental"""""",""""""Communication Disorders, Neurogenic"""""",""""""Communication disorder"""""",""""""Communicative Disorder"""""",""""""Communicative Disorders"""""",""""""Communicative Dysfunction"""""",""""""Communicative Dysfunctions"""""",""""""Developmental Communication Disorder"""""",""""""Developmental Communication Disorders"""""",""""""Disabilities, Communication"""""",""""""Disability, Communication"""""",""""""Dysfunction, Communicative"""""",""""""Dysfunctions, Communicative"""""",""""""Neurogenic Communication Disorder"""""",""""""Neurogenic Communication Disorders""""""]","[""""""""""""]","[""""""MeSH:D003147"""""",""""""SnoMedCT:278919001"""""",""""""UMLS:C0009460"""""",""""""MedDRA:10061046"""""",""""""NDFRT:N0000000826""""""]"
PharmGKB:PA166048798,Community-Acquired Infections,"[""""""""""""]","[""""""""""""]","[""""""NDFRT:N0000003629""""""]"
PharmGKB:PA165108697,Complete avulsion of tooth,"[""""""Avulsed tooth"""""",""""""Avulsion of tooth"""""",""""""Complete dislocation of tooth"""""",""""""Exarticulation of tooth"""""",""""""Tooth knocked out""""""]","[""""""""""""]","[""""""MeSH:D014084"""""",""""""SnoMedCT:109671008"""""",""""""UMLS:C0040443"""""",""""""MedDRA:10065953"""""",""""""NDFRT:N0000002977""""""]"
PharmGKB:PA165109063,Complex partial epileptic seizure,"[""""""""""""]","[""""""""""""]","[""""""MeSH:D017029"""""",""""""SnoMedCT:407675009"""""",""""""UMLS:C0085417"""""",""""""MedDRA:10037209"""""",""""""NDFRT:N0000003515""""""]"
PharmGKB:PA165108331,Compulsive personality disorder NOS,"[""""""""""""]","[""""""""""""]","[""""""MeSH:D003193"""""",""""""SnoMedCT:191763003"""""",""""""UMLS:C1704373"""""",""""""MedDRA:10010223"""""",""""""NDFRT:N0000000828""""""]"
PharmGKB:PA443770,Condylomata Acuminata,"[""""""Anogenital warts"""""",""""""Condyloma acuminatum"""""",""""""Condylomata acuminata"""""",""""""Condylomata acuminatum"""""",""""""Genital Wart"""""",""""""Genital Warts"""""",""""""Venereal Wart"""""",""""""Venereal Warts"""""",""""""Venereal wart"""""",""""""Venereal warts"""""",""""""Verruca acuminata"""""",""""""Wart, Genital"""""",""""""Wart, Venereal"""""",""""""Warts, Genital"""""",""""""Warts, Venereal""""""]","[""""""""""""]","[""""""MeSH:D003218"""""",""""""SnoMedCT:240542006"""""",""""""SnoMedCT:266113007"""""",""""""UMLS:C0009663"""""",""""""MedDRA:10059313"""""",""""""NDFRT:N0000000829""""""]"
PharmGKB:PA443771,Confusion,"[""""""Bewilderment"""""",""""""Confusion, Post Ictal"""""",""""""Confusion, Post-Ictal"""""",""""""Confusion, Reactive"""""",""""""Confusional State"""""",""""""Confusional States"""""",""""""Confusional state"""""",""""""Disorientation"""""",""""""Post-Ictal Confusion"""""",""""""Reactive Confusion"""""",""""""State, Confusional"""""",""""""States, Confusional"""""",""""""[D]Confusion""""""]","[""""""""""""]","[""""""MeSH:D003221"""""",""""""SnoMedCT:206780003"""""",""""""SnoMedCT:286933003"""""",""""""UMLS:C0009676"""""",""""""MedDRA:10010298"""""",""""""NDFRT:N0000000830""""""]"
PharmGKB:PA443223,Congenital Abnormalities,"[""""""Abnormal development"""""",""""""Abnormal development, NOS"""""",""""""Abnormalities"""""",""""""Abnormalities, Congenital"""""",""""""Abnormality"""""",""""""Abnormality, Congenital"""""",""""""Anomalous formation"""""",""""""Anomalous formation, NOS"""""",""""""Birth Defect"""""",""""""Birth Defects"""""",""""""CM - Congenital malformation"""""",""""""Congenital Abnormalities"""""",""""""Congenital Abnormality"""""",""""""Congenital Defect"""""",""""""Congenital Defects"""""",""""""Congenital abnormality, NOS"""""",""""""Congenital anomaly"""""",""""""Congenital anomaly, NOS"""""",""""""Congenital deformity"""""",""""""Congenital deformity, NOS"""""",""""""Congenital malformation"""""",""""""Congenital malformation, NOS"""""",""""""Defect, Birth"""""",""""""Defect, Congenital"""""",""""""Defects, Birth"""""",""""""Defects, Congenital"""""",""""""Deformities"""""",""""""Deformity"""""",""""""Developmental abnormality"""""",""""""Developmental anomaly"""""",""""""Developmental anomaly, NOS"""""",""""""Developmental defect"""""",""""""Developmental defect, NOS"""""",""""""Developmental malformation"""""",""""""Developmental malformation, NOS"""""",""""""Dysgenesis"""""",""""""Dysgenesis, NOS"""""",""""""Fetal malformation"""""",""""""Malformation"""""",""""""Malformation, NOS""""""]","[""""""""""""]","[""""""MeSH:D000013"""""",""""""SnoMedCT:107656002"""""",""""""SnoMedCT:112635002"""""",""""""SnoMedCT:205999005"""""",""""""SnoMedCT:21390004"""""",""""""SnoMedCT:276654001"""""",""""""SnoMedCT:276655000"""""",""""""SnoMedCT:385297003"""""",""""""UMLS:C0000768"""""",""""""MedDRA:10002614"""""",""""""NDFRT:N0000000264""""""]"
PharmGKB:PA443811,Congenital Hypothyroidism,"[""""""Congenital Myxedema"""""",""""""Congenital Myxedemas"""""",""""""Congenital hypothyroidism"""""",""""""Cretinism"""""",""""""Cretinisms"""""",""""""Myxedema, Congenital"""""",""""""Myxedemas, Congenital""""""]","[""""""""""""]","[""""""MeSH:D003409"""""",""""""SnoMedCT:190268003"""""",""""""SnoMedCT:267376007"""""",""""""UMLS:C0010308"""""",""""""MedDRA:10010510"""""",""""""NDFRT:N0000171688""""""]"
PharmGKB:PA165109079,Congenital anomaly of unspecified limb NOS,"[""""""""""""]","[""""""""""""]","[""""""MeSH:D017880"""""",""""""SnoMedCT:205406001"""""",""""""UMLS:C0206762"""""",""""""MedDRA:10010530"""""",""""""NDFRT:N0000003644""""""]"
PharmGKB:PA165108562,Congenital choledochal cyst,"[""""""Choledochal cyst"""""",""""""Choledochocyst"""""",""""""Congenital biliary duct cyst"""""",""""""Congenital common duct cyst""""""]","[""""""""""""]","[""""""MeSH:D015529"""""",""""""SnoMedCT:398197009"""""",""""""UMLS:C0008340"""""",""""""MedDRA:10008625"""""",""""""NDFRT:N0000003286""""""]"
PharmGKB:PA165109090,Congenital cyst of oesophagus,"[""""""""""""]","[""""""""""""]","[""""""MeSH:D004934"""""",""""""SnoMedCT:87047005"""""",""""""UMLS:C0014851"""""",""""""NDFRT:N0000001158""""""]"
PharmGKB:PA165108362,Congenital cystic adenomatoid malformation of lung,"[""""""""""""]","[""""""""""""]","[""""""MeSH:D015615"""""",""""""SnoMedCT:111318005"""""",""""""UMLS:C0010668"""""",""""""NDFRT:N0000003295""""""]"
PharmGKB:PA152241952,Congenital diaphragmatic hernia,"[""""""CDH - Congenital diaphragmatic hernia"""""",""""""Congenital diaphragmatic hernia, NOS"""""",""""""Hernia, Congenital Diaphragmatic""""""]","[""""""""""""]","[""""""SnoMedCT:17190001"""""",""""""UMLS:C0235833"""""",""""""MedDRA:10010439""""""]"
PharmGKB:PA165108863,Congenital dislocation of hip NOS,"[""""""""""""]","[""""""""""""]","[""""""MeSH:D006618"""""",""""""SnoMedCT:205061001"""""",""""""UMLS:C0019555"""""",""""""MedDRA:10010440"""""",""""""NDFRT:N0000001539""""""]"
PharmGKB:PA165108422,Congenital haemolytic anaemia,"[""""""""""""]","[""""""""""""]","[""""""MeSH:D000745"""""",""""""SnoMedCT:42601008"""""",""""""UMLS:C0002881"""""",""""""MedDRA:10010489"""""",""""""NDFRT:N0000000389""""""]"
PharmGKB:PA165109121,"Congenital hyperammonemia, type I","[""""""Carbamoyl-phosphate synthase deficiency""""""]","[""""""""""""]","[""""""MeSH:D020165"""""",""""""SnoMedCT:62522004"""""",""""""UMLS:C0751753"""""",""""""MedDRA:10058297"""""",""""""NDFRT:N0000004015""""""]"
PharmGKB:PA165108983,Congenital hypertrophic pyloric stenosis,"[""""""""""""]","[""""""""""""]","[""""""MeSH:D046248"""""",""""""SnoMedCT:48644003"""""",""""""UMLS:C0700639"""""",""""""MedDRA:10010508"""""",""""""NDFRT:N0000011064""""""]"
PharmGKB:PA165109021,Congenital ichthyosiform erythroderma,"[""""""""""""]","[""""""""""""]","[""""""MeSH:D016113"""""",""""""SnoMedCT:254156001"""""",""""""UMLS:C0079583"""""",""""""NDFRT:N0000003367""""""]"
PharmGKB:PA145007194,Congenital lactase deficiency,"[""""""Lactase Deficiency, Congenital""""""]","[""""""""""""]","[""""""SnoMedCT:5388008"""""",""""""UMLS:C0268179""""""]"
PharmGKB:PA165108115,Congenital mesenteric cyst,"[""""""""""""]","[""""""""""""]","[""""""MeSH:D008639"""""",""""""SnoMedCT:253802003"""""",""""""UMLS:C0025467"""""",""""""NDFRT:N0000001998""""""]"
PharmGKB:PA165108759,Congenital syphilis NOS,"[""""""""""""]","[""""""""""""]","[""""""MeSH:D013590"""""",""""""SnoMedCT:186845009"""""",""""""UMLS:C0039131"""""",""""""MedDRA:10010641"""""",""""""NDFRT:N0000002883""""""]"
PharmGKB:PA165108726,Congenital total lipodystrophy,"[""""""Berardinelli's syndrome"""""",""""""Familial lipodystrophic diabetes"""""",""""""Lawrence-Seip syndrome"""""",""""""Lipoatrophic diabetes mellitus"""""",""""""Seip's syndrome"""""",""""""Total lipoatrophy""""""]","[""""""""""""]","[""""""MeSH:D052497"""""",""""""SnoMedCT:284449005"""""",""""""UMLS:C0221032"""""",""""""MedDRA:10053547"""""",""""""NDFRT:N0000181065""""""]"
PharmGKB:PA165108408,Congenital tracheobronchomegaly,"[""""""Mounier-Kuhn syndrome"""""",""""""Tracheobronchomegaly""""""]","[""""""""""""]","[""""""MeSH:D014137"""""",""""""SnoMedCT:57451009"""""",""""""UMLS:C0040587"""""",""""""MedDRA:10044316"""""",""""""NDFRT:N0000002997""""""]"
PharmGKB:PA445055,"Congenital, Hereditary, and Neonatal Diseases and Abnormalities","[""""""Congenital Disorder"""""",""""""Congenital Disorders"""""",""""""Disorder, Congenital"""""",""""""Disorders, Congenital"""""",""""""Neonatal Diseases and Abnormalities""""""]","[""""""""""""]","[""""""MeSH:D009358"""""",""""""UMLS:C0027612"""""",""""""NDFRT:N0000002121""""""]"
PharmGKB:PA165108855,Congo-Crimean haemorrhagic fever,"[""""""CCHF - Crimean-Congo haemorrhagic fever"""""",""""""CCHF - Crimean-Congo hemorrhagic fever"""""",""""""CHF - Crimean haemorrhagic fever"""""",""""""CHF - Crimean hemorrhagic fever"""""",""""""Central Asian hemorrhagic fever"""""",""""""Congo fever"""""",""""""Congo-Crimean hemorrhagic fever"""""",""""""Crimean haemorrhagic fever"""""",""""""Crimean hemorrhagic fever"""""",""""""Crimean-Congo haemorrhagic fever"""""",""""""Crimean-Congo hemorrhagic fever""""""]","[""""""""""""]","[""""""MeSH:D006479"""""",""""""SnoMedCT:43489008"""""",""""""UMLS:C0019099"""""",""""""MedDRA:10010685"""""",""""""NDFRT:N0000001488""""""]"
PharmGKB:PA165108513,Conjunctival disorder NOS,"[""""""""""""]","[""""""""""""]","[""""""MeSH:D003229"""""",""""""SnoMedCT:193906005"""""",""""""UMLS:C0009759"""""",""""""MedDRA:10061446"""""",""""""NDFRT:N0000000831""""""]"
PharmGKB:PA166048914,"Conjunctivitis, Acute Hemorrhagic","[""""""""""""]","[""""""""""""]","[""""""NDFRT:N0000000834""""""]"
PharmGKB:PA166048761,"Conjunctivitis, Allergic","[""""""""""""]","[""""""""""""]","[""""""NDFRT:N0000000835""""""]"
PharmGKB:PA166048904,"Conjunctivitis, Viral","[""""""""""""]","[""""""""""""]","[""""""NDFRT:N0000000838""""""]"
PharmGKB:PA443780,Connective Tissue Diseases,"[""""""Connective Tissue Disease"""""",""""""Connective tissue disease"""""",""""""Disease of connective tissues"""""",""""""Disease, Connective Tissue"""""",""""""Diseases, Connective Tissue"""""",""""""Disorder of connective tissue""""""]","[""""""""""""]","[""""""MeSH:D003240"""""",""""""SnoMedCT:105969002"""""",""""""UMLS:C0009782"""""",""""""MedDRA:10061087"""""",""""""NDFRT:N0000000839""""""]"
PharmGKB:PA443782,Constipation,"[""""""CN - Constipation"""""",""""""Constipated"""""",""""""Constipation NOS"""""",""""""Costiveness"""""",""""""Difficult passing motion"""""",""""""Difficulty defecating"""""",""""""Difficulty opening bowels"""""",""""""Difficulty passing stool""""""]","[""""""""""""]","[""""""MeSH:D003248"""""",""""""SnoMedCT:14760008"""""",""""""SnoMedCT:197123003"""""",""""""UMLS:C0009806"""""",""""""MedDRA:10010774"""""",""""""NDFRT:N0000000841""""""]"
PharmGKB:PA443783,"Constriction, Pathologic","[""""""Cicatricial stenosis"""""",""""""Constriction, NOS"""""",""""""Constriction, Pathological"""""",""""""Constrictions, Pathologic"""""",""""""Fibrous stenosis"""""",""""""Pathologic Constriction"""""",""""""Pathologic Constrictions"""""",""""""Pathological Constriction"""""",""""""Stenoses"""""",""""""Stenosis"""""",""""""Stricture"""""",""""""Stricture obstruction"""""",""""""Stricture, NOS""""""]","[""""""""""""]","[""""""MeSH:D003251"""""",""""""SnoMedCT:27551008"""""",""""""UMLS:C1261287"""""",""""""NDFRT:N0000000842""""""]"
PharmGKB:PA165108935,Constrictive pericarditis NOS,"[""""""""""""]","[""""""""""""]","[""""""MeSH:D010494"""""",""""""SnoMedCT:194969008"""""",""""""UMLS:C0031048"""""",""""""MedDRA:10010783"""""",""""""NDFRT:N0000002363""""""]"
PharmGKB:PA165108613,Contagious porcine pyoderma,"[""""""Exudative epidermitis of swine"""""",""""""Greasy pig disease"""""",""""""Impetigo contagiosa suis"""""",""""""Seborrhea oleosa suis"""""",""""""Seborrhoea oleosa suis""""""]","[""""""""""""]","[""""""MeSH:D004818"""""",""""""SnoMedCT:79616002"""""",""""""UMLS:C0014521""""""]"
PharmGKB:PA443784,Contracture,"[""""""Contractures""""""]","[""""""""""""]","[""""""MeSH:D003286"""""",""""""SnoMedCT:55033002"""""",""""""SnoMedCT:57048009"""""",""""""UMLS:C0009917"""""",""""""MedDRA:10061785"""""",""""""NDFRT:N0000000843""""""]"
PharmGKB:PA443785,Contusions,"[""""""Bruise"""""",""""""Bruise - lesion"""""",""""""Bruise NOS"""""",""""""Bruises"""""",""""""Bruising"""""",""""""Contusion"""""",""""""Contusion - lesion""""""]","[""""""""""""]","[""""""MeSH:D003288"""""",""""""SnoMedCT:125667009"""""",""""""SnoMedCT:269380009"""""",""""""SnoMedCT:308492005"""""",""""""UMLS:C0009938"""""",""""""MedDRA:10006502"""""",""""""NDFRT:N0000000844""""""]"
PharmGKB:PA443786,Convalescence,"[""""""Convalescence NOS"""""",""""""Convalescence, NOS"""""",""""""Convalescences""""""]","[""""""""""""]","[""""""MeSH:D003289"""""",""""""SnoMedCT:105499002"""""",""""""SnoMedCT:183377005"""""",""""""UMLS:C0009940"""""",""""""MedDRA:10010887"""""",""""""NDFRT:N0000000845""""""]"
PharmGKB:PA443790,Cor Triatriatum,"[""""""Cor triatriatum"""""",""""""Heart, Triatrial"""""",""""""Hearts, Triatrial"""""",""""""Triatrial Heart"""""",""""""Triatrial Hearts""""""]","[""""""""""""]","[""""""MeSH:D003310"""""",""""""SnoMedCT:55510008"""""",""""""UMLS:C0009995"""""",""""""MedDRA:10010972"""""",""""""NDFRT:N0000000850""""""]"
PharmGKB:PA443792,"Corneal Dystrophies, Hereditary","[""""""Corneal Dystrophy, Hereditary"""""",""""""Corneal Granular Dystrophies"""""",""""""Corneal Granular Dystrophy"""""",""""""Corneal Macular Dystrophies"""""",""""""Corneal Macular Dystrophy"""""",""""""Corneal Stromal Dystrophies"""""",""""""Corneal Stromal Dystrophy"""""",""""""Dystrophies, Corneal Granular"""""",""""""Dystrophies, Corneal Macular"""""",""""""Dystrophies, Corneal Stromal"""""",""""""Dystrophies, Groenouw's"""""",""""""Dystrophies, Hereditary Corneal"""""",""""""Dystrophy, Corneal Granular"""""",""""""Dystrophy, Corneal Macular"""""",""""""Dystrophy, Corneal Stromal"""""",""""""Dystrophy, Hereditary Corneal"""""",""""""Granular Dystrophies, Corneal"""""",""""""Granular Dystrophy, Corneal"""""",""""""Groenouw Dystrophies"""""",""""""Groenouw's Dystrophies"""""",""""""Groenouws Dystrophies"""""",""""""Hereditary Corneal Dystrophies"""""",""""""Hereditary Corneal Dystrophy"""""",""""""Hereditary corneal dystrophy NOS"""""",""""""Hereditary corneal dystrophy, NOS"""""",""""""Macular Dystrophies, Corneal"""""",""""""Macular Dystrophy, Corneal"""""",""""""Stromal Dystrophies, Corneal"""""",""""""Stromal Dystrophy, Corneal""""""]","[""""""""""""]","[""""""MeSH:D003317"""""",""""""SnoMedCT:193842001"""""",""""""SnoMedCT:77797009"""""",""""""UMLS:C0010035"""""",""""""MedDRA:10019867"""""",""""""NDFRT:N0000000852""""""]"
PharmGKB:PA446335,Corneal Neovascularization,"[""""""Angiogenesis, Corneal"""""",""""""Corneal Angiogenesis"""""",""""""Corneal Neovascularizations"""""",""""""Corneal neovascularisation NOS"""""",""""""Corneal neovascularization"""""",""""""Corneal neovascularization NOS"""""",""""""Corneal neovascularization, NOS"""""",""""""Corneal vascularisation"""""",""""""Corneal vascularization"""""",""""""Neovascularization, Corneal"""""",""""""Neovascularizations, Corneal"""""",""""""Unspecified corneal neovascularisation"""""",""""""Unspecified corneal neovascularization""""""]","[""""""""""""]","[""""""MeSH:D016510"""""",""""""SnoMedCT:19161004"""""",""""""SnoMedCT:193789007"""""",""""""SnoMedCT:193791004"""""",""""""UMLS:C0085109"""""",""""""MedDRA:10055665"""""",""""""NDFRT:N0000003424""""""]"
PharmGKB:PA443793,Corneal Opacity,"[""""""Corneal Opacities"""""",""""""Corneal haze"""""",""""""Corneal opacity, NOS"""""",""""""Corneal subepithelial haze"""""",""""""Leukoma"""""",""""""Leukomas"""""",""""""Opacities, Corneal"""""",""""""Opacity, Corneal""""""]","[""""""""""""]","[""""""MeSH:D003318"""""",""""""SnoMedCT:193796009"""""",""""""SnoMedCT:313390008"""""",""""""SnoMedCT:413921009"""""",""""""SnoMedCT:64634000"""""",""""""UMLS:C0010038"""""",""""""MedDRA:10052116"""""",""""""NDFRT:N0000000853""""""]"
PharmGKB:PA165108965,Corneal disorder NOS,"[""""""""""""]","[""""""""""""]","[""""""MeSH:D003316"""""",""""""SnoMedCT:193856004"""""",""""""UMLS:C0010034"""""",""""""MedDRA:10061453"""""",""""""NDFRT:N0000000851""""""]"
